u,v,dist,road_type,traffic_factor
25,16,150,highway,0.8551552997341526
32,118,46,highway,0.7959592774539316
30,5,53,street,0.1442305202257559
16,92,156,highway,0.06590717681189162
63,77,87,highway,0.3203905222487463
77,13,107,street,0.12038062266735217
47,97,31,street,0.22058311294544664
24,12,179,highway,0.46316198716812196
14,42,87,highway,0.6627699890527429
108,35,133,highway,0.7649398129154665
11,83,127,highway,0.786460229594557
6,81,43,street,0.9851664997744956
12,97,31,street,0.21032425168171331
54,45,68,highway,0.47392433085497154
5,50,9,street,0.3620799471581688
21,14,182,street,0.03027838640441005
5,64,40,street,0.7099119018622646
80,77,63,street,0.3419223325673161
10,64,46,street,0.36489506696065166
101,105,164,street,0.5253250724189233
63,100,85,highway,0.4988540196307578
5,93,139,highway,0.5371466767130639
103,91,10,street,0.9126945834694621
13,116,142,street,0.6208385655260399
25,72,122,highway,0.6085607078619059
52,107,160,highway,0.8049996194621525
112,109,46,street,0.8805920978218428
112,70,195,highway,0.25451083583964196
10,52,163,street,0.28245113546522216
51,67,73,street,0.6292358742708699
112,65,7,highway,0.5384674386969303
41,59,167,street,0.15441201099695667
96,87,93,street,0.8975699012242383
87,15,79,street,0.8196229236682792
46,116,29,highway,0.6365586302580539
9,33,183,street,0.24144159974626478
32,38,88,street,0.42644910370002675
71,57,40,street,0.1660514998870436
63,86,163,highway,0.10669354303842626
24,113,63,street,0.7564577143056542
34,24,137,street,0.7648232298455958
61,78,174,highway,0.5230215357819248
119,50,153,highway,0.46968468806437125
101,36,90,street,0.7251030043181634
90,42,10,street,0.8913428220829583
18,50,147,highway,0.34115372084912643
24,52,163,street,0.30830637290822693
72,104,166,highway,0.46220957635451776
49,89,50,street,0.6961836847125795
8,68,56,street,0.9382469336290213
6,34,82,highway,0.39401327179500945
86,39,149,street,0.18719065123202916
10,7,79,highway,0.8378107161020913
53,82,184,highway,0.04791103699716337
63,33,23,highway,0.8892681994419853
37,103,33,highway,0.9642373968319027
106,86,181,highway,0.19576723816019104
20,16,7,highway,0.6969591712124019
85,75,195,highway,0.31602226508075604
13,89,47,street,0.30178118083257843
86,64,114,street,0.3529216451527465
74,76,21,highway,0.488929919676225
37,89,137,street,0.4770272508044716
53,83,90,highway,0.7713371254651048
0,105,122,street,0.9522177078156856
65,56,179,highway,0.5341007443453663
14,85,75,street,0.4070834616501465
90,64,40,highway,0.8927716699498743
114,33,164,street,0.9618939307817655
21,69,200,street,0.00048287751899867004
20,95,38,highway,0.7131001047184957
73,10,95,street,0.2225924085493718
80,33,195,street,0.016766093876735222
49,14,174,street,0.11912944495405264
38,87,53,street,0.35250343770010495
31,10,134,street,0.37511387272672936
118,30,89,street,0.26635771216196147
59,17,193,street,0.5920901268790619
75,20,200,highway,0.9043611590109873
78,72,2,street,0.09404826373341879
17,72,184,highway,0.27453786717486983
18,0,144,highway,0.20322281180490143
77,79,153,street,0.6168150637169693
27,66,187,street,0.06698472561149582
25,76,151,street,0.5755021149015406
118,49,120,highway,0.2950540732711865
120,31,26,highway,0.7403021505151138
113,51,122,highway,0.4190569963952506
54,11,61,highway,0.8001028807924857
110,26,77,highway,0.401812804286227
49,8,158,street,0.6044512714898213
81,97,3,highway,0.06944174803337655
91,74,31,highway,0.2263843419178927
119,9,54,highway,0.374958847117683
81,108,15,street,0.13782099254390667
16,27,72,street,0.1936330966826807
66,40,114,highway,0.9741327795599569
78,17,179,highway,0.15784630428569102
92,117,57,street,0.2251214537740378
51,56,50,highway,0.42566590318785535
20,19,1,highway,0.8661975479219777
16,119,188,street,0.4442801119680152
37,2,172,highway,0.6762633632588527
5,11,73,street,0.550406000798016
53,88,46,highway,0.4400034376876071
92,46,91,highway,0.19410373881189957
116,5,107,street,0.3790629979538529
9,25,22,street,0.7500444135184094
56,30,6,highway,0.7095127131085055
35,117,115,highway,0.9937147519721357
21,38,167,highway,0.7233592345703485
35,95,91,highway,0.8749045181846347
33,91,96,highway,0.7206323721509736
21,76,127,highway,0.6990558273339287
47,28,133,street,0.9890489936576259
86,80,83,street,0.9629081760374671
36,114,90,street,0.47326524561280536
75,37,15,street,0.6001135270629647
29,89,181,highway,0.19331566811022505
80,70,101,highway,0.7923847793191712
11,62,145,highway,0.6582216995544918
45,95,1,highway,0.838970850879372
117,67,42,street,0.11958549026354648
16,71,58,highway,0.11207235856722686
36,26,145,highway,0.1185841865024323
105,1,116,street,0.797730588888393
95,42,139,street,0.16884691329578017
110,57,82,highway,0.9176784169490461
65,29,77,highway,0.9586747916258215
42,85,90,street,0.17738523193492095
65,4,190,highway,0.967912275189867
95,20,46,street,0.4414439807786832
35,23,113,highway,0.22150424297116666
74,120,159,street,0.5948152853699332
5,6,141,highway,0.04651891559767729
67,89,50,street,0.05873614478040057
115,87,2,street,0.7279715551052044
82,110,177,highway,0.46951921055604584
49,81,63,highway,0.9893440062827454
31,103,104,highway,0.1884874439627554
16,57,175,highway,0.26659208230878084
0,28,135,highway,0.0916628545419953
77,79,75,street,0.01982013311227815
94,18,24,street,0.23179524829171327
56,112,125,street,0.7047884751124698
118,107,195,street,0.4289261036219223
21,22,6,highway,0.4238562374919177
102,47,38,street,0.6381454664231869
87,0,70,street,0.5862912140558277
41,42,162,highway,0.14995511647760362
23,58,130,street,0.8248158319384034
110,35,198,highway,0.9284613818226621
51,78,89,street,0.636186032573385
56,43,148,street,0.0433176233585334
86,96,169,highway,0.8243830798672422
48,31,90,street,0.053246028799908696
20,34,101,street,0.06695322745809773
16,37,17,street,0.09581817129615522
19,49,116,highway,0.01962523573116781
66,3,12,street,0.6111310292003633
28,39,29,highway,0.8553774304783587
74,26,87,highway,0.3920706981575508
25,86,34,street,0.1743255597764366
43,5,99,highway,0.19801735529498743
10,73,192,street,0.4492269192795242
119,98,166,street,0.5265675843842722
104,59,3,highway,0.2211916670852737
62,88,61,highway,0.22065101988831126
71,35,92,street,0.7707576152120051
3,71,64,street,0.022738579466523356
29,95,194,street,0.9160513000705068
71,113,123,highway,0.09676345758038474
76,35,192,street,0.009482610329617058
109,82,181,highway,0.3827279985106816
92,21,162,highway,0.9485563302143253
9,14,4,street,0.20115907365182983
26,80,84,street,0.6325032238028183
73,2,55,highway,0.38100634244895637
114,1,32,highway,0.3902532716708401
28,35,183,street,0.10272914755934304
114,100,102,highway,0.36705052143373273
20,40,13,street,0.3723113804921553
95,68,111,highway,0.2950099891193736
111,75,28,street,0.42718089758748323
103,80,32,street,0.16786260319140378
7,59,36,street,0.22901936639788578
55,54,52,highway,0.21342117087042478
46,68,182,highway,0.7374369880910818
18,91,46,street,0.0605692589559661
15,118,98,highway,0.04552305937336232
76,69,127,highway,0.44347407857891497
5,108,167,street,0.8459520653058695
81,111,182,street,0.9235232850720325
17,101,95,highway,0.5917183976126423
72,62,136,highway,0.16746914433617055
100,16,144,highway,0.4081935327514876
109,82,36,street,0.7650403250000715
33,25,54,street,0.9480934357677178
63,59,68,street,0.717628302453735
101,107,156,highway,0.3757153959635511
92,58,95,street,0.9809229495450301
91,109,63,highway,0.9711788662413201
4,7,199,highway,0.8957635799818042
53,52,91,highway,0.7994693632973249
14,59,90,street,0.2948475619690434
89,68,115,street,0.41937537061936847
80,6,119,highway,0.9217349168546015
102,119,78,highway,0.6671614755126581
108,71,43,highway,0.11360548731303377
44,75,183,highway,0.6748506842918217
37,81,192,street,0.7491058565131529
96,43,28,street,0.472446666636241
78,18,32,highway,0.5293492935712707
46,50,50,street,0.4513013312630135
21,112,151,highway,0.6655127352582243
67,97,163,highway,0.45955036935662397
34,103,199,highway,0.4027507697507652
47,51,61,street,0.13144048350474524
44,52,79,highway,0.9832978974676339
95,69,36,highway,0.078721365639843
66,16,28,street,0.7472540560208967
69,48,178,highway,0.6912720559769707
36,28,9,highway,0.3274246642610411
108,90,118,street,0.7760015527393039
91,98,41,highway,0.7380537346946485
112,63,195,street,0.5405262918196639
108,29,37,street,0.34054440484868764
36,42,80,highway,0.9201941413320903
28,61,132,highway,0.6009218320834598
51,0,79,street,0.2781004507202801
46,111,85,street,0.1393011359786379
56,115,153,street,0.32927756229541205
16,4,46,highway,0.02380940912025542
1,89,12,highway,0.5459591785262453
12,100,2,street,0.5247084134289803
4,17,154,street,0.7386121779219781
101,42,17,highway,0.09175892141811182
42,58,118,highway,0.2335883307551202
20,60,196,highway,0.4168524992384709
62,68,131,highway,0.8404839307605099
30,83,164,street,0.8857775882209525
10,61,176,highway,0.4017875002314111
1,24,109,highway,0.9237749410486363
49,26,21,highway,0.8983683131159232
25,96,44,highway,0.15396532513496342
28,42,157,street,0.40930236412173326
30,72,97,street,0.8906623217296915
58,4,28,highway,0.4216936649928611
85,114,158,street,0.17551036666962538
47,42,81,street,0.07358669751810432
30,33,123,highway,0.48178404558531274
11,110,123,highway,0.15683888172668103
73,93,129,street,0.11906198256786149
9,31,55,highway,0.1329093908015727
0,120,3,highway,0.25566407498595356
11,72,131,street,0.25417437169105017
51,47,101,street,0.0902696454622598
14,38,165,street,0.6345648390150843
112,43,167,street,0.995724428020462
58,50,149,highway,0.6888908403457455
99,30,139,highway,0.884547234380119
33,45,62,highway,0.04108831801706092
36,6,151,street,0.6115047785084745
23,87,94,street,0.21934771795007968
24,50,191,street,0.030707319017674317
107,65,184,street,0.03678204802728424
7,10,169,street,0.5266034173120906
34,24,76,street,0.41085054664370213
55,103,138,highway,0.4462066924400312
48,2,74,highway,0.22914908620324104
49,9,82,highway,0.9138944263248574
35,86,49,street,0.07996120501873216
88,105,181,street,0.08524550056440061
77,41,45,street,0.44930670873449174
66,110,150,street,0.3231264393233033
42,14,105,highway,0.5518399001740723
28,104,125,street,0.20619269576587118
11,70,125,street,0.46811892825076895
104,56,104,street,0.7828395885197068
82,84,160,street,0.1753649185418379
55,116,92,highway,0.9215054939343337
103,52,146,street,0.9704568170357377
111,21,50,street,0.2688623623911074
75,55,133,highway,0.5714676039736724
0,94,50,highway,0.8535660484733782
82,62,122,street,0.8564568513428901
3,109,178,highway,0.4903266370684609
101,67,161,highway,0.0732237358592076
29,58,40,highway,0.5851786875310503
71,33,51,highway,0.048792311489843754
32,118,92,street,0.3991941697830682
70,22,152,highway,0.22856203096670513
42,53,136,highway,0.5635785037962304
62,109,108,street,0.25993314371590437
97,101,124,street,0.9662124218048096
84,91,106,highway,0.0817630356244834
2,94,94,highway,0.9025493103820103
58,11,50,highway,0.7803910019569907
36,44,162,street,0.13359912919473294
46,7,104,street,0.6557260312075891
120,21,102,highway,0.9801754540739719
26,45,64,highway,0.7462195878323836
69,115,104,street,0.867579291106171
114,30,137,highway,0.6585845861926776
42,100,142,highway,0.34613841085988695
29,9,81,highway,0.4494859005900257
91,44,97,street,0.9368823193464586
104,98,154,street,0.9320578042211828
6,65,120,street,0.8176971838940138
50,9,43,street,0.4177574927690453
27,101,111,highway,0.8252048766706365
10,107,17,street,0.5314665636742283
56,114,152,highway,0.9793576638677641
29,28,25,highway,0.7450274276063079
113,118,38,highway,0.33519727232592844
81,51,100,highway,0.5280464105238324
1,75,40,highway,0.08265857790076858
105,106,155,highway,0.21414756673551327
53,99,178,street,0.49229166946003344
8,90,185,highway,0.8001459408326267
35,57,95,highway,0.10841935303498751
17,44,94,street,0.8029907452714764
23,84,120,street,0.3308802903456921
62,94,179,street,0.48247502847545065
21,94,5,street,0.9487124905540439
31,80,26,street,0.4619624952976147
81,23,182,highway,0.2665816799273476
88,12,145,street,0.2509166686205979
94,105,39,highway,0.49544024613663507
89,56,153,highway,0.04291901140840382
2,79,50,highway,0.8697622343973698
28,112,150,highway,0.19996438124540128
67,114,30,street,0.8549703653077704
104,63,134,street,0.891027567107909
11,100,36,highway,0.993959320055418
50,66,20,street,0.7202398564091458
10,111,74,highway,0.49632578942219585
70,69,115,street,0.9984728229289573
40,1,23,street,0.7219479751575631
116,113,101,street,0.6513769690818618
22,6,27,street,0.5583054257146969
64,101,58,street,0.6414025398785627
89,114,1,highway,0.37074000483160985
47,29,58,street,0.27564385660718105
108,10,86,street,0.5977605626087827
24,12,116,highway,0.6346770406532679
84,110,59,street,0.6087753358031677
105,47,47,street,0.07691193276750663
105,14,92,highway,0.1887992644849361
96,102,2,highway,0.11804737273251065
29,36,191,highway,0.9024668009904931
13,96,157,street,0.5979982036038376
82,34,40,highway,0.8961057738835647
96,51,19,highway,0.7838681537131817
3,0,162,street,0.691799751503958
110,117,181,highway,0.21131922243886458
83,0,12,highway,0.8640869297055762
96,1,195,street,0.18045585234543737
87,80,148,street,0.18540723709583562
26,76,23,highway,0.7051341783573204
39,53,36,street,0.033250182301132636
3,68,5,street,0.2994381883601219
53,66,63,street,0.2143172426178266
71,65,95,highway,0.5385784300575109
116,21,10,highway,0.4337855392660165
6,38,158,street,0.9978037482270052
30,24,161,street,0.9305003194405502
52,108,168,street,0.607632156261909
33,40,23,street,0.1946989271458064
91,100,125,highway,0.7149272656431407
30,7,198,highway,0.2592818645133156
120,60,197,street,0.07106827749766154
81,85,180,highway,0.7324833942420944
31,89,4,street,0.7503735408561268
69,64,31,street,0.08071215071106297
24,68,171,street,0.7785294137927591
53,56,41,street,0.1650636872781288
115,21,65,highway,0.545175893797288
16,102,82,highway,0.41535412908820757
42,99,113,highway,0.9868137951739854
73,18,90,street,0.22797111943529813
89,115,153,highway,0.18493104108925873
19,37,142,street,0.30775875807155184
107,60,168,highway,0.7418001665100985
82,42,135,street,0.8604837965658035
95,20,108,highway,0.4399020472511298
57,48,53,street,0.9739705945476378
83,45,118,highway,0.9766843117701223
40,83,13,street,0.7968101704766547
49,86,62,street,0.3486587623210954
8,14,172,highway,0.5315587316843833
117,42,65,highway,0.9335146216581941
0,81,70,highway,0.7500867607578021
56,54,198,highway,0.2906559397542684
11,73,126,highway,0.02661561598805573
89,46,61,highway,0.3844184122300883
46,50,133,highway,0.3463571321624084
4,92,117,highway,0.9512588725863573
74,11,168,highway,0.9331440906889632
105,89,50,street,0.4142225573286006
29,82,32,highway,0.08321632410636715
109,99,106,highway,0.9486218437175756
113,67,184,street,0.7069744459700722
119,54,182,highway,0.39659130074470694
107,95,112,highway,0.3907149701894441
111,20,90,highway,0.8721589004266713
0,67,99,street,0.7419417241517425
74,61,111,highway,0.1267232388231725
35,44,38,highway,0.5130773365898866
120,5,143,highway,0.5911706881742099
107,23,41,highway,0.3839136046242242
101,33,71,street,0.45673836205807694
1,91,29,highway,0.34196686233941886
106,41,102,street,0.08504222795981187
77,111,114,highway,0.592719422075683
101,103,125,highway,0.14451297593716017
98,46,182,street,0.10232585768161673
17,98,109,street,0.24371998415869878
92,87,16,highway,0.09204192175005832
117,95,72,street,0.740106654482857
75,15,143,highway,0.3130532287331649
66,2,154,street,0.8013244014616309
93,50,105,street,0.8148823039452657
30,114,69,highway,0.17826361482332342
104,10,101,street,0.05731055614620251
55,7,107,street,0.48391757275400704
24,95,181,highway,0.5700484345363621
53,9,83,street,0.6757405629583491
13,57,45,highway,0.340475158872383
88,42,120,highway,0.049407917721793204
78,32,62,highway,0.8272781483346351
96,67,174,highway,0.7723296314352173
74,95,100,highway,0.24615509454824547
28,5,14,highway,0.4184539028736681
62,29,42,street,0.00790423683667596
60,48,6,highway,0.5460800969007354
24,10,173,highway,0.46499885605795577
18,115,132,street,0.9194520201855938
76,19,143,highway,0.8434276074458683
28,34,193,highway,0.023416005261901573
97,66,55,street,0.5321443146841395
29,47,63,highway,0.28144149630036785
21,79,76,highway,0.4834391177248393
114,60,18,highway,0.6317376749477783
40,78,1,highway,0.7260566362185712
61,73,72,street,0.9295270566076794
25,18,187,street,0.23598327997756208
100,49,63,street,0.8923041744621989
114,25,195,street,0.335595449444809
108,12,182,highway,0.9876389091600317
115,82,69,street,0.16364243201503204
85,50,156,highway,0.04718277794617409
113,78,22,street,0.8692996055798214
73,94,43,street,0.6842704298291162
46,107,156,highway,0.5628265082914975
38,95,6,street,0.6375663619069049
50,101,140,street,0.38735017697075613
68,75,44,highway,0.2891072998178341
60,76,113,street,0.17912529596153226
110,5,118,highway,0.11633907502056262
28,64,71,street,0.036901257313493585
42,109,70,highway,0.8787871474247619
86,68,111,highway,0.713872053656282
67,108,188,street,0.6497500878693311
73,36,138,highway,0.9496794701213471
51,4,142,street,0.34027027850523095
69,17,35,highway,0.5573967334139641
4,11,36,highway,0.7708193362488888
27,119,150,street,0.8731379697104839
102,120,132,highway,0.4245136406552099
57,33,106,street,0.9815209765764482
97,118,172,street,0.05012381404488109
35,4,119,highway,0.7236850660328028
35,100,4,highway,0.3654964775085292
47,72,19,street,0.41926924754022754
19,116,139,highway,0.16448914864516662
12,13,110,street,0.6700983171758308
92,4,23,highway,0.5719690732877796
18,57,96,highway,0.11232150490147785
0,55,123,street,0.5868144468227865
64,9,7,highway,0.7098121481962211
41,106,159,highway,0.5846965453772641
22,90,192,highway,0.5796534168102176
96,83,72,street,0.6320143165974889
9,58,162,highway,0.17323715116361726
67,103,120,street,0.18745809618545994
109,120,49,highway,0.14218302988816334
93,12,34,highway,0.2568624187679023
68,57,120,highway,0.6438139358745008
42,63,148,highway,0.9617960077358944
50,93,199,highway,0.9827024135838913
63,56,147,street,0.6907946503448527
8,39,29,highway,0.40462876768679756
66,30,148,street,0.3362376233928267
103,96,64,highway,0.45891428804474854
105,58,9,highway,0.7259543501221961
50,17,171,highway,0.4594524363364757
65,20,200,street,0.04400897195821096
49,44,28,highway,0.0542940241698211
83,35,104,highway,0.616166516578517
27,0,171,highway,0.10908464899481352
19,47,168,street,0.32204343602745555
55,102,148,street,0.28754509438232356
104,7,146,highway,0.38150625461334475
46,88,42,street,0.680063936920562
42,77,123,highway,0.5719277544362767
15,56,126,street,0.7505375062126567
116,15,133,highway,0.3138429059423812
11,14,134,street,0.7149559547210717
108,29,94,street,0.2495260299111559
118,20,75,street,0.4699820571612522
115,56,46,street,0.8497417592860105
17,114,185,highway,0.23618682580634898
92,64,50,highway,0.588724271367163
49,50,163,street,0.10759298711609377
27,13,91,highway,0.2808628954137077
102,20,11,street,0.824230907022448
26,46,195,highway,0.4586585052533202
25,58,75,street,0.8931450656709405
60,98,103,highway,0.14712323562962704
95,8,83,highway,0.4854181857431886
6,15,137,street,0.5749157759030136
82,16,64,highway,0.21326244298160413
46,41,91,street,0.596435368895101
114,67,16,highway,0.8566597685493663
74,105,129,highway,0.7270488111673495
75,6,114,highway,0.5080081260946248
104,77,12,highway,0.9661585483149424
105,103,79,street,0.4824983093056536
63,69,191,highway,0.2620803039846118
104,90,162,highway,0.9926060864449741
58,24,72,street,0.287234662149516
51,4,63,street,0.8305933356643995
76,100,114,highway,0.37739573255085
69,25,158,street,0.34133690514598447
105,96,41,highway,0.19912407419225409
82,76,14,highway,0.7529456284716509
39,82,15,street,0.06733015813971677
39,99,159,street,0.33529751154953047
66,106,24,street,0.5998017575721994
38,104,2,highway,0.38165489312534595
0,108,127,street,0.10688103895037115
13,50,155,highway,0.7795709368308127
79,85,33,street,0.06071227952057434
18,35,119,highway,0.8259667230755516
118,34,16,highway,0.6098506100124677
116,109,23,highway,0.6318777565301554
16,67,89,highway,0.49028549922306863
22,48,22,street,0.7027997319442371
18,55,149,highway,0.6636452316901943
28,31,112,highway,0.13658781092460037
78,86,123,street,0.06262131764597745
105,27,60,street,0.6746769185819457
106,91,170,highway,0.005152875122792389
8,4,144,street,0.5137793324945505
69,66,22,street,0.39237661002408164
104,91,128,street,0.4275412129944066
25,65,187,highway,0.31662352745088884
5,79,191,highway,0.2932100992353328
112,4,108,street,0.006106851798172164
78,92,138,street,0.885835676067954
93,71,45,street,0.9230323381788675
89,61,142,highway,0.34850098615615666
20,37,93,street,0.8889626542201688
85,25,194,street,0.8142421669188499
86,55,74,highway,0.6802581772403351
75,88,191,street,0.9234536455204884
72,81,183,highway,0.5013145177835799
39,68,149,highway,0.5323414169785865
90,7,28,highway,0.212417381909897
93,80,177,street,0.6597754642031445
84,71,160,highway,0.30932851972885567
26,95,80,highway,0.245396698402791
90,44,48,street,0.7371901000937615
52,114,84,street,0.6961486875715724
44,113,188,street,0.7083630109078138
94,26,21,street,0.8652339051551894
48,118,46,highway,0.8035145369446363
87,19,2,street,0.2684701281466614
79,14,113,highway,0.8301551650853176
1,12,79,highway,0.8324088325017681
9,85,68,highway,0.7001862946293261
25,110,4,highway,0.3868031877669442
69,113,62,highway,0.7597630509513683
44,1,186,highway,0.7741528875412357
63,58,11,street,0.41206801200272114
24,82,14,highway,0.34417917703710443
118,33,34,street,0.2931664163741574
102,87,142,highway,0.1992364210233497
89,78,45,highway,0.7351079006791346
90,103,27,street,0.663680112730371
92,9,44,highway,0.9774359246980732
80,33,176,highway,0.27200558919289963
32,36,184,highway,0.6831593443856839
66,40,163,street,0.6821925885922002
44,27,78,highway,0.3419490404452098
100,108,20,highway,0.9294025350918376
27,111,199,street,0.0748965030271238
13,27,14,street,0.7258363464761702
25,120,181,street,0.1300942818139874
59,45,131,street,0.977732947816934
88,26,37,highway,0.7608683109644502
78,101,68,street,0.7438472559066279
68,110,63,highway,0.5938446366151553
73,9,13,street,0.8334699036882628
50,102,154,highway,0.8086076202260288
45,12,4,highway,0.7272356080417459
57,86,33,highway,0.8576015550755084
36,27,4,highway,0.9626876562949022
85,9,151,highway,0.2523220917953368
75,95,7,street,0.5842744324385126
34,61,78,street,0.6588534097250873
25,41,71,highway,0.37719951865662815
33,87,137,street,0.6196135328847047
64,82,68,highway,0.2980172620636461
13,120,24,highway,0.4071333782954061
97,93,77,highway,0.9998928923219629
117,94,158,street,0.9029393091973805
102,104,119,street,0.3062978865789864
6,74,188,street,0.7170111571298619
75,80,79,highway,0.024516911402850394
34,97,87,highway,0.9030430326962374
21,1,101,highway,0.2937371103375347
35,56,170,highway,0.5833841360919808
52,92,132,street,0.4242423066083487
69,28,85,street,0.09900513228806529
102,107,16,street,0.9869587256821637
63,78,159,highway,0.007014566258229937
28,51,189,street,0.545924185338958
84,22,79,street,0.2612555139110544
22,100,120,street,0.9165090607960602
30,11,186,street,0.5412043488710512
75,72,135,highway,0.7606246869261817
17,78,62,street,0.835334222399446
50,1,141,street,0.3370683719827472
88,17,150,highway,0.6068788607495905
63,10,146,street,0.18748618735380007
48,93,5,street,0.726402732543321
74,102,141,highway,0.8799514714119957
7,10,121,highway,0.634551213430426
18,100,194,street,0.37715559788988573
31,63,67,street,0.8481985067753836
65,55,42,highway,0.02906613912484579
75,104,164,highway,0.028166184342553024
6,90,162,highway,0.18940314982798612
107,112,7,street,0.4856886305768362
49,71,18,street,0.5322261220759826
65,51,187,highway,0.6599819157404608
58,41,44,street,0.10748545534973641
108,33,53,highway,0.2358143005566845
68,96,86,highway,0.27379755591615895
68,57,125,highway,0.9902448759221267
31,53,66,highway,0.0006168533026891243
28,24,85,highway,0.6427755087291377
80,98,81,street,0.10857133298537591
15,16,134,street,0.2620182644214234
91,120,126,street,0.393472094990826
95,38,78,street,0.9790339116086073
12,44,198,highway,0.3695162922964147
27,100,11,street,0.8379572584793887
77,7,64,street,0.7482184256214026
87,94,80,highway,0.5400377174479306
113,107,184,highway,0.5430855162741012
26,54,58,highway,0.7672057927938616
54,57,52,street,0.025637170909622475
0,56,143,highway,0.7329723751937466
84,94,57,street,0.15242927198159528
53,91,179,highway,0.9184764548908044
70,103,70,street,0.8850754913276585
37,52,140,street,0.10860361284131193
27,89,12,highway,0.34290133904591646
91,20,14,street,0.8516249161053786
109,71,112,street,0.9111611654849376
79,49,14,highway,0.5742612208096979
57,37,81,highway,0.8643363490801979
13,113,126,street,0.9659402121191214
85,89,184,highway,0.8136002633337998
120,12,26,highway,0.021623645507016342
113,20,58,street,0.3669044998773545
91,56,30,street,0.5107436997511752
100,91,79,highway,0.4802937419418106
82,59,19,highway,0.08443021408004026
77,64,164,street,0.7236780566477423
5,53,67,street,0.12759016554038427
10,110,142,highway,0.025917798995676367
73,72,165,street,0.8010194782032896
30,95,196,highway,0.8048864710522075
115,119,133,highway,0.3162801435482069
24,52,190,highway,0.1012030702032144
83,52,5,highway,0.18524298710553655
36,84,104,highway,0.37797350844262423
98,55,134,street,0.023008999292800425
55,95,60,highway,0.6862092062705673
8,24,3,highway,0.6021570145991405
41,63,148,highway,0.965505362788482
24,13,40,highway,0.6957059899473843
104,13,192,street,0.6011391715233209
76,78,142,street,0.6730499936904014
83,93,28,highway,0.9422196030945866
43,53,69,highway,0.59063151009957
82,108,33,street,0.0670655639206037
115,0,71,highway,0.42285810790694767
32,95,29,street,0.7521534822474332
48,84,39,street,0.6296404655949296
26,96,7,highway,0.12818024255777294
12,48,46,highway,0.4829171900503483
80,112,115,highway,0.07710085068652839
10,31,7,street,0.8595044809586124
1,70,161,street,0.8414279466439075
19,43,24,street,0.08131851291524816
113,22,124,street,0.8847566469371213
108,69,89,highway,0.45128155686152926
101,38,136,street,0.7078508623981342
103,39,122,highway,0.023122137973684564
78,2,191,street,0.13785621450925623
36,54,194,street,0.747527812623953
62,26,83,street,0.6187942545363277
86,24,105,highway,0.1468704551502954
2,108,31,highway,0.10186383170619306
70,11,93,street,0.47747750717600157
6,47,107,street,0.7421297515650098
117,6,70,highway,0.5595311625346503
65,16,131,street,0.022755813749321008
89,117,79,street,0.1714820261281058
98,114,147,street,0.8123323473172103
108,113,86,street,0.9267025852119332
47,92,50,highway,0.8026446588425741
101,25,195,highway,0.8593226842200956
68,35,95,highway,0.40039975707002173
45,80,59,highway,0.5484454160987153
96,118,38,highway,0.568034550982265
108,119,38,street,0.9069151281597896
38,42,179,street,0.4235676479014935
63,72,125,street,0.6706036933405036
68,22,85,highway,0.9452748313217002
56,60,163,street,0.37277202737772897
30,79,142,highway,0.5483184238667979
27,69,118,highway,0.15131220081016183
60,61,125,highway,0.9469254795620982
84,112,18,street,0.9022249608467802
11,33,198,street,0.3590858212840503
34,58,52,highway,0.7052849130044709
69,56,85,street,0.8578260371472383
95,32,169,highway,0.9603594510867333
78,99,89,street,0.23237647119080485
11,90,100,highway,0.18742801105986406
23,104,62,highway,0.43438982383962155
80,108,20,highway,0.5666926081869804
11,46,106,street,0.2003677115657846
110,88,56,highway,0.8384074611705415
69,108,85,highway,0.5545597070012019
50,118,34,highway,0.17038441382226333
14,81,59,highway,0.42693604984021105
105,98,49,highway,0.16764705108984945
66,0,15,highway,0.7515626242914171
70,114,9,highway,0.3965747335895231
46,1,9,street,0.4346129290368016
64,5,79,highway,0.5040259785775465
38,64,175,highway,0.38071665684037415
110,4,6,street,0.7213366288617845
88,76,165,highway,0.923288795096752
98,90,19,street,0.746693663487598
10,102,50,street,0.41503060684551507
27,65,22,street,0.08447932531855806
108,107,131,street,0.12683492590529355
3,112,188,street,0.2487667623886114
92,3,53,street,0.42905995950311815
106,112,46,highway,0.8100136450976394
20,120,50,highway,0.8183211340582671
84,12,118,street,0.315557660578174
60,11,94,highway,0.5461893404028836
106,78,39,street,0.34129926276301614
119,33,19,street,0.7902135497969469
92,2,23,highway,0.17866153019679198
112,51,134,street,0.7391090766139841
118,41,88,highway,0.593035037487298
35,15,130,street,0.2724601789980593
92,77,103,highway,0.23734070229238524
118,102,77,street,0.8874233597011534
89,62,36,street,0.5641136548160748
29,11,153,street,0.39051542437107933
80,21,58,highway,0.8694428286583689
78,75,186,street,0.5342979267696295
37,64,61,highway,0.8065017250571683
98,85,178,highway,0.16608158309404042
66,14,57,highway,0.4296340348945831
47,7,146,highway,0.30614735147177274
109,5,148,highway,0.05194767087458696
111,83,151,highway,0.17643984295174542
62,107,129,street,0.8865000524133227
106,111,148,street,0.5560441613880669
24,60,120,street,0.32807632054339286
16,79,150,highway,0.7296276789970684
95,16,157,highway,0.5083263660237741
54,108,20,street,0.5638839400112361
118,87,29,highway,0.18268441727518558
110,22,87,street,0.8347552945788634
71,40,53,highway,0.17213943642272256
75,83,86,street,0.5572056848618018
32,10,125,highway,0.291052899040135
