u,v,weight,transport_type,risk
47,22,128,rail,5
55,14,19,road,5
15,44,46,air,1
66,58,110,air,2
41,30,108,rail,3
40,9,22,air,5
48,58,43,air,2
42,27,4,rail,2
4,41,10,air,4
43,65,109,rail,1
67,58,17,rail,4
9,35,122,road,3
10,8,14,rail,1
12,24,43,road,5
36,70,41,air,4
55,61,21,road,2
32,3,70,road,1
31,48,93,rail,4
19,17,110,air,5
22,16,26,rail,1
41,56,149,road,2
30,37,81,road,1
25,0,63,air,1
7,30,126,road,4
21,48,93,air,5
25,69,73,air,2
47,69,125,air,4
47,54,135,rail,3
30,56,37,road,5
47,20,131,air,3
3,45,130,road,2
10,33,4,air,3
40,14,126,air,5
44,43,34,rail,5
66,28,6,rail,3
57,70,39,air,2
43,66,52,rail,1
7,12,130,road,4
6,38,119,air,2
12,16,68,road,2
70,46,18,rail,2
23,10,16,rail,2
30,24,64,air,4
20,29,105,rail,4
21,20,50,road,2
12,65,83,road,1
14,3,79,air,5
8,58,133,road,2
43,14,111,air,4
36,58,73,rail,2
14,48,6,rail,5
40,10,15,rail,5
44,52,95,air,1
35,6,136,rail,4
27,58,107,air,1
49,13,46,air,5
28,61,112,air,4
41,45,123,rail,1
40,3,78,rail,3
21,22,86,air,5
3,47,79,air,2
60,42,84,road,3
47,57,79,rail,1
18,63,138,air,2
5,27,39,air,1
3,19,89,air,2
47,13,55,road,4
29,58,1,rail,1
34,29,101,road,5
45,41,44,rail,2
17,33,21,air,1
24,56,54,road,1
40,16,25,air,3
60,20,138,road,2
36,66,118,road,4
46,7,44,air,4
37,50,111,rail,1
10,70,67,road,5
35,61,74,air,1
9,18,45,road,1
40,8,23,air,2
27,17,88,rail,1
7,5,67,rail,3
33,34,150,air,3
31,40,111,air,5
52,60,118,air,5
32,20,92,air,5
13,66,130,air,5
57,41,62,road,5
14,66,49,rail,3
54,17,99,road,5
63,31,80,road,5
44,41,139,road,2
3,33,95,air,1
64,1,104,air,1
3,45,60,rail,1
1,54,70,air,3
30,70,52,rail,3
16,62,90,road,2
57,15,134,road,2
44,31,70,rail,5
0,1,133,road,3
47,59,102,road,2
66,9,100,air,3
41,23,34,rail,4
33,57,101,road,3
59,1,140,road,4
38,51,38,rail,4
28,39,20,rail,5
15,14,42,road,5
2,62,103,road,1
26,18,115,road,1
24,35,108,road,4
12,3,54,air,1
14,33,29,rail,4
23,36,11,air,4
2,7,82,road,5
2,55,105,road,4
25,36,134,rail,4
19,31,131,air,4
66,13,99,rail,2
15,27,88,rail,4
70,1,95,air,3
7,55,23,air,3
55,58,48,road,5
10,4,85,road,3
39,7,8,road,1
5,20,146,air,2
57,56,107,air,3
38,16,131,air,1
29,24,61,air,4
57,23,79,road,4
61,18,123,air,5
5,57,102,road,3
42,69,25,road,1
2,52,125,road,5
32,46,26,road,4
23,54,46,rail,4
66,55,30,air,5
5,46,11,rail,1
31,55,143,rail,2
51,55,68,rail,5
8,27,140,air,4
31,21,108,rail,2
54,62,114,air,1
55,24,49,rail,3
25,1,25,road,4
60,46,10,air,4
59,67,93,road,1
3,43,149,rail,2
6,7,120,air,3
45,63,96,air,5
43,29,32,road,2
68,13,50,rail,3
49,31,38,road,5
20,7,102,road,2
56,12,26,rail,2
39,16,38,air,1
64,14,136,road,3
11,40,36,rail,3
47,56,136,rail,2
16,61,95,rail,1
21,25,32,road,4
42,41,97,air,1
54,14,99,air,4
30,34,67,road,4
48,52,91,road,2
11,13,116,air,1
55,18,103,rail,3
2,26,35,air,2
43,59,147,road,4
68,4,145,road,5
43,62,139,rail,2
15,69,21,road,1
26,12,56,rail,2
68,14,73,road,5
16,45,15,rail,3
27,42,88,air,2
56,53,124,rail,5
66,0,43,air,4
33,30,60,road,2
34,68,74,rail,1
5,24,59,air,2
21,11,32,road,3
9,39,85,road,1
53,6,79,road,5
12,25,65,road,5
6,46,76,rail,1
25,70,76,air,1
36,7,56,air,1
33,4,79,rail,1
70,9,39,rail,2
16,1,1,rail,5
68,46,5,rail,5
67,54,46,air,2
5,2,128,rail,2
5,45,25,air,3
26,47,125,air,4
42,51,64,rail,3
7,3,71,road,2
42,46,46,road,3
42,61,76,air,4
44,21,65,road,2
36,20,105,air,3
23,1,121,rail,5
24,46,126,air,1
34,12,6,air,4
52,11,58,rail,3
8,14,66,rail,5
49,47,81,rail,3
57,2,77,road,5
60,36,88,road,3
34,29,25,air,3
65,23,150,road,2
20,54,72,air,2
5,32,16,rail,1
40,19,22,rail,3
43,64,13,road,3
65,66,114,road,1
65,31,104,air,5
41,12,147,rail,1
41,39,63,rail,1
28,54,117,air,2
52,43,45,road,5
28,58,124,road,4
49,69,13,road,1
23,3,25,air,1
13,26,119,road,3
14,34,132,air,3
43,11,101,road,5
62,35,139,rail,4
59,21,115,rail,3
24,23,17,rail,2
44,66,46,rail,2
64,49,72,rail,4
27,69,16,road,2
48,34,53,road,1
20,2,60,rail,2
26,67,140,road,3
11,1,119,road,5
49,0,125,air,4
59,20,16,road,1
47,19,144,rail,4
42,51,113,air,1
49,5,24,road,1
60,33,101,road,2
42,37,92,rail,2
20,34,69,rail,5
53,66,136,air,2
7,14,47,road,1
47,59,87,rail,2
29,5,57,road,2
48,43,18,rail,5
36,27,21,road,5
3,45,132,air,5
70,48,98,rail,1
58,36,88,air,3
69,29,63,air,1
10,35,8,rail,2
23,41,129,rail,3
59,6,89,air,4
2,66,100,air,1
69,6,25,rail,3
8,64,41,rail,3
49,22,101,rail,3
9,38,36,rail,1
15,14,34,road,1
12,32,133,road,2
2,10,107,rail,4
43,57,150,road,2
68,21,88,road,2
42,10,115,air,1
53,68,86,road,2
67,32,77,road,4
67,54,7,air,1
67,46,40,air,3
61,23,141,air,2
32,18,10,road,1
41,6,69,air,4
3,5,65,road,5
63,2,13,road,2
1,46,64,rail,4
63,26,21,rail,1
0,48,137,rail,1
49,42,15,air,5
15,49,106,air,1
34,10,98,air,2
31,29,27,air,2
55,3,62,air,2
10,21,3,rail,4
38,14,131,rail,1
47,28,24,road,4
15,11,40,rail,1
2,42,40,rail,3
0,48,26,air,2
40,45,10,rail,5
55,6,42,air,4
6,52,24,road,3
65,46,40,road,2
35,15,134,air,5
70,40,132,air,3
5,28,59,rail,4
8,50,107,road,2
21,48,68,rail,2
19,12,38,rail,3
66,36,3,air,3
38,26,123,rail,4
25,47,78,rail,2
20,67,108,road,4
32,45,78,road,3
45,19,126,road,4
45,63,144,road,2
0,26,69,road,2
60,29,12,road,3
66,33,23,rail,4
42,10,67,rail,1
70,22,145,rail,4
17,13,18,road,1
47,5,113,road,3
66,42,86,air,1
60,35,33,rail,1
28,56,74,air,3
7,21,16,road,1
42,14,32,rail,2
43,10,40,rail,5
39,3,150,air,3
55,26,126,rail,2
49,45,119,air,4
69,24,126,rail,2
55,59,118,rail,2
61,52,35,rail,3
46,39,34,road,3
11,49,18,road,1
63,40,125,road,1
24,36,148,rail,3
47,61,47,air,3
62,52,143,rail,4
25,4,18,road,1
40,67,14,road,3
53,48,125,rail,3
4,20,96,air,1
58,55,77,rail,3
57,10,140,road,2
62,11,107,road,2
34,38,147,air,1
55,50,78,air,4
69,45,11,road,1
24,45,106,rail,3
66,4,124,rail,5
55,54,147,rail,2
2,61,142,road,4
50,22,48,rail,4
68,13,122,air,2
30,33,99,air,5
20,10,142,air,2
38,2,27,road,2
52,15,74,road,4
34,47,34,road,1
27,39,21,air,2
37,17,127,rail,2
48,35,65,rail,3
66,18,140,rail,3
11,2,83,air,5
65,2,146,air,4
2,14,130,road,2
66,6,36,rail,2
39,53,82,rail,2
33,42,72,road,3
53,19,147,air,1
43,24,142,road,3
53,45,83,road,1
51,29,12,rail,1
18,8,103,road,2
20,50,39,rail,5
40,52,64,air,3
9,25,1,rail,3
67,11,56,road,4
63,59,37,air,3
23,29,54,road,5
50,49,7,road,5
57,15,134,air,5
12,49,86,road,3
59,66,59,rail,5
30,4,112,road,3
43,28,123,rail,3
18,32,82,air,1
66,69,110,air,4
62,25,46,rail,1
49,37,136,rail,1
51,5,87,air,2
9,44,103,air,1
68,2,75,road,5
19,25,97,rail,2
57,26,144,road,1
62,60,30,rail,4
64,69,31,air,3
25,2,132,rail,5
17,69,78,air,4
33,11,74,air,1
23,27,39,rail,2
60,12,132,air,4
17,56,117,road,1
30,7,17,road,3
48,69,80,road,5
32,25,80,rail,2
13,11,85,rail,4
15,17,96,air,1
33,2,53,rail,1
12,15,14,air,4
58,7,36,air,3
28,70,148,air,4
27,35,31,air,2
46,41,144,air,5
44,2,89,air,2
11,30,26,road,2
54,69,4,rail,5
33,18,131,road,1
51,41,115,air,2
27,28,79,rail,1
51,46,126,air,4
53,6,77,road,5
56,51,84,rail,1
58,33,66,road,5
37,57,132,air,1
18,59,44,road,5
37,36,138,air,4
48,38,125,air,2
68,49,57,road,1
4,1,74,air,3
1,38,108,rail,1
33,20,118,road,4
40,7,24,rail,4
59,19,82,rail,1
0,52,65,road,2
61,17,53,air,5
54,21,103,road,1
58,9,58,rail,1
28,15,17,rail,2
41,5,17,road,5
35,2,128,road,4
53,51,144,road,5
12,50,10,rail,3
9,21,14,air,3
30,57,54,road,4
65,16,30,road,3
35,58,100,air,3
57,64,59,air,3
1,47,137,rail,2
12,21,60,rail,3
22,17,4,rail,3
28,7,67,air,2
19,11,64,air,1
70,38,132,road,1
31,69,79,rail,4
43,66,10,rail,4
22,0,65,road,1
14,0,86,road,5
60,7,143,rail,3
59,25,121,road,5
30,19,88,air,2
48,63,68,air,2
34,1,112,road,2
59,51,96,rail,4
3,60,104,road,4
30,40,137,air,5
69,70,105,rail,1
44,4,118,road,1
48,3,107,air,3
25,6,75,road,4
33,43,88,rail,3
37,54,148,rail,3
11,34,65,road,5
56,32,39,air,5
25,52,59,road,4
62,45,14,air,2
10,56,1,rail,2
2,65,90,rail,3
38,31,62,road,4
39,5,118,air,1
41,34,30,air,2
15,65,16,rail,3
42,25,137,rail,5
67,2,65,rail,4
25,11,146,road,5
50,68,112,rail,3
60,10,141,road,5
7,10,14,road,5
4,6,139,rail,5
39,46,94,air,1
11,46,140,road,5
54,69,58,road,3
7,8,47,rail,1
54,42,123,road,1
37,5,85,air,4
34,28,138,rail,5
63,43,46,road,2
29,3,84,road,1
20,15,75,air,5
24,18,27,air,4
18,22,80,rail,4
33,58,74,road,4
47,64,87,road,3
18,4,71,rail,3
9,19,10,air,4
5,35,40,rail,2
58,64,107,road,4
31,54,74,rail,4
51,14,107,rail,5
3,18,31,air,4
21,5,150,rail,4
7,59,30,road,4
39,59,134,rail,4
41,24,136,rail,5
38,14,12,air,2
31,20,25,air,1
19,5,15,road,1
7,47,50,air,1
47,57,9,road,1
67,16,97,rail,5
70,30,107,road,1
50,47,123,rail,4
60,26,56,rail,2
58,24,139,road,1
51,7,144,rail,2
58,19,25,air,3
21,49,18,road,2
15,10,19,rail,1
66,57,50,rail,3
17,25,65,air,3
63,64,102,road,5
18,10,83,road,5
41,31,51,rail,5
11,22,9,air,1
39,25,53,air,4
47,6,105,road,5
51,16,122,road,4
46,36,68,road,3
31,62,57,rail,3
17,25,83,air,3
39,38,90,road,4
2,13,124,air,5
59,67,117,rail,5
33,15,35,road,5
60,42,76,road,1
59,38,16,road,4
53,36,110,air,5
41,11,96,air,5
8,61,141,road,1
41,30,7,road,5
65,37,88,rail,3
44,52,90,air,1
63,14,137,air,2
54,12,150,air,3
33,13,61,road,3
3,33,80,rail,3
36,53,113,air,2
66,40,51,rail,5
45,31,54,road,5
30,27,123,road,5
48,47,51,road,4
68,56,46,road,2
13,12,73,road,4
46,22,31,air,5
42,45,94,rail,3
43,24,63,road,2
59,16,61,air,2
13,27,87,air,5
1,59,90,road,3
62,12,26,air,5
55,52,68,air,3
14,11,80,rail,4
51,47,76,air,5
9,28,100,air,2
22,60,145,road,2
28,48,35,air,3
46,8,12,air,3
34,23,110,road,4
35,69,16,air,3
54,9,24,air,4
25,68,108,air,1
52,68,51,road,4
17,12,1,rail,3
24,1,109,rail,2
65,62,66,air,1
56,49,107,air,4
20,60,72,road,3
8,36,12,rail,3
66,56,140,road,3
54,62,76,air,5
64,32,47,air,4
51,64,90,air,4
28,56,31,air,2
24,22,48,road,3
56,53,104,air,5
40,49,120,road,4
3,67,6,rail,3
70,35,124,rail,4
7,38,29,road,4
44,48,18,road,5
7,66,84,rail,2
60,43,46,air,2
13,60,60,road,2
45,62,106,road,3
1,26,6,air,1
60,34,32,rail,2
36,17,97,road,1
13,33,26,rail,4
24,34,21,air,3
5,62,69,rail,2
67,68,129,road,3
26,67,70,road,3
19,34,3,rail,1
25,62,41,air,3
43,65,129,rail,3
47,34,41,road,2
63,61,63,rail,3
6,5,45,air,3
33,69,103,rail,4
35,61,77,rail,4
3,17,142,rail,2
6,32,8,road,4
59,53,126,rail,3
46,7,74,rail,1
6,65,100,road,4
55,52,137,rail,4
45,37,40,road,5
51,0,101,air,4
65,50,11,rail,1
48,3,76,road,5
53,62,24,air,5
34,7,102,rail,1
42,12,33,air,3
42,50,150,rail,2
6,36,1,road,4
16,3,70,air,3
9,22,62,road,1
13,32,6,rail,5
41,32,44,road,3
12,44,66,rail,1
18,13,72,air,4
55,42,93,road,5
34,60,79,road,1
49,37,134,rail,2
69,42,62,road,2
29,70,136,road,3
4,36,50,air,4
61,39,76,air,2
4,60,123,air,2
36,41,103,air,2
33,22,78,air,4
62,28,67,air,2
25,49,144,air,1
51,46,105,rail,3
1,4,91,air,5
5,48,95,rail,2
35,20,75,air,1
2,21,25,rail,1
1,33,59,road,2
3,50,28,road,1
35,16,149,road,2
62,45,1,air,3
67,2,57,rail,4
23,37,61,road,4
30,39,67,road,5
46,28,10,air,3
60,51,12,rail,2
13,66,54,road,3
55,65,8,air,3
1,69,25,rail,5
12,67,28,rail,3
42,51,25,road,1
31,30,92,rail,1
19,9,124,rail,2
19,65,96,rail,2
37,23,49,rail,2
9,55,40,rail,4
53,0,81,road,3
3,15,23,air,1
52,54,2,road,5
30,36,118,air,5
60,70,117,rail,1
4,13,116,rail,5
38,11,95,rail,1
6,64,20,rail,1
65,64,76,air,2
67,53,73,air,5
31,42,127,air,1
61,20,131,air,5
32,18,128,rail,2
6,63,49,air,1
70,27,145,road,1
40,41,51,air,4
18,34,93,air,1
49,67,129,road,5
63,34,52,air,4
21,60,80,air,2
0,1,46,air,1
38,58,74,road,4
52,68,132,road,5
30,70,17,road,4
8,66,69,road,4
17,5,106,air,4
27,53,94,road,3
30,17,133,rail,2
24,17,12,road,5
10,20,28,rail,2
5,9,9,road,1
25,60,31,rail,5
35,52,24,rail,4
13,5,100,road,4
37,5,146,air,2
6,15,18,air,5
58,63,4,rail,1
11,25,106,air,2
3,26,149,rail,3
39,70,76,road,3
44,65,4,air,5
22,52,16,road,4
7,33,63,road,3
63,70,114,rail,1
0,38,11,road,1
68,64,122,road,2
6,9,14,air,1
65,51,63,air,3
0,19,24,rail,4
48,70,78,road,3
15,36,107,road,1
20,63,123,rail,1
46,35,58,air,4
54,40,111,road,5
50,36,24,rail,3
62,61,69,rail,2
23,58,45,air,3
68,55,137,road,3
57,4,47,rail,5
14,34,99,rail,1
68,17,120,air,2
64,30,89,road,5
12,14,104,rail,1
13,2,17,rail,2
24,65,143,rail,4
63,58,54,road,2
17,36,41,road,2
3,53,6,rail,4
56,17,41,road,2
64,50,95,rail,2
11,61,113,road,2
62,70,56,rail,4
28,8,57,road,2
40,70,135,rail,2
47,55,117,rail,1
45,32,109,road,3
32,28,1,rail,4
24,8,32,air,1
66,26,93,air,4
65,35,121,road,3
21,37,149,rail,3
34,23,75,air,4
5,36,113,air,5
24,16,12,air,4
23,22,131,road,5
15,62,71,air,4
21,39,58,rail,1
23,16,50,air,5
37,54,107,rail,5
41,55,145,road,1
19,40,9,road,1
68,29,73,rail,4
6,60,53,rail,3
48,52,22,rail,4
36,16,145,rail,3
62,53,41,rail,4
14,35,1,air,3
23,11,24,rail,4
68,13,27,road,4
58,23,52,road,4
63,31,134,rail,3
59,39,115,rail,3
48,41,110,rail,3
5,53,111,air,5
45,11,42,rail,5
51,69,7,road,3
39,45,60,road,1
6,51,117,air,3
45,36,86,rail,1
29,22,98,rail,4
25,12,50,air,5
36,68,129,rail,3
20,36,9,road,3
11,37,149,air,4
34,70,141,road,4
13,28,34,air,4
5,6,5,air,5
67,40,16,air,1
18,40,75,rail,2
5,10,75,road,3
42,12,131,rail,1
4,8,51,road,2
22,15,104,air,2
13,7,17,air,5
40,66,27,road,2
10,51,136,air,2
52,2,45,road,3
28,13,2,air,3
70,1,51,air,2
56,54,89,rail,5
37,15,71,rail,1
15,42,18,road,2
39,38,85,air,4
17,67,45,road,2
19,69,19,rail,3
46,57,56,road,2
42,23,112,air,1
62,20,84,air,3
52,16,36,road,2
44,38,4,road,5
26,27,117,road,1
69,13,6,air,5
13,5,99,rail,1
1,27,35,rail,2
4,12,139,air,1
13,52,96,air,3
34,62,144,road,1
62,22,122,air,2
42,66,77,air,3
0,14,84,rail,4
14,63,149,air,4
19,11,46,air,4
21,67,18,road,4
23,50,126,rail,4
5,25,64,road,2
15,53,104,road,5
30,56,71,air,2
20,9,98,road,3
35,33,119,air,3
42,36,132,rail,1
45,19,73,road,5
48,56,74,road,4
50,14,136,air,5
69,47,131,air,3
45,64,71,air,4
0,39,147,air,2
59,57,48,air,5
40,39,24,rail,1
40,43,4,rail,4
16,45,84,rail,3
0,58,13,rail,2
25,63,20,rail,2
14,61,94,air,3
40,5,140,road,1
39,2,75,air,5
48,59,19,air,3
38,66,44,road,1
17,69,77,air,1
66,4,8,rail,4
49,58,11,air,5
44,55,101,rail,4
69,60,147,air,3
15,3,40,rail,5
27,43,116,rail,4
18,51,53,rail,1
20,7,121,air,2
32,18,132,rail,2
46,35,7,road,3
7,33,115,rail,3
63,60,47,air,4
47,67,97,rail,4
9,7,148,rail,3
68,19,103,air,5
31,40,148,road,2
29,26,69,air,2
51,24,6,road,1
23,27,77,air,2
40,45,101,road,2
63,60,10,road,4
19,48,50,road,2
58,65,12,rail,3
47,3,80,rail,2
60,16,61,rail,4
45,29,60,air,1
28,33,23,air,1
15,67,142,rail,5
27,60,116,road,1
6,9,142,road,4
11,43,3,road,3
23,7,138,rail,5
27,68,62,road,4
4,15,74,air,2
18,16,91,rail,1
64,39,136,air,3
52,49,71,air,4
63,31,30,rail,4
49,6,29,rail,1
13,64,117,road,2
65,2,123,rail,1
20,28,48,road,4
29,62,92,road,3
0,13,125,road,3
27,57,18,air,5
37,31,86,rail,3
58,46,92,air,1
26,14,148,road,2
61,8,27,rail,5
29,69,79,air,5
38,44,126,air,1
36,42,98,rail,3
39,32,110,road,1
68,57,33,road,4
61,37,9,air,1
64,1,129,road,1
4,29,37,rail,5
44,52,115,road,4
7,51,97,air,5
35,18,48,air,3
32,49,137,air,3
38,3,66,road,2
12,31,92,road,2
41,67,38,air,2
68,10,126,road,1
27,10,84,road,4
60,27,19,air,3
14,33,27,air,1
65,26,11,road,3
51,7,6,rail,4
34,0,71,air,1
3,67,33,air,1
48,53,89,air,3
15,2,57,rail,1
39,17,100,air,2
49,29,95,air,1
2,0,54,air,5
63,19,85,road,3
50,28,143,air,5
49,63,65,road,5
2,29,7,air,4
18,64,115,road,5
13,3,52,rail,2
20,43,45,air,1
32,21,120,road,1
1,12,29,air,1
59,24,7,air,2
28,16,25,air,5
63,18,48,road,3
19,61,26,rail,4
59,64,115,rail,4
0,55,118,air,4
31,46,8,road,2
11,70,18,air,5
43,41,11,air,3
5,61,142,rail,1
30,61,122,air,3
32,14,90,road,2
69,1,71,air,3
9,11,86,road,1
39,16,134,road,5
46,70,31,rail,5
43,10,144,rail,4
28,23,56,rail,3
43,33,94,air,3
21,20,56,road,2
30,7,74,road,5
46,20,11,rail,4
27,46,126,rail,5
34,49,58,road,2
48,62,46,road,2
9,64,126,air,3
10,20,61,road,1
15,70,87,road,2
60,65,96,rail,2
68,18,105,rail,1
12,3,64,road,1
38,29,14,air,1
64,68,21,road,3
15,45,16,air,3
69,35,39,air,4
6,36,103,air,2
54,27,64,air,1
15,58,19,air,3
12,64,148,rail,1
40,49,44,air,4
18,35,22,air,2
17,22,102,air,1
17,56,146,rail,5
42,51,145,air,1
0,66,141,air,3
65,23,104,air,3
65,8,106,road,5
67,2,113,road,4
52,8,27,air,4
10,67,65,air,5
65,53,69,air,4
64,2,100,rail,2
7,23,6,rail,1
16,1,146,road,1
6,12,130,road,3
41,31,84,road,2
9,49,114,road,5
15,13,128,road,5
14,21,127,rail,3
66,56,76,air,1
6,2,11,air,2
17,22,49,road,4
56,30,79,road,3
2,25,88,air,1
48,66,109,rail,3
2,58,24,rail,5
66,70,61,rail,3
35,70,94,rail,5
19,61,26,air,5
6,29,148,air,1
23,42,67,air,5
14,45,51,air,3
37,19,55,rail,5
70,41,5,rail,4
64,27,72,air,2
64,52,62,road,1
50,14,41,air,2
46,1,36,rail,4
58,42,19,road,5
54,41,56,rail,4
55,13,66,air,1
59,65,17,air,5
3,8,69,road,3
35,6,111,road,3
60,3,3,road,4
56,36,38,road,5
32,58,92,road,2
61,44,77,road,1
7,30,50,rail,1
43,5,36,air,3
6,67,109,road,2
24,20,124,air,3
54,63,70,rail,3
1,20,38,air,4
49,15,62,air,1
58,2,142,air,2
34,39,142,road,5
23,33,19,rail,1
1,59,32,rail,3
16,21,97,air,3
60,12,22,air,4
28,8,75,rail,3
24,60,41,rail,5
17,5,29,rail,4
38,68,133,air,1
46,67,114,road,3
44,19,8,rail,1
38,18,136,road,2
26,45,110,rail,3
32,62,116,rail,5
60,25,58,rail,1
27,63,83,rail,4
43,11,137,air,4
60,15,135,air,2
67,56,13,air,3
57,27,107,road,3
45,17,129,rail,5
40,33,109,rail,2
31,70,85,road,3
32,43,140,rail,5
64,69,146,rail,3
22,4,138,road,4
70,13,131,air,4
50,67,133,air,1
21,53,24,rail,4
57,10,22,air,5
27,56,61,rail,5
22,4,29,air,4
8,5,111,rail,4
29,49,146,road,1
49,29,82,rail,1
1,36,117,rail,2
37,20,139,road,1
33,18,71,rail,5
2,43,78,road,4
62,40,73,rail,1
52,44,103,road,4
33,39,76,road,2
42,67,71,rail,2
48,66,143,road,3
51,1,43,rail,3
64,38,86,rail,2
62,68,37,road,4
35,4,127,road,3
6,67,33,rail,4
14,4,88,rail,4
1,67,72,road,2
11,3,34,rail,4
56,48,106,rail,1
42,15,137,rail,1
69,32,83,air,4
15,67,139,road,3
41,39,47,rail,1
65,42,83,air,1
48,18,126,rail,4
55,0,57,rail,5
38,24,59,road,5
44,35,89,air,1
63,44,21,road,1
26,52,131,rail,2
43,42,60,air,4
54,29,147,road,3
65,28,105,road,5
13,12,146,road,4
6,30,134,rail,2
58,26,122,air,5
55,2,125,rail,4
17,22,132,rail,1
68,62,50,road,1
8,3,65,road,5
6,42,148,road,5
1,44,83,road,1
13,22,90,road,3
25,3,5,rail,4
12,3,121,rail,2
57,51,56,air,3
32,47,8,air,4
3,14,123,road,2
7,31,58,air,1
37,31,137,road,4
18,58,83,rail,2
60,69,47,rail,5
54,38,46,air,3
19,60,74,road,5
39,5,87,air,4
28,57,83,rail,1
15,38,85,air,4
20,58,72,rail,5
57,11,25,rail,5
57,0,45,air,3
32,67,36,rail,4
60,27,53,air,3
59,39,101,air,5
0,13,148,road,5
66,42,14,rail,3
51,47,78,rail,4
42,12,101,road,1
13,61,87,rail,2
46,11,140,road,2
9,15,7,road,5
49,44,28,rail,1
36,19,143,air,4
66,12,91,air,3
60,32,66,road,1
49,45,39,rail,4
39,58,12,air,1
29,5,110,rail,2
45,5,34,air,1
10,40,47,rail,4
22,43,92,road,3
69,28,15,road,1
30,63,135,air,4
51,57,107,road,2
65,12,147,rail,4
66,47,108,rail,5
70,39,100,rail,3
49,8,54,air,5
34,56,106,road,1
34,50,139,rail,4
58,61,126,road,3
54,69,111,road,1
1,52,111,road,4
57,5,79,road,5
41,61,83,rail,3
23,46,2,road,1
21,36,45,air,5
12,52,45,air,3
36,35,15,air,5
53,9,122,air,3
41,1,9,road,3
16,59,123,air,1
18,49,52,road,4
42,17,96,rail,5
22,32,135,road,5
40,58,71,rail,1
18,38,100,rail,5
36,35,122,rail,2
31,1,108,rail,1
18,7,104,road,3
62,55,68,rail,1
68,63,15,road,2
46,57,49,road,5
10,8,128,air,1
57,1,14,air,2
51,62,97,rail,3
24,57,122,rail,4
55,66,70,road,1
60,44,143,rail,1
15,46,10,road,3
58,70,149,air,3
16,11,123,road,5
2,22,91,rail,2
31,55,92,rail,3
9,34,1,air,4
6,49,7,air,4
30,10,24,air,3
17,62,94,road,1
41,59,43,road,4
5,41,147,road,2
61,13,38,rail,1
62,27,131,air,2
0,6,130,air,2
28,32,2,road,5
18,44,72,air,3
34,42,96,air,1
44,28,69,rail,1
20,58,67,rail,2
15,39,62,road,1
16,34,10,rail,2
55,57,67,road,5
69,40,118,rail,2
0,11,13,rail,4
55,52,62,rail,1
18,53,36,rail,2
18,43,129,air,5
23,54,9,air,1
1,45,104,rail,2
63,43,126,rail,4
15,37,30,rail,1
12,33,70,rail,2
25,66,10,air,1
37,21,142,road,2
21,36,55,air,3
18,52,19,air,3
65,3,113,rail,2
30,61,27,air,3
4,3,63,road,2
64,70,126,air,3
21,38,91,rail,3
14,49,54,air,1
1,42,130,rail,3
51,59,54,air,1
44,27,22,rail,1
21,33,134,air,2
37,48,146,rail,1
27,59,6,air,3
48,15,30,air,2
30,66,25,air,4
48,16,145,air,5
39,46,124,rail,2
59,20,17,road,3
68,27,41,road,3
58,50,10,rail,1
57,65,31,rail,5
57,1,55,air,3
7,60,139,air,1
49,31,82,air,4
4,14,137,air,4
26,27,78,road,3
35,13,121,road,1
66,9,124,air,3
47,1,136,air,5
34,38,125,air,3
16,68,146,road,2
64,2,140,rail,3
68,7,113,air,5
13,69,40,road,4
51,12,4,air,4
36,46,5,rail,4
49,43,24,rail,5
50,5,64,road,2
17,62,94,road,4
28,11,97,rail,2
31,20,80,air,1
58,68,140,road,5
67,31,78,rail,2
31,37,142,road,2
0,31,11,rail,5
49,30,12,rail,2
20,3,58,rail,1
41,40,116,air,3
52,22,33,air,4
17,57,23,rail,1
70,15,110,rail,4
42,39,51,rail,2
43,53,50,road,2
69,43,13,road,3
41,2,114,road,3
36,21,8,rail,1
37,69,5,rail,5
21,63,72,air,4
32,11,61,rail,2
25,48,28,road,5
8,4,108,air,4
48,23,119,air,2
37,10,66,road,1
18,8,49,road,5
37,52,29,air,3
63,31,126,air,1
66,56,68,road,2
64,41,22,air,5
15,70,103,rail,5
58,1,84,air,4
35,25,91,air,5
69,3,135,road,4
24,36,138,air,1
2,27,56,road,1
28,3,17,air,4
45,47,101,rail,3
43,10,103,road,3
26,52,147,rail,3
10,50,13,air,5
52,62,86,air,2
8,62,35,air,1
32,22,143,rail,1
54,45,129,rail,5
16,42,19,rail,2
64,50,110,rail,1
33,45,56,rail,5
4,11,25,road,5
65,60,71,rail,5
59,28,23,road,2
56,60,41,rail,5
4,65,80,air,5
9,56,146,air,3
54,2,142,rail,3
15,33,51,air,1
37,21,61,road,4
47,46,124,road,2
34,0,16,rail,3
59,69,24,air,1
13,25,122,air,2
53,12,125,road,4
63,48,113,road,3
57,28,12,air,3
16,29,124,road,4
23,41,129,road,5
7,29,34,air,1
19,66,13,air,5
49,23,12,rail,2
55,39,123,rail,1
40,55,90,rail,4
23,24,62,rail,4
64,46,77,rail,2
32,4,34,air,3
69,20,27,rail,2
31,14,150,road,4
15,13,9,air,5
23,24,99,road,3
5,2,150,road,4
35,38,27,rail,4
12,37,86,rail,2
69,27,57,air,5
0,68,10,road,2
3,32,34,rail,4
37,62,59,air,5
40,43,7,road,4
21,17,21,road,2
61,30,79,air,1
6,59,14,rail,2
18,52,9,rail,1
67,40,129,air,4
