sku_id,category,base_price,current_stock,min_stock_threshold,day_of_week,hour_of_day,recent_demand_7d,competitor_price,discount_pct,urgency_score
SKU05810,clothing,2003.03,258,24,2,17,157,1824.96,11.2,0.774
SKU05811,household,487.15,286,97,3,4,146,442.47,14.8,0.853
SKU05812,food,127.81,465,104,4,21,100,142.52,31.2,0.512
SKU05813,electronics,604.84,316,94,5,20,132,707.26,32.3,0.676
SKU05814,clothing,2281.29,133,113,2,20,69,1842.11,26.6,0.798
SKU05815,food,239.76,52,46,1,15,149,205.17,28.6,1.13
SKU05816,clothing,2007.31,315,116,3,2,149,1827.73,31.9,0.88
SKU05817,electronics,4879.54,147,30,4,12,120,5259.21,28.5,0.581
SKU05818,electronics,2593.4,139,103,0,13,106,2358.81,9.3,0.892
SKU05819,personal_care,423.32,49,117,0,13,88,418.75,14.6,1.622
SKU05820,personal_care,836.86,395,96,1,12,45,734.55,27.5,0.401
SKU05821,clothing,456.3,461,30,4,20,133,519.06,32.4,0.564
SKU05822,clothing,1237.56,181,49,0,17,96,1362.72,4.1,0.519
SKU05823,household,282.96,123,31,1,20,99,247.93,9.5,0.621
SKU05824,electronics,1099.55,324,94,2,14,10,1006.95,22.8,0.285
SKU05825,food,174.47,353,108,0,23,38,156.2,5.4,0.405
SKU05826,household,166.65,459,98,3,11,123,160.36,32.8,0.699
SKU05827,electronics,4031.31,184,80,1,8,90,4340.88,39.8,0.576
SKU05828,personal_care,221.76,465,114,3,3,36,256.32,32.4,0.266
SKU05829,clothing,1997.93,369,107,0,7,125,2209.99,0.2,0.645
SKU05830,food,99.54,351,107,6,1,120,94.73,10.4,0.732
SKU05831,personal_care,315.64,251,48,1,17,56,368.9,13.3,0.319
SKU05832,food,37.8,298,89,3,22,103,41.36,32.4,0.561
SKU05833,household,353.83,132,72,2,12,96,352.57,4.3,0.755
SKU05834,clothing,2485.37,196,27,4,12,39,2792.75,37.7,0.225
SKU05835,personal_care,420.44,76,67,6,9,217,474.71,7.9,1.303
SKU05836,food,146.03,398,26,5,16,180,139.64,7.6,0.853
SKU05837,electronics,3839.91,283,78,5,15,63,4150.78,9.1,0.389
SKU05838,clothing,1204.07,151,48,0,2,102,1299.05,18.8,0.566
SKU05839,personal_care,1075.8,1,83,4,16,102,889.81,29.4,21.258
SKU05840,personal_care,387.22,126,72,1,13,140,316.92,3.3,0.943
SKU05841,electronics,4593.37,420,32,4,10,20,4086.12,3.6,0.218
SKU05842,electronics,4342.45,280,45,5,17,57,4627.71,21.2,0.308
SKU05843,electronics,1482.25,462,21,1,11,105,1510.25,25.7,0.443
SKU05844,food,30.26,433,29,5,3,125,28.73,24.9,0.633
SKU05845,clothing,433.4,151,48,5,15,125,391.61,18.7,0.758
SKU05846,personal_care,667.55,417,84,2,21,128,563.89,31.6,0.712
SKU05847,household,765.88,238,56,3,21,140,910.39,35.3,0.677
SKU05848,personal_care,549.63,104,65,6,21,166,594.67,29.1,0.974
SKU05849,electronics,4486.45,147,92,5,11,176,5311.42,14.4,1.015
SKU05850,household,729.79,493,97,3,11,113,673.0,23.9,0.65
SKU05851,electronics,1062.81,396,119,3,16,50,1184.58,16.4,0.35
SKU05852,household,607.07,26,92,3,2,33,684.02,34.0,1.836
SKU05853,food,252.47,367,22,4,21,110,291.83,37.5,0.47
SKU05854,household,114.83,247,63,4,22,151,133.3,27.4,0.731
SKU05855,personal_care,1009.44,312,22,1,9,108,1120.63,39.1,0.467
SKU05856,clothing,1253.61,328,73,4,21,96,1483.68,8.7,0.495
SKU05857,household,274.57,233,20,6,22,169,271.75,32.6,0.819
SKU05858,household,262.34,154,65,4,17,127,308.71,35.8,0.718
SKU05859,personal_care,592.16,290,118,3,7,120,567.68,38.8,0.783
SKU05860,household,423.81,74,35,3,9,62,443.15,33.8,0.481
SKU05861,clothing,1100.93,479,72,4,7,155,1287.92,26.8,0.695
SKU05862,clothing,1866.78,235,113,3,21,57,2123.56,33.8,0.467
SKU05863,electronics,1062.03,388,46,5,20,118,1153.89,14.5,0.531
SKU05864,clothing,1682.35,10,46,5,12,197,1563.24,8.6,2.979
SKU05865,food,186.41,143,71,6,17,152,175.19,31.0,0.955
SKU05866,food,111.93,231,92,4,9,84,105.36,15.4,0.634
SKU05867,household,394.07,426,75,3,12,140,398.0,8.3,0.648
SKU05868,food,237.3,345,100,0,18,120,220.29,30.6,0.725
SKU05869,food,23.26,306,45,2,5,159,21.02,31.0,0.809
SKU05870,household,591.63,385,65,0,8,170,653.1,36.9,0.764
SKU05871,food,257.62,132,49,5,5,50,248.96,26.1,0.484
SKU05872,household,124.96,188,26,1,16,171,114.75,32.4,0.853
SKU05873,clothing,2119.24,120,55,1,10,136,1922.51,17.6,0.871
SKU05874,household,272.63,383,72,6,21,113,222.53,6.7,0.646
SKU05875,food,36.12,198,108,2,3,117,34.55,19.2,0.839
SKU05876,personal_care,821.76,473,60,2,12,95,967.5,26.6,0.443
SKU05877,food,166.9,347,39,1,21,155,177.93,32.9,0.676
SKU05878,clothing,1590.48,32,32,2,9,81,1502.24,2.9,0.909
SKU05879,clothing,457.34,100,79,0,1,157,541.13,11.9,1.019
SKU05880,food,75.1,393,92,1,12,91,64.68,18.5,0.581
SKU05881,food,223.44,60,107,3,21,151,208.43,6.7,1.581
SKU05882,food,44.47,415,48,1,18,119,42.23,34.3,0.634
SKU05883,food,130.77,31,115,5,8,103,147.91,17.0,2.209
SKU05884,household,361.32,89,83,4,2,98,361.33,27.7,0.853
SKU05885,personal_care,889.95,41,27,0,19,64,967.61,23.7,0.577
SKU05886,personal_care,880.17,244,58,2,4,142,705.32,3.7,0.786
SKU05887,personal_care,330.05,22,105,4,3,93,324.32,21.4,2.755
SKU05888,electronics,1273.56,86,42,1,23,142,1472.7,35.5,0.809
SKU05889,personal_care,385.7,468,117,6,11,117,396.04,8.4,0.593
SKU05890,clothing,395.25,312,48,6,3,209,369.04,9.2,1.013
SKU05891,personal_care,607.51,79,104,5,2,130,665.28,13.3,1.17
SKU05892,personal_care,495.28,50,21,0,1,168,512.52,28.8,0.878
SKU05893,clothing,753.21,320,27,3,22,131,651.25,37.3,0.666
SKU05894,household,153.78,418,56,6,21,202,179.78,6.9,0.875
SKU05895,personal_care,263.57,42,74,4,15,143,251.03,12.0,1.532
SKU05896,food,204.12,333,68,1,21,123,224.63,30.8,0.594
SKU05897,electronics,818.07,151,89,2,20,129,696.52,35.2,0.909
SKU05898,clothing,2133.65,160,87,5,4,113,2161.22,7.1,0.722
SKU05899,food,258.0,417,55,2,11,95,214.95,22.3,0.546
SKU05900,food,120.75,75,67,2,18,64,141.98,11.5,0.697
SKU05901,clothing,1323.9,40,37,1,15,28,1376.42,17.7,0.563
SKU05902,household,375.09,378,54,0,20,129,357.58,0.2,0.687
SKU05903,electronics,2093.01,277,56,4,4,58,2008.83,36.8,0.433
SKU05904,personal_care,458.8,116,74,4,5,112,406.13,10.2,0.864
SKU05905,electronics,4843.68,253,97,1,8,168,4294.05,15.9,0.963
SKU05906,clothing,1744.35,109,115,3,23,129,2076.39,19.9,1.039
SKU05907,clothing,923.99,299,75,3,9,110,936.35,31.5,0.565
SKU05908,household,319.15,128,60,3,2,100,281.41,23.9,0.733
SKU05909,electronics,4736.05,120,44,3,15,71,4581.02,27.0,0.566
SKU05910,clothing,771.74,148,108,4,4,55,750.23,29.4,0.682
SKU05911,food,165.39,343,29,2,9,105,148.69,10.8,0.562
SKU05912,household,666.99,22,76,0,0,50,684.18,33.5,1.852
SKU05913,personal_care,1158.75,290,106,3,16,53,1184.59,13.8,0.394
SKU05914,personal_care,1134.49,298,95,3,22,153,1238.82,31.8,0.771
SKU05915,personal_care,347.67,355,102,1,16,118,352.76,7.4,0.615
SKU05916,clothing,269.58,462,44,2,19,111,299.53,33.4,0.492
SKU05917,electronics,4144.44,88,74,0,13,59,3810.36,4.6,0.752
SKU05918,electronics,1496.25,260,116,2,17,121,1595.79,37.5,0.706
SKU05919,electronics,4858.68,40,117,5,19,190,5026.72,13.4,2.187
SKU05920,clothing,1386.06,255,42,4,16,59,1490.63,25.3,0.318
SKU05921,clothing,623.39,487,92,3,7,111,734.71,31.2,0.538
SKU05922,electronics,1475.86,312,49,3,8,145,1617.47,35.6,0.658
SKU05923,food,137.82,45,111,6,20,144,158.51,33.2,1.783
SKU05924,electronics,2028.52,188,111,6,16,102,2411.1,31.6,0.702
SKU05925,food,44.57,237,118,1,2,93,49.85,38.7,0.62
SKU05926,food,286.83,283,67,3,1,91,260.05,38.6,0.582
SKU05927,personal_care,288.97,440,55,6,6,76,251.71,17.5,0.466
SKU05928,personal_care,765.75,360,84,4,11,119,635.96,4.0,0.692
SKU05929,personal_care,709.51,207,95,1,14,89,578.49,7.3,0.684
SKU05930,food,161.43,306,62,2,12,144,188.92,30.9,0.677
SKU05931,food,203.85,255,37,1,19,111,213.71,21.3,0.516
SKU05932,personal_care,1097.03,142,66,4,22,65,956.31,7.3,0.591
SKU05933,clothing,769.76,231,76,4,5,87,757.21,26.1,0.612
SKU05934,personal_care,915.89,204,28,2,14,97,837.12,36.3,0.556
SKU05935,personal_care,1197.18,148,53,6,8,100,1121.86,26.9,0.678
SKU05936,food,285.58,322,24,2,6,90,267.59,28.3,0.497
SKU05937,personal_care,297.2,302,80,0,6,136,261.34,2.0,0.776
SKU05938,electronics,2935.14,3,36,3,7,158,2907.93,27.3,5.232
SKU05939,personal_care,270.53,64,22,5,6,99,260.64,2.5,0.665
SKU05940,food,130.34,282,23,0,16,99,112.31,9.3,0.537
SKU05941,household,660.71,101,75,3,23,107,675.85,4.3,0.796
SKU05942,food,227.64,394,108,2,20,151,228.5,21.8,0.741
SKU05943,personal_care,695.48,493,36,4,7,102,750.53,27.9,0.444
SKU05944,household,428.16,48,48,0,3,75,386.44,28.8,0.89
SKU05945,personal_care,1031.55,323,65,6,18,109,1232.78,9.5,0.536
SKU05946,electronics,2428.9,77,24,3,2,24,2730.6,2.0,0.25
SKU05947,food,182.13,498,81,5,1,47,179.33,7.6,0.369
SKU05948,household,342.82,495,77,0,11,109,358.4,19.6,0.514
SKU05949,clothing,2077.33,47,45,5,2,104,1761.16,24.3,0.985
SKU05950,clothing,899.4,98,37,1,6,52,769.39,7.7,0.495
SKU05951,personal_care,1162.29,378,31,6,12,90,959.59,0.8,0.501
SKU05952,household,545.28,133,38,1,20,144,529.22,18.7,0.818
SKU05953,personal_care,420.71,134,69,2,10,63,339.88,11.5,0.608
SKU05954,food,101.25,451,116,1,17,124,84.39,5.1,0.724
SKU05955,food,120.95,286,31,0,7,74,141.0,15.3,0.35
SKU05956,personal_care,703.41,191,90,5,4,74,841.71,1.6,0.53
SKU05957,personal_care,373.31,255,45,6,1,109,379.75,16.2,0.524
SKU05958,clothing,2311.74,179,59,5,7,136,1849.61,19.2,0.808
SKU05959,clothing,1796.58,214,69,6,12,148,1467.71,16.2,0.852
SKU05960,electronics,3835.31,349,62,0,16,58,4383.9,3.1,0.321
SKU05961,household,382.95,294,53,1,3,73,342.02,7.0,0.482
SKU05962,clothing,201.5,282,111,1,17,114,203.15,30.2,0.652
SKU05963,clothing,363.7,312,48,6,9,183,362.5,26.0,0.909
SKU05964,food,101.96,199,106,1,15,73,89.78,36.4,0.657
SKU05965,household,701.01,213,80,2,5,64,795.94,18.2,0.443
SKU05966,household,578.33,324,22,6,13,121,618.59,9.9,0.518
SKU05967,clothing,1308.62,262,52,5,16,146,1330.27,27.4,0.683
SKU05968,household,681.61,455,69,1,15,36,561.51,5.7,0.32
SKU05969,food,160.14,160,60,4,12,31,170.83,14.5,0.31
SKU05970,electronics,4806.97,309,107,2,18,100,5343.74,36.5,0.573
SKU05971,clothing,1421.3,410,117,1,20,134,1311.05,26.6,0.778
SKU05972,personal_care,802.93,93,104,2,8,107,723.43,26.0,1.081
SKU05973,household,749.42,94,20,6,6,72,741.13,16.0,0.493
SKU05974,electronics,3644.63,85,115,1,23,20,4299.54,39.5,0.749
SKU05975,food,127.96,40,113,2,7,20,151.61,8.8,1.458
SKU05976,personal_care,1033.67,369,45,6,19,153,1156.35,1.9,0.673
SKU05977,food,216.8,40,93,5,8,64,186.31,25.9,1.49
SKU05978,household,693.63,483,87,1,2,22,661.15,32.2,0.278
SKU05979,food,209.66,104,65,4,7,62,196.99,10.1,0.658
SKU05980,food,74.99,260,92,5,12,168,66.04,27.6,0.948
SKU05981,personal_care,870.98,321,72,3,20,129,748.21,34.8,0.728
SKU05982,household,623.72,196,88,5,8,87,639.25,36.3,0.571
SKU05983,household,619.28,72,112,1,11,90,557.39,24.2,1.227
SKU05984,personal_care,755.71,304,86,1,20,81,642.89,9.3,0.565
SKU05985,electronics,4761.03,415,81,4,15,100,4613.18,6.3,0.597
SKU05986,personal_care,1009.53,266,112,2,17,107,1024.72,31.5,0.638
SKU05987,clothing,1486.74,222,31,2,5,90,1725.36,16.7,0.43
SKU05988,electronics,4937.29,476,32,6,15,128,4898.26,1.0,0.646
SKU05989,personal_care,190.91,186,50,5,1,134,190.45,21.4,0.77
SKU05990,household,123.42,421,93,5,17,97,99.78,17.5,0.598
SKU05991,food,290.27,473,41,5,1,118,344.07,37.1,0.515
SKU05992,electronics,1731.72,405,73,4,14,115,1876.7,37.4,0.55
SKU05993,household,215.69,83,97,1,8,104,246.7,6.6,0.993
SKU05994,personal_care,131.24,278,35,4,5,40,146.31,13.1,0.223
SKU05995,food,95.45,243,74,3,15,65,76.39,19.5,0.512
SKU05996,household,715.95,11,91,6,2,147,802.45,28.6,4.38
SKU05997,electronics,3426.92,158,113,0,8,102,3196.9,26.1,0.863
SKU05998,food,127.33,376,41,2,12,68,129.63,39.4,0.326
SKU05999,personal_care,464.13,310,62,0,4,53,444.16,4.3,0.412
SKU06000,clothing,1072.86,100,80,0,22,168,860.82,38.6,1.168
SKU06001,electronics,2546.86,330,35,2,21,77,2344.05,3.8,0.461
SKU06002,food,108.57,187,53,0,6,92,128.76,36.2,0.509
SKU06003,household,703.69,119,118,1,7,93,611.01,21.4,0.964
SKU06004,electronics,1222.6,229,30,6,3,124,996.15,29.8,0.661
SKU06005,clothing,558.75,187,71,6,17,79,657.02,30.5,0.505
SKU06006,clothing,1016.54,64,94,1,8,152,829.57,30.5,1.431
SKU06007,household,545.42,28,113,5,14,177,450.06,16.6,2.756
SKU06008,food,230.94,121,68,1,3,28,267.81,39.1,0.391
SKU06009,household,329.68,222,41,4,23,117,290.4,18.5,0.66
SKU06010,personal_care,666.08,132,47,3,3,33,738.3,18.7,0.309
SKU06011,clothing,877.05,176,42,1,12,59,779.91,11.1,0.455
SKU06012,household,787.41,126,20,4,14,61,859.22,17.6,0.323
SKU06013,electronics,2813.65,477,96,6,9,93,2953.09,21.6,0.472
SKU06014,personal_care,129.35,390,56,6,22,114,114.98,22.3,0.628
SKU06015,electronics,3354.92,230,85,3,23,146,3047.33,17.5,0.868
SKU06016,personal_care,957.23,412,65,5,9,203,960.66,38.4,0.891
SKU06017,electronics,2251.92,432,51,6,10,150,2699.6,10.1,0.659
SKU06018,household,122.88,33,96,0,1,115,101.21,22.2,1.972
SKU06019,electronics,1678.4,333,81,3,18,129,2002.15,22.5,0.637
SKU06020,household,344.13,467,49,0,9,143,343.13,38.7,0.724
SKU06021,clothing,1357.67,109,71,4,9,52,1115.49,31.1,0.631
SKU06022,clothing,1828.94,263,25,6,6,144,1697.98,23.7,0.723
SKU06023,electronics,3805.97,259,98,6,15,142,4178.81,30.3,0.756
SKU06024,clothing,849.01,194,102,3,19,65,797.95,38.0,0.622
SKU06025,personal_care,586.81,439,115,3,6,94,634.31,33.8,0.507
SKU06026,clothing,548.78,184,91,5,0,131,586.25,27.2,0.77
SKU06027,food,194.93,30,39,0,19,131,184.25,7.9,1.253
SKU06028,household,200.71,118,46,1,21,121,183.99,16.1,0.777
SKU06029,household,513.14,218,59,4,6,48,447.81,30.6,0.427
SKU06030,food,22.53,41,43,0,23,79,25.62,18.6,0.828
SKU06031,food,242.85,477,72,3,1,57,285.9,5.9,0.303
SKU06032,electronics,4615.51,9,23,6,14,52,4917.53,18.7,1.358
SKU06033,personal_care,553.11,379,24,1,7,119,638.98,24.7,0.508
SKU06034,clothing,299.34,122,104,3,9,14,298.85,37.5,0.579
SKU06035,clothing,1568.15,112,58,0,6,133,1644.47,25.3,0.789
SKU06036,electronics,2500.66,145,57,1,22,129,2279.59,15.5,0.811
SKU06037,clothing,2297.24,339,93,0,20,75,2122.12,36.4,0.537
SKU06038,food,82.71,67,74,2,20,78,96.9,24.0,0.856
SKU06039,electronics,1176.12,438,87,0,13,127,1180.95,7.7,0.607
SKU06040,household,361.68,425,64,1,11,133,342.24,31.8,0.707
SKU06041,household,713.79,273,98,1,9,51,818.65,11.5,0.383
SKU06042,electronics,1170.77,309,118,1,4,63,1136.49,6.7,0.542
SKU06043,personal_care,368.01,218,36,3,22,106,369.56,27.8,0.506
SKU06044,household,410.19,495,96,6,19,195,427.53,19.2,0.877
SKU06045,food,89.0,131,65,3,22,95,83.22,32.9,0.726
SKU06046,electronics,1049.05,420,101,2,21,108,922.7,9.5,0.652
SKU06047,food,113.25,411,75,4,19,163,101.93,21.1,0.843
SKU06048,electronics,3461.44,126,104,1,7,143,3337.77,24.5,1.081
SKU06049,food,31.92,150,110,1,4,50,33.1,38.6,0.564
SKU06050,personal_care,1035.8,381,116,0,12,166,1027.2,7.4,0.916
SKU06051,electronics,3237.71,377,96,5,7,210,3293.54,22.8,0.967
SKU06052,clothing,2347.09,35,86,0,3,113,1998.12,3.0,1.746
SKU06053,electronics,831.42,212,88,6,16,112,991.98,10.1,0.655
SKU06054,food,77.22,112,56,1,8,91,82.85,9.9,0.612
SKU06055,household,479.29,293,59,5,23,145,558.55,4.9,0.68
SKU06056,clothing,1498.18,340,27,2,3,87,1319.83,10.1,0.488
SKU06057,clothing,1646.97,297,28,2,19,99,1630.07,27.6,0.543
SKU06058,household,208.71,137,38,1,1,57,169.13,19.4,0.466
SKU06059,personal_care,969.96,223,28,4,18,165,826.44,28.9,0.823
SKU06060,personal_care,629.07,407,48,5,23,165,694.61,0.6,0.719
SKU06061,clothing,455.34,243,77,2,21,45,532.26,18.3,0.338
SKU06062,household,734.52,412,109,5,10,99,708.92,7.8,0.628
SKU06063,household,227.57,396,78,5,23,62,228.86,2.6,0.346
SKU06064,electronics,4870.66,89,41,3,10,33,4467.93,3.2,0.46
SKU06065,household,691.86,44,53,5,12,183,687.38,1.4,1.421
SKU06066,personal_care,1010.69,381,91,0,23,156,1046.52,16.8,0.743
SKU06067,electronics,2568.98,452,81,6,8,185,2402.19,34.6,0.929
SKU06068,food,222.31,397,113,5,17,205,194.55,16.2,1.062
SKU06069,electronics,3054.4,129,41,0,1,79,2847.66,30.9,0.574
SKU06070,personal_care,1036.43,115,79,4,23,31,1094.84,17.3,0.465
SKU06071,food,30.72,375,20,4,12,13,32.47,32.2,0.079
SKU06072,electronics,4608.59,309,32,2,15,78,4162.61,24.9,0.464
SKU06073,electronics,3583.57,131,117,4,20,108,4091.05,33.3,0.875
SKU06074,clothing,2042.55,411,25,5,11,106,2245.37,33.3,0.454
SKU06075,clothing,929.06,456,27,2,9,46,762.09,15.1,0.314
SKU06076,food,34.22,327,35,1,15,112,36.18,13.6,0.501
SKU06077,personal_care,333.36,218,62,1,8,96,399.15,10.1,0.526
SKU06078,personal_care,525.1,34,60,3,20,125,499.65,37.7,1.457
SKU06079,electronics,3018.93,230,82,1,10,75,3018.44,19.1,0.577
SKU06080,household,167.1,462,40,0,1,91,199.31,18.1,0.407
SKU06081,electronics,1883.59,238,96,6,23,144,2219.88,6.3,0.777
SKU06082,household,402.43,108,50,3,12,71,397.3,35.5,0.613
SKU06083,food,216.21,439,21,6,12,106,234.48,9.6,0.448
SKU06084,personal_care,675.3,250,111,6,8,114,676.17,21.3,0.677
SKU06085,personal_care,66.03,229,56,2,17,117,59.5,8.7,0.69
SKU06086,personal_care,734.01,81,43,5,5,183,644.75,37.7,1.094
SKU06087,clothing,659.48,155,80,6,14,89,631.06,27.7,0.712
SKU06088,food,179.19,231,64,1,9,104,213.18,10.5,0.554
SKU06089,electronics,1363.27,69,68,0,21,90,1579.45,35.2,0.846
SKU06090,household,713.48,18,111,4,22,118,664.45,27.5,3.493
SKU06091,personal_care,576.84,231,53,4,18,61,617.3,14.3,0.358
SKU06092,household,337.58,130,66,1,20,176,300.48,2.8,1.056
SKU06093,electronics,3009.05,46,67,3,19,117,3426.69,16.1,1.181
SKU06094,personal_care,135.5,206,41,6,13,75,111.51,10.3,0.499
SKU06095,food,211.95,123,37,4,11,151,230.78,7.9,0.753
SKU06096,clothing,2444.81,458,107,4,22,131,2628.32,7.7,0.641
SKU06097,electronics,1874.19,353,53,2,11,152,1524.2,32.0,0.783
SKU06098,personal_care,145.92,305,83,2,22,68,172.88,0.0,0.408
SKU06099,electronics,4829.62,264,110,6,0,51,4057.34,2.1,0.512
SKU06100,personal_care,555.89,197,65,1,17,78,517.75,15.7,0.576
SKU06101,electronics,2450.53,264,40,4,16,103,2482.38,33.6,0.487
SKU06102,clothing,884.34,56,27,6,5,107,868.46,36.9,0.765
SKU06103,personal_care,1112.37,304,32,5,17,110,982.22,35.7,0.592
SKU06104,personal_care,474.76,440,68,0,10,159,533.5,8.0,0.713
SKU06105,electronics,3707.53,169,38,0,9,122,3103.77,35.8,0.7
SKU06106,food,193.57,331,51,1,17,109,203.79,11.5,0.513
SKU06107,household,381.45,82,108,5,21,111,368.81,38.2,1.195
SKU06108,household,605.51,317,70,2,16,79,609.31,13.4,0.426
SKU06109,clothing,2410.26,158,36,4,18,76,1934.33,15.9,0.517
SKU06110,electronics,4676.72,59,56,1,18,192,3867.54,17.1,1.335
SKU06111,household,462.49,37,116,2,16,100,514.0,19.0,1.926
SKU06112,food,258.69,190,88,0,21,76,222.77,22.5,0.634
SKU06113,food,140.04,405,109,0,2,67,145.29,11.3,0.402
SKU06114,personal_care,829.5,16,30,0,9,119,716.94,5.9,1.458
SKU06115,clothing,686.18,206,80,5,3,141,755.62,26.1,0.757
SKU06116,personal_care,158.36,110,81,3,19,154,165.85,27.7,0.981
SKU06117,electronics,4014.84,270,64,5,20,91,3567.52,18.3,0.582
SKU06118,clothing,951.18,181,84,4,23,64,1132.77,25.0,0.487
SKU06119,household,112.04,23,108,6,3,152,121.86,12.2,2.858
SKU06120,clothing,2450.94,114,41,3,23,107,2359.95,35.8,0.706
SKU06121,household,719.05,113,45,1,2,101,646.42,28.6,0.701
SKU06122,household,652.97,332,103,2,7,57,782.52,25.1,0.383
SKU06123,food,251.36,206,113,3,11,79,267.81,21.9,0.589
SKU06124,food,278.85,242,100,4,10,42,255.07,10.8,0.474
SKU06125,clothing,2224.11,356,95,4,5,77,2015.11,20.7,0.541
SKU06126,electronics,4413.87,76,80,0,17,76,4484.78,23.4,0.823
SKU06127,household,360.27,72,66,3,23,154,356.21,33.6,1.168
SKU06128,household,552.88,256,78,5,0,133,553.06,29.1,0.684
SKU06129,personal_care,1053.39,50,80,6,13,148,962.67,15.7,1.476
SKU06130,food,182.67,124,50,0,1,97,215.57,18.7,0.588
SKU06131,food,146.87,51,81,2,7,109,135.28,28.7,1.315
SKU06132,personal_care,889.14,410,23,3,13,133,821.35,8.3,0.66
SKU06133,food,148.51,86,48,6,16,83,177.3,8.1,0.608
SKU06134,personal_care,213.72,65,66,3,9,44,200.77,8.1,0.776
SKU06135,food,181.88,282,41,0,11,87,158.65,25.3,0.52
SKU06136,personal_care,966.75,188,33,1,13,147,972.56,18.7,0.675
SKU06137,food,122.63,267,106,3,17,99,140.03,27.6,0.594
SKU06138,food,150.02,154,45,2,7,47,126.13,38.4,0.433
SKU06139,electronics,2622.18,131,38,2,23,3,2310.39,31.2,0.256
SKU06140,food,247.17,269,38,0,14,136,253.81,28.1,0.614
SKU06141,clothing,1949.39,375,111,5,16,60,1861.75,7.2,0.488
SKU06142,personal_care,61.18,265,22,3,2,67,61.86,11.1,0.309
SKU06143,electronics,1853.83,446,38,3,13,93,2181.44,23.1,0.415
SKU06144,household,206.35,297,60,4,3,69,166.0,10.6,0.477
SKU06145,personal_care,1116.46,310,28,5,3,140,1071.31,5.8,0.705
SKU06146,electronics,2424.77,207,68,6,23,100,2118.48,21.2,0.663
SKU06147,electronics,4011.7,491,42,6,9,170,3657.9,31.9,0.823
SKU06148,electronics,4448.23,452,54,5,12,166,4045.11,18.6,0.824
SKU06149,electronics,2247.76,187,85,1,23,90,2180.02,32.7,0.686
SKU06150,clothing,1942.25,268,56,1,20,71,2172.53,0.7,0.388
SKU06151,food,65.85,477,32,3,4,64,72.38,26.6,0.289
SKU06152,electronics,2940.04,2,100,6,4,164,2395.88,25.2,17.423
SKU06153,electronics,2418.5,395,59,6,23,123,2158.98,9.7,0.666
SKU06154,personal_care,558.12,479,31,6,8,157,532.02,34.8,0.76
SKU06155,food,131.25,486,57,2,16,29,125.83,18.2,0.275
SKU06156,electronics,3253.87,27,30,4,23,68,2622.02,9.5,0.908
SKU06157,clothing,574.38,287,74,3,2,87,670.91,34.3,0.476
SKU06158,personal_care,830.79,379,34,3,2,40,944.38,5.2,0.205
SKU06159,clothing,2094.43,444,37,1,21,106,2450.82,11.1,0.466
SKU06160,food,265.92,20,104,0,18,163,279.7,24.4,3.128
SKU06161,clothing,2226.83,64,108,6,1,102,2518.94,10.8,1.239
SKU06162,food,234.88,14,42,5,17,180,194.75,33.2,2.22
SKU06163,clothing,862.65,280,89,4,1,35,955.32,22.5,0.298
SKU06164,food,72.38,171,52,2,3,126,82.74,1.5,0.655
SKU06165,household,760.81,136,65,6,0,177,610.59,8.0,1.045
SKU06166,food,214.44,256,114,1,11,137,209.65,29.7,0.87
SKU06167,personal_care,1149.57,192,115,6,22,89,1344.94,35.5,0.654
SKU06168,household,265.45,69,83,6,16,109,298.2,1.8,1.029
SKU06169,clothing,489.72,14,57,1,7,130,577.78,6.1,2.42
SKU06170,clothing,1362.31,233,95,3,18,102,1426.41,20.3,0.611
SKU06171,clothing,1501.99,293,53,3,8,66,1715.27,22.4,0.354
SKU06172,food,203.28,235,32,0,12,84,163.96,26.2,0.504
SKU06173,clothing,401.38,105,44,2,12,78,401.93,35.7,0.52
SKU06174,personal_care,1019.37,115,110,1,9,33,1057.68,32.4,0.606
SKU06175,clothing,2482.6,290,28,5,17,125,2806.82,18.4,0.548
SKU06176,personal_care,1125.84,52,40,5,9,97,1198.86,39.4,0.765
SKU06177,clothing,1761.94,344,117,3,18,158,2041.2,4.2,0.802
SKU06178,electronics,2290.97,453,29,0,20,112,2281.95,0.7,0.58
SKU06179,household,633.81,388,64,0,22,100,585.94,2.9,0.582
SKU06180,personal_care,245.53,230,52,5,14,158,227.3,29.0,0.845
SKU06181,food,288.75,59,62,5,14,157,287.92,36.4,1.245
SKU06182,food,227.07,260,77,4,19,84,248.92,1.3,0.484
SKU06183,food,82.92,429,75,4,23,125,75.22,30.9,0.687
SKU06184,clothing,781.93,287,119,6,9,94,851.13,0.4,0.583
SKU06185,electronics,3647.34,118,54,3,5,99,3475.66,25.9,0.723
SKU06186,food,246.13,167,65,1,3,120,282.79,23.3,0.673
SKU06187,clothing,1958.67,82,90,2,12,121,2111.79,11.4,1.026
SKU06188,clothing,286.37,467,118,0,14,88,338.45,8.0,0.478
SKU06189,personal_care,1156.41,106,21,1,14,53,1242.6,31.0,0.31
SKU06190,personal_care,1197.99,378,66,0,20,126,962.09,28.9,0.691
SKU06191,household,719.52,306,67,1,8,115,711.02,13.4,0.669
SKU06192,household,759.94,220,69,1,2,69,612.13,34.7,0.532
SKU06193,personal_care,361.24,345,83,2,14,131,299.19,18.7,0.744
SKU06194,household,698.92,110,86,2,21,151,834.62,0.1,0.991
