match_id,candidate_id,job_id,candidate_skills,job_required_skill,candidate_distance_km,candidate_experience_years,skill_match,match_score
7664,CAND0033,JOB1089,"sql,java,flutter",angular,1.6,13,0,0.454
7665,CAND0649,JOB0563,"machine learning,data analysis,angular,flutter,docker",angular,13.3,3,1,0.707
7666,CAND0427,JOB0403,"linux,devops,git,angular",docker,45.8,12,0,0.257
7667,CAND0292,JOB0748,"react,java,python",linux,16.0,12,0,0.376
7668,CAND0356,JOB1030,"git,sql,cybersecurity,flutter",data analysis,33.6,0,0,0.066
7669,CAND0198,JOB0357,"react,machine learning,angular,data analysis,node",java,40.4,1,0,0.058
7670,CAND0193,JOB0918,"flutter,angular,git,docker,java,cybersecurity",node,0.5,13,0,0.458
7671,CAND0438,JOB1177,"aws,cpp,java",linux,8.4,12,0,0.406
7672,CAND0540,JOB0596,"data analysis,docker,devops,linux",flutter,35.0,6,0,0.18
7673,CAND0373,JOB0798,"sql,node,python,blockchain,linux,aws",docker,2.0,12,0,0.432
7674,CAND0705,JOB0199,"react,aws,machine learning,angular",git,33.2,6,0,0.187
7675,CAND0460,JOB0686,"blockchain,java,docker,flutter,git",sql,37.4,13,0,0.31
7676,CAND0149,JOB1066,"docker,sql,node",angular,11.7,8,0,0.313
7677,CAND0548,JOB0999,"flutter,blockchain,angular,javascript",azure,6.0,1,0,0.196
7678,CAND0754,JOB0756,"docker,devops,git,linux",angular,8.8,5,0,0.265
7679,CAND0394,JOB0791,"blockchain,cpp,azure,javascript,git,java",data analysis,48.3,12,0,0.247
7680,CAND0687,JOB0872,"devops,java,react",node,20.9,9,0,0.296
7681,CAND0433,JOB0753,"javascript,react,cpp,aws,data analysis",data analysis,3.0,2,1,0.728
7682,CAND0565,JOB0404,"sql,cpp,testing,azure,data analysis,aws",data analysis,48.1,7,1,0.648
7683,CAND0261,JOB0756,"react,aws,java,docker,devops",aws,21.6,15,1,0.914
7684,CAND0014,JOB0472,"node,sql,javascript,data analysis,azure",git,41.9,12,0,0.272
7685,CAND0057,JOB0018,"java,node,devops,cpp,docker,machine learning",data analysis,42.6,4,0,0.11
7686,CAND0442,JOB0247,"java,aws,data analysis,machine learning,linux",cpp,36.7,5,0,0.153
7687,CAND0280,JOB0218,"testing,data analysis,python,azure",java,8.5,2,0,0.206
7688,CAND0553,JOB0678,"aws,blockchain,machine learning",linux,7.6,12,0,0.41
7689,CAND0175,JOB0708,"sql,flutter,linux",linux,24.3,15,1,0.903
7690,CAND0788,JOB0313,"react,cpp,aws,machine learning,azure,java",angular,37.1,9,0,0.232
7691,CAND0096,JOB0245,"angular,azure,cpp,machine learning,java,devops",flutter,20.3,14,0,0.399
7692,CAND0274,JOB1043,"blockchain,aws,linux",react,39.6,8,0,0.202
7693,CAND0047,JOB1048,"angular,node,flutter,javascript",react,42.1,12,0,0.272
7694,CAND0654,JOB0325,"blockchain,javascript,java,linux,react",node,28.5,0,0,0.086
7695,CAND0370,JOB1170,"linux,blockchain,angular",devops,43.6,8,0,0.186
7696,CAND0683,JOB1019,"devops,linux,docker,flutter,java",react,49.8,3,0,0.061
7697,CAND0204,JOB0866,"machine learning,javascript,angular,aws",cybersecurity,37.1,5,0,0.152
7698,CAND0498,JOB0825,"docker,git,cpp,python,devops,blockchain",flutter,48.4,9,0,0.186
7699,CAND0640,JOB1126,"cpp,aws,docker,react,linux,python",testing,29.1,12,0,0.324
7700,CAND0160,JOB0865,"python,flutter,cybersecurity,java,aws,javascript",node,18.5,0,0,0.126
7701,CAND0186,JOB0431,"javascript,aws,linux,machine learning",python,40.3,13,0,0.299
7702,CAND0331,JOB0240,"python,data analysis,flutter",linux,25.2,8,0,0.259
7703,CAND0049,JOB0966,"machine learning,linux,blockchain,angular,sql,python",node,1.6,11,0,0.414
7704,CAND0090,JOB1077,"node,javascript,linux,blockchain",data analysis,7.9,1,0,0.188
7705,CAND0109,JOB0958,"linux,sql,javascript,python",react,10.9,8,0,0.316
7706,CAND0165,JOB0976,"cpp,java,flutter,angular,javascript,cybersecurity",git,26.1,14,0,0.376
7707,CAND0742,JOB0443,"flutter,azure,angular,node,react,sql",devops,34.3,15,0,0.363
7708,CAND0788,JOB0915,"blockchain,git,node,javascript",git,39.0,2,1,0.584
7709,CAND0134,JOB0378,"cybersecurity,node,devops,aws,flutter,linux",git,41.0,0,0,0.036
7710,CAND0261,JOB0043,"azure,javascript,cpp,react,cybersecurity",testing,23.0,2,0,0.148
7711,CAND0116,JOB0687,"cpp,java,testing,sql,javascript,git",cybersecurity,16.8,12,0,0.373
7712,CAND0332,JOB0742,"linux,docker,aws,java,data analysis,testing",cybersecurity,41.5,12,0,0.274
7713,CAND0666,JOB0450,"docker,java,cybersecurity,node",git,27.8,15,0,0.389
7714,CAND0725,JOB0826,"cpp,sql,docker",aws,3.8,11,0,0.405
7715,CAND0307,JOB1028,"blockchain,javascript,aws,machine learning,git",flutter,49.8,9,0,0.181
7716,CAND0185,JOB1025,"javascript,testing,linux,java,cybersecurity",data analysis,32.0,4,0,0.152
7717,CAND0680,JOB0892,"sql,javascript,cybersecurity,data analysis,python,docker",data analysis,31.9,15,1,0.872
7718,CAND0173,JOB1160,"data analysis,aws,testing,linux",docker,37.0,8,0,0.212
7719,CAND0196,JOB0916,"data analysis,python,git,devops,angular",node,20.3,0,0,0.119
7720,CAND0520,JOB0913,"blockchain,java,react,javascript,azure",javascript,10.3,10,1,0.859
7721,CAND0109,JOB0587,"azure,java,cpp,git",node,28.4,6,0,0.206
7722,CAND0660,JOB0685,"data analysis,node,linux,python",python,37.0,14,1,0.832
7723,CAND0067,JOB0623,"machine learning,java,azure,devops,sql,javascript",linux,23.9,8,0,0.264
7724,CAND0120,JOB0990,"cpp,data analysis,azure,cybersecurity,testing,angular",sql,26.6,10,0,0.294
7725,CAND0183,JOB0187,"angular,java,machine learning,node,flutter",python,27.3,2,0,0.131
7726,CAND0429,JOB0069,"devops,angular,javascript,data analysis,aws",git,38.0,15,0,0.348
7727,CAND0247,JOB0660,"react,machine learning,sql,data analysis,blockchain,java",azure,43.0,7,0,0.168
7728,CAND0466,JOB0089,"cpp,testing,blockchain,docker,linux",node,11.7,5,0,0.253
7729,CAND0367,JOB0783,"python,angular,java,node,testing",react,31.0,13,0,0.336
7730,CAND0490,JOB0165,"docker,aws,cpp",cybersecurity,18.7,12,0,0.365
7731,CAND0126,JOB0912,"docker,angular,java,node,python,data analysis",node,37.8,5,1,0.649
7732,CAND0254,JOB1199,"sql,java,blockchain,linux",blockchain,18.3,5,1,0.727
7733,CAND0326,JOB0603,"git,devops,machine learning,linux",blockchain,44.6,9,0,0.202
7734,CAND0408,JOB0001,"docker,azure,blockchain",git,7.6,13,0,0.43
7735,CAND0522,JOB0392,"flutter,java,linux,react",linux,0.3,12,1,0.939
7736,CAND0285,JOB0685,"docker,data analysis,devops,cybersecurity",flutter,33.2,10,0,0.267
7737,CAND0539,JOB0388,"testing,git,linux",cpp,1.2,9,0,0.375
7738,CAND0674,JOB0993,"testing,javascript,flutter,sql",node,49.8,15,0,0.301
7739,CAND0559,JOB0364,"aws,flutter,python,cybersecurity,data analysis",linux,16.7,4,0,0.213
7740,CAND0519,JOB0049,"cpp,devops,azure,sql",git,17.0,11,0,0.352
7741,CAND0685,JOB0564,"data analysis,blockchain,java",javascript,5.0,12,0,0.42
7742,CAND0747,JOB0489,"cybersecurity,node,cpp",flutter,3.5,12,0,0.426
7743,CAND0380,JOB1189,"docker,flutter,testing,javascript,azure,react",react,49.5,7,1,0.642
7744,CAND0101,JOB0249,"cpp,java,devops,blockchain,machine learning,python",testing,14.4,10,0,0.342
7745,CAND0196,JOB0447,"testing,data analysis,linux,cybersecurity,python",docker,1.4,2,0,0.234
7746,CAND0720,JOB0659,"node,sql,cpp,aws,docker",angular,18.7,15,0,0.425
7747,CAND0009,JOB0415,"python,sql,git,cpp,machine learning",react,32.6,8,0,0.23
7748,CAND0201,JOB0806,"git,react,java,linux",cpp,38.1,15,0,0.348
7749,CAND0050,JOB0827,"angular,flutter,cpp,testing,git,react",cybersecurity,9.1,5,0,0.264
7750,CAND0660,JOB0813,"javascript,cybersecurity,react,aws",sql,32.5,9,0,0.25
7751,CAND0387,JOB0959,"azure,flutter,angular,machine learning,cybersecurity,data analysis",cybersecurity,37.7,7,1,0.689
7752,CAND0614,JOB0597,"react,cpp,azure,node,data analysis,blockchain",flutter,9.9,1,0,0.18
7753,CAND0214,JOB0941,"flutter,azure,aws,cpp,angular",react,10.7,10,0,0.357
7754,CAND0460,JOB0568,"testing,azure,machine learning,blockchain",blockchain,47.4,9,1,0.69
7755,CAND0721,JOB0529,"node,blockchain,git,python,cybersecurity,javascript",linux,8.4,0,0,0.166
7756,CAND0131,JOB0149,"linux,blockchain,git,data analysis,python,machine learning",machine learning,20.4,3,1,0.678
7757,CAND0570,JOB0710,"aws,blockchain,javascript,python,react",react,23.5,2,1,0.646
7758,CAND0553,JOB0915,"java,testing,flutter,sql,azure",blockchain,36.3,9,0,0.235
7759,CAND0154,JOB0024,"sql,cpp,flutter,angular",docker,36.7,13,0,0.313
7760,CAND0758,JOB0093,"linux,azure,javascript,angular",flutter,27.4,0,0,0.09
7761,CAND0588,JOB0253,"sql,node,testing",flutter,47.7,12,0,0.249
7762,CAND0361,JOB1052,"git,machine learning,devops,docker,javascript,blockchain",cybersecurity,5.8,4,0,0.257
7763,CAND0740,JOB0966,"machine learning,javascript,testing,cybersecurity",linux,11.8,7,0,0.293
7764,CAND0410,JOB0960,"java,cybersecurity,machine learning,node,docker,javascript",git,40.7,0,0,0.037
7765,CAND0572,JOB0465,"angular,node,sql,java",angular,0.2,6,1,0.819
7766,CAND0184,JOB0692,"data analysis,devops,cybersecurity,testing",linux,13.9,7,0,0.284
7767,CAND0378,JOB0438,"node,azure,git,devops,docker",java,41.8,9,0,0.213
7768,CAND0221,JOB1192,"testing,java,sql,data analysis,devops,python",machine learning,37.8,10,0,0.249
7769,CAND0169,JOB0949,"cybersecurity,azure,machine learning,python,cpp",data analysis,46.2,4,0,0.095
7770,CAND0239,JOB0013,"flutter,javascript,linux,java,devops,machine learning",react,2.4,12,0,0.43
7771,CAND0056,JOB0324,"javascript,blockchain,docker,java",machine learning,10.0,6,0,0.28
7772,CAND0050,JOB0336,"flutter,azure,sql,devops,linux,cybersecurity",azure,22.8,8,1,0.769
7773,CAND0045,JOB0840,"linux,testing,machine learning,flutter,data analysis",react,32.4,9,0,0.25
7774,CAND0074,JOB0412,"angular,cybersecurity,sql,aws",linux,26.5,14,0,0.374
7775,CAND0104,JOB0951,"react,blockchain,docker",react,27.7,13,1,0.849
7776,CAND0646,JOB0128,"data analysis,testing,angular,machine learning",sql,8.4,15,0,0.466
7777,CAND0748,JOB0934,"python,sql,linux",azure,10.9,5,0,0.256
7778,CAND0064,JOB0616,"data analysis,java,javascript",java,15.5,7,1,0.778
7779,CAND0581,JOB0955,"docker,aws,machine learning",git,12.9,11,0,0.368
7780,CAND0737,JOB0315,"testing,angular,blockchain,flutter,docker",flutter,17.5,2,1,0.67
7781,CAND0030,JOB0495,"react,docker,javascript,sql,python,testing",python,31.3,14,1,0.855
7782,CAND0572,JOB0942,"devops,data analysis,linux,testing",data analysis,10.5,10,1,0.858
7783,CAND0209,JOB0898,"python,cpp,javascript,java,git,angular",linux,10.9,6,0,0.276
7784,CAND0372,JOB0255,"testing,sql,flutter",flutter,29.0,10,1,0.784
7785,CAND0151,JOB0696,"machine learning,git,react",java,0.5,8,0,0.358
7786,CAND0018,JOB1124,"machine learning,devops,docker,sql,cpp,flutter",cybersecurity,21.6,9,0,0.294
7787,CAND0554,JOB0881,"devops,node,testing,docker,python",machine learning,33.8,3,0,0.125
7788,CAND0775,JOB0563,"sql,devops,node,machine learning",devops,12.4,1,1,0.67
7789,CAND0700,JOB0448,"devops,git,cpp",node,30.3,1,0,0.099
7790,CAND0232,JOB0909,"machine learning,azure,cybersecurity,python,javascript,git",python,45.7,2,1,0.557
7791,CAND0380,JOB0995,"node,data analysis,aws,angular,java,machine learning",java,37.1,8,1,0.712
7792,CAND0244,JOB0723,"git,testing,blockchain,docker,react,machine learning",linux,8.6,7,0,0.306
7793,CAND0103,JOB0700,"python,angular,devops,react,flutter",angular,33.0,9,1,0.748
7794,CAND0026,JOB0227,"devops,cpp,machine learning",cpp,20.3,4,1,0.699
7795,CAND0689,JOB0838,"angular,testing,javascript,git,node",python,6.7,3,0,0.233
7796,CAND0349,JOB0426,"java,python,devops,flutter,data analysis",flutter,49.0,11,1,0.724
7797,CAND0653,JOB0854,"python,java,azure,data analysis,testing,machine learning",react,7.8,4,0,0.249
7798,CAND0711,JOB1097,"cybersecurity,git,aws,blockchain,react,docker",data analysis,16.2,1,0,0.155
7799,CAND0528,JOB0074,"flutter,cybersecurity,git",react,28.2,6,0,0.207
7800,CAND0050,JOB0583,"java,sql,python",linux,10.2,4,0,0.239
7801,CAND0265,JOB0189,"cpp,azure,linux,react",azure,41.4,2,1,0.574
7802,CAND0364,JOB0064,"sql,java,azure",cybersecurity,3.4,15,0,0.486
7803,CAND0455,JOB0758,"blockchain,data analysis,cybersecurity",git,4.5,4,0,0.262
7804,CAND0667,JOB0887,"data analysis,angular,java",machine learning,4.3,0,0,0.183
7805,CAND0487,JOB1076,"devops,data analysis,blockchain,java,cybersecurity,machine learning",cpp,49.7,8,0,0.161
7806,CAND0589,JOB0306,"devops,java,linux,machine learning,react,testing",java,2.7,5,1,0.789
7807,CAND0498,JOB0478,"python,cpp,react,linux,devops,aws",azure,38.9,6,0,0.164
7808,CAND0267,JOB0827,"azure,machine learning,data analysis",machine learning,12.1,11,1,0.872
7809,CAND0436,JOB0150,"javascript,angular,aws,java,data analysis",linux,41.0,6,0,0.156
7810,CAND0736,JOB0372,"testing,flutter,javascript,azure,cybersecurity",cpp,13.7,3,0,0.205
7811,CAND0032,JOB0473,"docker,linux,react,devops",machine learning,35.2,12,0,0.299
7812,CAND0243,JOB0660,"cybersecurity,angular,javascript,linux",flutter,27.3,6,0,0.211
7813,CAND0792,JOB0498,"react,node,git,azure,flutter",machine learning,41.2,15,0,0.335
7814,CAND0694,JOB0484,"devops,react,blockchain,javascript,aws,machine learning",blockchain,24.0,9,1,0.784
7815,CAND0353,JOB1107,"javascript,docker,angular,cybersecurity",cybersecurity,5.9,9,1,0.856
7816,CAND0074,JOB0871,"react,javascript,devops,cybersecurity,docker",node,4.0,5,0,0.284
7817,CAND0423,JOB1187,"cpp,git,azure",testing,11.9,4,0,0.232
7818,CAND0167,JOB0613,"testing,node,azure,data analysis,sql,cybersecurity",data analysis,7.1,2,1,0.712
7819,CAND0762,JOB0806,"flutter,devops,blockchain,react,sql",node,43.9,10,0,0.224
7820,CAND0199,JOB0315,"java,devops,azure,flutter,cpp,aws",linux,29.8,7,0,0.221
7821,CAND0315,JOB1142,"machine learning,azure,angular",git,46.1,12,0,0.256
7822,CAND0011,JOB0160,"aws,git,devops,react",aws,49.1,1,1,0.524
7823,CAND0353,JOB0769,"devops,node,docker,testing,javascript",flutter,46.3,1,0,0.035
7824,CAND0303,JOB1096,"aws,javascript,node,blockchain,react,devops",node,32.2,7,1,0.711
7825,CAND0137,JOB0608,"sql,linux,node,machine learning,git",cybersecurity,36.1,3,0,0.116
7826,CAND0733,JOB0201,"testing,azure,linux,flutter,aws",blockchain,39.4,15,0,0.342
7827,CAND0328,JOB0586,"docker,cpp,devops",flutter,39.8,5,0,0.141
7828,CAND0041,JOB0265,"data analysis,git,azure,cpp",machine learning,39.6,12,0,0.282
7829,CAND0542,JOB0524,"flutter,java,react,aws,git,machine learning",blockchain,16.5,1,0,0.154
7830,CAND0054,JOB1132,"react,flutter,blockchain,sql",linux,8.7,8,0,0.325
7831,CAND0032,JOB0349,"java,testing,sql,azure,machine learning",devops,19.8,5,0,0.221
7832,CAND0585,JOB0531,"linux,aws,git,python,docker,azure",blockchain,45.3,12,0,0.259
7833,CAND0551,JOB0350,"javascript,testing,react,linux,devops,java",flutter,20.1,8,0,0.28
7834,CAND0649,JOB1108,"devops,cybersecurity,azure,node,flutter,docker",git,16.1,2,0,0.176
7835,CAND0121,JOB0346,"aws,node,testing,python",javascript,42.8,4,0,0.109
7836,CAND0481,JOB0212,"blockchain,cpp,machine learning,aws,devops,react",java,48.4,3,0,0.066
7837,CAND0628,JOB0633,"node,blockchain,linux,devops,testing",aws,25.3,6,0,0.219
7838,CAND0252,JOB0144,"git,data analysis,aws,cybersecurity,azure,devops",aws,11.8,7,1,0.793
7839,CAND0166,JOB0861,"linux,javascript,data analysis,python,azure",aws,12.2,11,0,0.371
7840,CAND0411,JOB0078,"devops,flutter,testing,javascript,cybersecurity,angular",javascript,23.0,0,1,0.608
7841,CAND0222,JOB1144,"cpp,aws,docker",linux,26.2,7,0,0.235
7842,CAND0735,JOB1110,"sql,testing,docker,azure,flutter,blockchain",sql,29.8,10,1,0.781
7843,CAND0146,JOB0437,"cpp,angular,javascript,docker",cybersecurity,15.5,7,0,0.278
7844,CAND0292,JOB0869,"java,blockchain,git,testing,react",react,12.1,3,1,0.712
7845,CAND0363,JOB1073,"cybersecurity,python,azure,blockchain,linux",linux,31.8,13,1,0.833
7846,CAND0363,JOB0005,"machine learning,sql,git,cpp,aws,devops",java,1.7,7,0,0.333
7847,CAND0071,JOB0927,"flutter,testing,angular,javascript",testing,27.4,11,1,0.81
7848,CAND0502,JOB0945,"data analysis,machine learning,blockchain,linux",react,42.0,2,0,0.072
7849,CAND0123,JOB0168,"azure,node,docker,data analysis,linux",python,41.0,12,0,0.276
7850,CAND0230,JOB0193,"azure,docker,java,node,machine learning",node,8.7,7,1,0.805
7851,CAND0475,JOB1092,"azure,blockchain,linux",git,42.8,13,0,0.289
7852,CAND0163,JOB0750,"data analysis,cpp,angular,java",python,31.4,9,0,0.254
7853,CAND0106,JOB1111,"data analysis,testing,javascript,azure,machine learning,blockchain",cpp,45.0,0,0,0.02
7854,CAND0492,JOB0408,"flutter,java,git,angular,data analysis",sql,33.3,6,0,0.187
7855,CAND0629,JOB0999,"docker,aws,flutter,javascript,react",testing,39.4,3,0,0.102
7856,CAND0391,JOB1174,"azure,sql,java,angular,docker,python",devops,18.3,0,0,0.127
7857,CAND0664,JOB0974,"react,aws,docker,machine learning,devops",javascript,29.3,10,0,0.283
7858,CAND0046,JOB0924,"devops,linux,cpp,blockchain,machine learning",java,13.7,1,0,0.165
7859,CAND0435,JOB0340,"testing,flutter,machine learning,blockchain,sql",java,23.8,11,0,0.325
7860,CAND0024,JOB0106,"cpp,data analysis,machine learning,devops",devops,46.6,2,1,0.554
7861,CAND0719,JOB0513,"data analysis,node,testing",sql,14.5,0,0,0.142
7862,CAND0754,JOB0051,"blockchain,java,javascript,flutter",react,16.0,3,0,0.196
7863,CAND0354,JOB0626,"azure,data analysis,docker,node,cpp,flutter",flutter,15.5,8,1,0.798
7864,CAND0459,JOB0458,"cybersecurity,docker,sql,testing,react,javascript",java,36.2,11,0,0.275
7865,CAND0710,JOB0252,"python,react,blockchain,javascript",aws,31.2,2,0,0.115
7866,CAND0093,JOB0349,"aws,docker,java,flutter,node",react,22.8,0,0,0.109
7867,CAND0115,JOB0314,"docker,react,python,linux,cpp",azure,16.8,12,0,0.373
7868,CAND0268,JOB1158,"angular,linux,devops,git",testing,37.3,9,0,0.231
7869,CAND0056,JOB0516,"java,docker,aws,cybersecurity,devops",react,10.7,3,0,0.217
7870,CAND0356,JOB1088,"cpp,sql,python,aws",devops,47.3,11,0,0.231
7871,CAND0317,JOB0347,"java,aws,node,javascript,cybersecurity,git",blockchain,20.0,11,0,0.34
7872,CAND0121,JOB0844,"python,cpp,docker,machine learning",docker,36.7,0,1,0.553
7873,CAND0051,JOB0966,"aws,data analysis,react,cybersecurity,docker,angular",aws,46.7,7,1,0.653
7874,CAND0357,JOB0642,"angular,python,react,docker",git,34.6,3,0,0.122
7875,CAND0745,JOB0755,"devops,linux,blockchain",flutter,46.6,13,0,0.274
7876,CAND0144,JOB0245,"git,flutter,python,docker",aws,48.5,5,0,0.106
7877,CAND0796,JOB0948,"node,java,azure,react",python,16.0,12,0,0.376
7878,CAND0677,JOB0058,"java,sql,react,flutter,cybersecurity,aws",java,12.2,9,1,0.831
7879,CAND0315,JOB0764,"linux,aws,docker,javascript",java,27.9,11,0,0.308
7880,CAND0604,JOB0227,"javascript,sql,docker,aws",devops,49.1,5,0,0.104
7881,CAND0137,JOB0189,"angular,azure,linux,cpp,node",machine learning,48.8,3,0,0.065
7882,CAND0722,JOB0888,"sql,azure,machine learning",cpp,14.6,9,0,0.322
7883,CAND0375,JOB0545,"node,testing,blockchain,flutter",aws,31.8,2,0,0.113
7884,CAND0787,JOB0606,"cpp,machine learning,python,react",devops,37.1,13,0,0.312
7885,CAND0330,JOB1005,"flutter,linux,react",angular,28.2,9,0,0.267
7886,CAND0409,JOB0889,"javascript,sql,devops,git",testing,19.8,0,0,0.121
7887,CAND0015,JOB0369,"node,python,java,testing",flutter,20.8,15,0,0.417
7888,CAND0449,JOB0768,"react,devops,azure,flutter",cybersecurity,7.0,6,0,0.292
7889,CAND0630,JOB0930,"aws,testing,node",python,12.5,5,0,0.25
7890,CAND0025,JOB0483,"azure,docker,react,data analysis",docker,45.1,9,1,0.7
7891,CAND0395,JOB0814,"azure,sql,data analysis,git",docker,28.6,1,0,0.106
7892,CAND0455,JOB0597,"javascript,cybersecurity,cpp,react,linux",cpp,1.3,12,1,0.935
7893,CAND0714,JOB0585,"java,react,linux,flutter,aws,azure",docker,0.7,6,0,0.317
7894,CAND0130,JOB0809,"react,git,python,docker,linux,machine learning",java,20.9,3,0,0.176
7895,CAND0524,JOB0620,"machine learning,docker,java,cybersecurity,react,linux",data analysis,46.1,2,0,0.056
7896,CAND0680,JOB0239,"java,devops,angular",node,33.0,0,0,0.068
7897,CAND0800,JOB0756,"devops,docker,python,blockchain,linux,cpp",cpp,23.5,3,1,0.666
7898,CAND0731,JOB0357,"cybersecurity,machine learning,angular,devops",python,18.3,3,0,0.187
7899,CAND0174,JOB0423,"cpp,docker,aws,devops",react,8.7,9,0,0.345
7900,CAND0622,JOB0982,"azure,linux,git,flutter,node",javascript,3.2,11,0,0.407
7901,CAND0746,JOB0344,"devops,blockchain,cpp,angular",react,3.1,12,0,0.428
7902,CAND0550,JOB0636,"linux,react,sql,python,cybersecurity,javascript",docker,43.9,13,0,0.284
7903,CAND0380,JOB0730,"javascript,linux,node,cpp,data analysis",aws,0.2,2,0,0.239
7904,CAND0769,JOB0089,"react,angular,devops,linux,git,flutter",docker,46.7,14,0,0.293
7905,CAND0586,JOB0971,"azure,javascript,blockchain,docker,devops,react",linux,6.6,8,0,0.334
7906,CAND0256,JOB0484,"sql,python,flutter,cpp,testing,java",linux,22.6,6,0,0.23
7907,CAND0434,JOB0081,"cybersecurity,testing,aws,docker",data analysis,43.9,4,0,0.104
7908,CAND0542,JOB0257,"flutter,machine learning,cybersecurity,data analysis,javascript,angular",angular,36.3,5,1,0.655
7909,CAND0615,JOB0919,"cpp,docker,react,angular,git,machine learning",git,47.9,1,1,0.528
7910,CAND0483,JOB1141,"blockchain,sql,data analysis,linux",devops,48.7,3,0,0.065
7911,CAND0250,JOB0446,"testing,blockchain,machine learning,javascript,git",devops,20.3,0,0,0.119
7912,CAND0358,JOB0064,"docker,blockchain,python,cybersecurity",data analysis,11.9,3,0,0.212
7913,CAND0724,JOB0175,"azure,node,docker",javascript,45.8,12,0,0.257
7914,CAND0439,JOB0181,"sql,docker,node,azure,cpp",linux,46.5,6,0,0.134
7915,CAND0558,JOB0031,"git,aws,testing,data analysis,cpp",azure,3.7,14,0,0.465
7916,CAND0482,JOB0098,"git,cybersecurity,node",sql,33.2,0,0,0.067
7917,CAND0739,JOB0632,"react,devops,cpp,java",testing,21.7,14,0,0.393
7918,CAND0089,JOB1057,"react,azure,angular",data analysis,49.5,5,0,0.102
7919,CAND0431,JOB0271,"cpp,machine learning,java,flutter,azure",azure,36.2,8,1,0.715
7920,CAND0571,JOB0811,"cybersecurity,blockchain,machine learning,docker,aws",flutter,14.3,0,0,0.143
7921,CAND0672,JOB0998,"flutter,azure,aws",blockchain,18.1,0,0,0.128
7922,CAND0344,JOB0076,"aws,javascript,cybersecurity,python,angular",cpp,28.2,8,0,0.247
7923,CAND0556,JOB0983,"machine learning,sql,react,javascript,python,cpp",azure,40.1,7,0,0.18
7924,CAND0308,JOB1111,"node,flutter,aws,react",testing,39.0,5,0,0.144
7925,CAND0583,JOB1018,"cpp,devops,machine learning",cybersecurity,3.0,15,0,0.488
7926,CAND0643,JOB0795,"git,sql,cybersecurity",machine learning,22.2,7,0,0.251
7927,CAND0366,JOB0690,"cpp,machine learning,git,node",cpp,18.3,3,1,0.687
7928,CAND0010,JOB0378,"python,angular,node,javascript",azure,31.4,5,0,0.174
7929,CAND0094,JOB0493,"azure,devops,angular,docker,sql",sql,40.1,1,1,0.56
7930,CAND0588,JOB0236,"sql,testing,azure",java,7.0,10,0,0.372
7931,CAND0736,JOB0599,"linux,blockchain,testing,python",python,34.9,14,1,0.84
7932,CAND0465,JOB0438,"javascript,java,flutter",blockchain,21.6,15,0,0.414
7933,CAND0781,JOB0788,"cpp,flutter,react,docker",data analysis,10.9,12,0,0.396
7934,CAND0424,JOB0220,"data analysis,java,devops,linux,python,cpp",aws,7.1,6,0,0.292
7935,CAND0643,JOB0573,"flutter,angular,cpp,machine learning,aws",node,26.6,4,0,0.174
7936,CAND0036,JOB0048,"blockchain,flutter,python,cpp,azure",aws,27.2,8,0,0.251
7937,CAND0456,JOB0613,"linux,azure,java,react",python,7.0,10,0,0.372
7938,CAND0478,JOB0230,"flutter,angular,git,data analysis,cpp,sql",blockchain,14.3,5,0,0.243
7939,CAND0342,JOB0842,"javascript,azure,angular,testing",angular,28.8,11,1,0.805
7940,CAND0560,JOB0830,"angular,cpp,data analysis",angular,3.5,11,1,0.906
7941,CAND0293,JOB0456,"cpp,blockchain,testing",devops,35.3,8,0,0.219
7942,CAND0383,JOB0006,"flutter,python,java,javascript,testing",flutter,43.1,2,1,0.568
7943,CAND0047,JOB0502,"git,azure,data analysis,devops,angular,blockchain",blockchain,37.3,8,1,0.711
7944,CAND0427,JOB0909,"aws,docker,azure,java,machine learning",git,47.2,14,0,0.291
7945,CAND0088,JOB0007,"java,blockchain,git,azure,linux,aws",node,2.9,15,0,0.488
7946,CAND0451,JOB0201,"git,data analysis,node,cybersecurity,python",azure,22.3,0,0,0.111
7947,CAND0372,JOB0618,"cybersecurity,testing,data analysis,machine learning,react",git,17.4,4,0,0.21
7948,CAND0204,JOB0051,"cpp,git,flutter,sql,data analysis",docker,44.8,9,0,0.201
7949,CAND0050,JOB0994,"react,git,linux,azure,testing",python,29.3,1,0,0.103
7950,CAND0053,JOB0984,"azure,testing,cpp,linux,data analysis",azure,1.0,13,1,0.956
7951,CAND0769,JOB1048,"sql,azure,python,flutter",node,24.8,4,0,0.181
7952,CAND0067,JOB0046,"blockchain,python,node,cybersecurity,java,flutter",data analysis,3.3,3,0,0.247
7953,CAND0617,JOB0949,"linux,cpp,java,sql,azure,flutter",aws,20.6,13,0,0.378
7954,CAND0474,JOB0131,"python,flutter,aws,angular,sql,devops",docker,21.4,15,0,0.414
7955,CAND0225,JOB0965,"cpp,python,machine learning,angular,sql,azure",docker,18.5,8,0,0.286
7956,CAND0500,JOB0464,"aws,azure,cybersecurity,blockchain,git",testing,46.0,8,0,0.176
7957,CAND0372,JOB0015,"java,machine learning,python,sql",node,14.4,8,0,0.302
7958,CAND0348,JOB0914,"devops,data analysis,docker,angular,azure",machine learning,48.8,6,0,0.125
7959,CAND0648,JOB0157,"devops,node,javascript,data analysis,flutter,cybersecurity",javascript,24.5,8,1,0.762
