trip_id,rider_id,driver_id,pickup_zone,dropoff_zone,pickup_time_min,trip_distance_km,base_fare,surge_multiplier,final_fare
8463,825,499,Z20,Z10,242,5.65,91.19,1.23,112.16
8464,1343,645,Z6,Z17,321,9.32,106.37,1.44,153.17
8465,2900,701,Z5,Z9,2,9.2,119.23,1.39,165.73
8466,693,753,Z12,Z5,896,17.37,221.73,1.17,259.42
8467,612,104,Z6,Z20,900,10.63,167.82,1.41,236.63
8468,1108,358,Z2,Z18,811,13.38,193.66,1.07,207.22
8469,1376,232,Z8,Z14,86,21.32,264.82,1.49,394.58
8470,1132,209,Z6,Z13,1362,13.94,198.77,1.01,200.76
8471,2692,365,Z6,Z15,670,6.75,122.25,1.45,177.26
8472,840,781,Z3,Z12,764,7.26,96.96,1.36,131.87
8473,1452,718,Z18,Z7,1353,7.02,133.54,1.16,154.91
8474,1032,704,Z8,Z12,762,8.05,98.69,1.23,121.39
8475,473,785,Z20,Z8,541,2.59,54.18,1.05,56.89
8476,1142,272,Z20,Z4,712,6.26,82.97,1.0,82.97
8477,882,673,Z20,Z10,1132,21.57,218.95,1.15,251.79
8478,270,329,Z2,Z19,1394,8.14,106.81,1.02,108.95
8479,2133,212,Z17,Z6,388,12.79,181.89,1.15,209.17
8480,138,650,Z8,Z3,42,23.38,294.69,1.18,347.73
8481,2344,309,Z15,Z3,164,14.91,183.35,1.4,256.69
8482,1577,76,Z4,Z4,617,4.35,78.91,1.33,104.95
8483,1666,534,Z10,Z11,691,5.55,106.96,1.43,152.95
8484,2852,353,Z5,Z3,662,10.2,133.03,1.47,195.55
8485,493,639,Z7,Z11,1149,22.68,303.61,1.27,385.58
8486,1430,329,Z7,Z19,458,17.42,220.82,1.27,280.44
8487,1564,540,Z3,Z11,588,3.21,74.05,1.75,129.59
8488,294,93,Z16,Z2,336,8.77,108.91,1.36,148.12
8489,375,259,Z17,Z5,264,15.4,158.76,1.3,206.39
8490,1462,484,Z9,Z7,571,12.28,177.51,1.55,275.14
8491,1112,713,Z17,Z18,455,9.39,131.26,1.4,183.76
8492,1360,708,Z18,Z18,935,5.39,88.12,1.29,113.67
8493,1757,725,Z3,Z9,356,5.77,80.04,1.42,113.66
8494,921,170,Z5,Z9,673,9.36,129.27,1.37,177.1
8495,573,787,Z20,Z1,584,12.58,131.62,1.8,236.92
8496,753,247,Z19,Z20,1216,7.84,100.5,1.27,127.64
8497,1335,124,Z7,Z5,196,1.46,49.53,1.06,52.5
8498,2508,168,Z13,Z5,877,15.25,202.61,1.02,206.66
8499,857,626,Z2,Z3,791,22.93,257.47,1.18,303.81
8500,417,333,Z19,Z4,1327,17.37,230.49,1.42,327.3
8501,814,97,Z12,Z11,12,9.1,119.33,1.19,142.0
8502,307,748,Z7,Z10,496,24.39,293.31,1.17,343.17
8503,2442,261,Z11,Z8,1370,19.4,243.23,1.38,335.66
8504,324,135,Z20,Z7,1313,10.71,133.48,1.47,196.22
8505,2427,11,Z19,Z15,930,11.84,184.16,1.37,252.3
8506,354,371,Z14,Z17,247,23.07,374.73,1.33,498.39
8507,2202,392,Z3,Z14,9,10.39,174.46,1.47,256.46
8508,2479,157,Z12,Z16,1383,23.13,325.37,1.08,351.4
8509,2009,672,Z6,Z2,621,8.77,119.49,1.47,175.65
8510,2274,784,Z18,Z12,922,7.26,108.42,1.22,132.27
8511,539,683,Z12,Z2,1300,7.29,134.75,1.47,198.08
8512,2306,270,Z18,Z20,913,14.66,206.61,1.03,212.81
8513,2301,670,Z12,Z14,586,11.88,196.88,1.41,277.6
8514,60,8,Z7,Z17,1014,4.01,70.54,1.29,91.0
8515,2276,534,Z20,Z19,824,15.61,204.35,1.38,282.0
8516,2964,106,Z17,Z11,1343,6.42,103.39,1.07,110.63
8517,2153,163,Z14,Z13,1400,13.57,151.45,1.13,171.14
8518,293,517,Z1,Z8,974,3.86,71.08,1.11,78.9
8519,359,206,Z8,Z13,732,14.29,159.45,1.41,224.82
8520,2770,277,Z7,Z9,1436,16.35,186.31,1.21,225.44
8521,1036,332,Z13,Z7,1398,13.02,223.54,1.09,243.66
8522,644,360,Z18,Z19,1431,3.29,69.26,1.48,102.5
8523,95,790,Z20,Z1,103,23.14,243.59,1.14,277.69
8524,186,246,Z12,Z4,958,24.0,302.54,1.21,366.07
8525,2197,592,Z8,Z4,178,4.84,99.01,1.36,134.65
8526,1479,159,Z7,Z6,1267,12.68,137.11,1.22,167.27
8527,591,581,Z12,Z12,1161,11.79,192.07,1.67,320.76
8528,2326,159,Z20,Z8,1116,10.64,152.89,1.44,220.16
8529,744,198,Z2,Z16,1409,10.71,116.13,1.42,164.9
8530,1055,251,Z12,Z18,642,4.83,75.37,1.14,85.92
8531,57,564,Z13,Z8,394,17.29,180.38,1.49,268.77
8532,2141,615,Z9,Z18,178,21.08,319.28,1.14,363.98
8533,637,3,Z17,Z7,149,17.32,273.21,1.23,336.05
8534,530,378,Z11,Z1,484,3.94,71.57,1.15,82.31
8535,2846,202,Z8,Z2,1086,5.16,88.74,1.36,120.69
8536,787,500,Z4,Z8,570,13.19,212.77,1.76,374.48
8537,1354,56,Z19,Z10,370,16.73,276.63,1.27,351.32
8538,1269,189,Z9,Z8,1197,24.84,324.24,1.67,541.48
8539,1183,421,Z20,Z11,1204,7.93,123.13,1.4,172.38
8540,1932,434,Z9,Z9,887,13.08,160.12,1.45,232.17
8541,2059,648,Z1,Z18,887,20.18,302.48,1.45,438.6
8542,648,284,Z20,Z18,72,9.65,129.66,1.23,159.48
8543,999,30,Z3,Z12,409,1.71,53.89,1.44,77.6
8544,1299,711,Z12,Z19,826,12.2,161.45,1.46,235.72
8545,1257,104,Z8,Z6,1229,12.15,147.06,1.45,213.24
8546,2594,291,Z14,Z14,613,14.3,214.12,1.24,265.51
8547,430,424,Z2,Z7,551,2.94,54.44,1.9,103.44
8548,2306,491,Z10,Z18,500,24.32,301.19,1.44,433.71
8549,295,699,Z6,Z20,643,1.04,38.67,1.04,40.22
8550,448,770,Z13,Z20,927,22.74,219.56,1.44,316.17
8551,2347,353,Z10,Z12,470,14.87,247.59,1.23,304.54
8552,1429,120,Z7,Z19,710,1.76,54.85,1.34,73.5
8553,1396,415,Z8,Z17,1078,2.26,60.39,1.48,89.38
8554,1190,685,Z14,Z11,396,4.78,88.04,1.3,114.45
8555,2253,257,Z19,Z9,1303,16.53,247.43,1.0,247.43
8556,2387,187,Z13,Z17,1380,9.21,133.59,1.32,176.34
8557,797,642,Z1,Z7,1133,23.55,312.93,1.59,497.56
8558,985,20,Z15,Z13,1275,22.17,292.14,1.32,385.62
8559,260,241,Z9,Z9,701,18.1,265.95,1.1,292.55
8560,1791,380,Z3,Z12,1261,22.64,299.79,1.15,344.76
8561,377,601,Z20,Z1,1301,9.34,165.42,1.2,198.5
8562,457,707,Z10,Z19,738,16.16,198.82,1.32,262.44
8563,1485,205,Z4,Z17,530,20.44,203.25,1.54,313.0
8564,2355,417,Z12,Z14,1097,2.14,49.22,1.05,51.68
8565,1231,113,Z11,Z4,22,6.66,86.93,1.44,125.18
8566,2739,315,Z19,Z20,186,9.95,146.13,1.23,179.74
8567,1180,442,Z17,Z10,1240,12.67,139.82,1.34,187.36
8568,502,44,Z10,Z20,41,11.74,193.36,1.44,278.44
8569,1837,673,Z16,Z20,137,21.71,234.08,1.49,348.78
8570,102,86,Z7,Z3,1236,15.71,250.33,1.12,280.37
8571,1016,574,Z5,Z15,662,14.09,155.7,1.19,185.28
8572,1938,530,Z15,Z4,1302,5.22,81.53,1.23,100.28
8573,2845,554,Z12,Z10,633,12.9,204.45,1.27,259.65
8574,1144,63,Z20,Z19,688,14.79,170.62,1.18,201.33
8575,933,347,Z6,Z7,1317,17.67,207.58,1.16,240.79
8576,474,338,Z14,Z16,444,3.36,67.6,1.36,91.94
8577,1235,183,Z17,Z8,288,11.85,179.36,1.24,222.41
8578,371,725,Z13,Z8,1329,13.29,136.44,1.41,192.38
8579,1607,33,Z19,Z3,1411,8.41,115.13,1.46,168.09
8580,1525,320,Z6,Z18,1398,23.22,236.03,1.14,269.07
8581,355,760,Z6,Z12,537,10.94,176.93,1.83,323.78
8582,2569,322,Z2,Z16,1224,11.95,158.15,1.07,169.22
8583,1212,654,Z13,Z3,964,17.71,238.7,1.36,324.63
8584,1466,444,Z11,Z19,690,5.5,108.89,1.14,124.13
8585,310,424,Z18,Z5,1384,14.65,195.21,1.43,279.15
8586,2651,354,Z18,Z1,417,8.6,108.8,1.33,144.7
8587,2232,24,Z8,Z5,181,9.97,122.62,1.01,123.85
8588,886,28,Z6,Z4,474,10.72,174.48,1.42,247.76
8589,2850,4,Z19,Z17,937,14.49,230.05,1.02,234.65
8590,1056,724,Z7,Z13,177,18.31,238.64,1.08,257.73
8591,2939,741,Z10,Z13,248,4.37,90.29,1.29,116.47
8592,1012,655,Z2,Z16,482,2.21,49.4,1.84,90.9
8593,924,547,Z10,Z1,1021,17.0,226.09,1.16,262.26
8594,532,339,Z12,Z9,599,5.03,94.31,1.0,94.31
8595,2403,14,Z3,Z19,1168,21.39,292.14,1.11,324.28
8596,730,693,Z5,Z5,292,8.06,100.33,1.28,128.42
8597,549,142,Z9,Z19,742,19.93,295.44,1.06,313.17
8598,1802,211,Z14,Z14,1267,10.47,152.81,1.42,216.99
8599,565,223,Z1,Z8,727,21.06,278.78,1.04,289.93
8600,810,9,Z6,Z16,1127,7.4,109.27,1.12,122.38
8601,2998,30,Z6,Z17,196,14.63,179.69,1.07,192.27
8602,1464,787,Z7,Z7,1117,17.61,267.53,1.53,409.32
8603,1728,769,Z7,Z11,935,11.61,164.36,1.4,230.1
8604,1869,103,Z17,Z8,910,18.25,280.07,1.44,403.3
8605,1035,253,Z9,Z13,1020,13.36,144.29,1.03,148.62
8606,422,566,Z8,Z18,1047,9.17,157.27,1.43,224.9
8607,523,745,Z5,Z19,371,18.43,188.48,1.01,190.36
8608,1363,54,Z9,Z19,793,8.91,105.53,1.0,105.53
8609,1647,39,Z16,Z10,243,6.02,86.87,1.41,122.49
8610,2685,590,Z1,Z2,2,11.46,143.17,1.43,204.73
8611,2285,585,Z11,Z8,1094,1.86,55.24,1.13,62.42
8612,1702,231,Z12,Z16,60,23.89,254.82,1.25,318.52
8613,932,405,Z1,Z7,701,17.83,260.27,1.36,353.97
8614,939,356,Z13,Z1,1388,22.17,260.65,1.32,344.06
8615,401,406,Z9,Z12,185,14.12,189.74,1.15,218.2
8616,2612,765,Z16,Z4,1128,15.43,187.96,1.8,338.33
8617,1667,444,Z13,Z1,605,10.29,177.16,1.23,217.91
8618,700,180,Z4,Z2,1310,3.99,72.87,1.12,81.61
8619,2740,667,Z13,Z5,994,15.3,228.45,1.01,230.73
8620,1220,680,Z12,Z6,1231,22.42,241.51,1.45,350.19
8621,1543,245,Z16,Z9,788,17.96,276.61,1.38,381.72
8622,678,382,Z14,Z16,908,20.03,310.02,1.17,362.72
8623,749,28,Z15,Z14,194,23.88,296.94,1.38,409.78
8624,202,200,Z13,Z7,911,10.18,163.57,1.26,206.1
8625,2534,474,Z8,Z1,594,3.61,72.87,1.27,92.54
8626,2038,477,Z1,Z4,1040,14.85,247.16,1.16,286.71
8627,1966,653,Z2,Z15,14,11.84,180.03,1.15,207.03
8628,1947,76,Z13,Z19,782,14.93,164.96,1.21,199.6
8629,1172,81,Z18,Z12,1372,20.39,241.38,1.29,311.38
8630,2262,586,Z5,Z6,1276,10.32,174.79,1.35,235.97
8631,554,692,Z6,Z8,1384,17.88,233.14,1.29,300.75
8632,2880,294,Z7,Z7,1270,23.28,254.49,1.03,262.12
8633,1023,765,Z2,Z12,1216,18.87,222.96,1.13,251.94
8634,2299,419,Z1,Z18,711,9.94,123.59,1.3,160.67
8635,354,334,Z7,Z9,79,2.81,53.22,1.37,72.91
8636,83,390,Z17,Z17,1285,21.04,211.2,1.21,255.55
8637,2340,550,Z16,Z2,970,6.23,116.53,1.0,116.53
8638,391,474,Z14,Z13,1112,19.4,209.03,1.3,271.74
8639,2466,285,Z16,Z4,41,24.22,303.62,1.46,443.29
8640,1895,653,Z12,Z20,1078,23.16,296.23,1.11,328.82
8641,1685,20,Z18,Z1,978,18.5,193.62,1.41,273.0
8642,1715,245,Z11,Z19,1049,13.13,171.52,1.08,185.24
8643,2461,693,Z19,Z11,1364,3.07,55.54,1.47,81.64
8644,1811,526,Z4,Z11,1239,2.0,47.37,1.33,63.0
8645,263,625,Z2,Z10,842,21.06,198.88,1.32,262.52
8646,2865,450,Z5,Z5,1172,14.68,161.14,1.86,299.72
8647,1329,358,Z14,Z1,109,8.22,144.28,1.24,178.91
8648,2571,49,Z10,Z6,353,18.3,260.92,1.05,273.97
8649,1784,635,Z9,Z16,11,18.1,250.75,1.08,270.81
8650,562,593,Z15,Z6,1007,17.52,238.94,1.27,303.45
8651,643,238,Z4,Z13,980,21.76,351.14,1.29,452.97
8652,1178,704,Z5,Z20,797,7.42,135.75,1.14,154.75
8653,2009,567,Z15,Z1,1061,2.42,55.75,1.01,56.31
8654,81,764,Z3,Z5,1225,24.26,365.47,1.4,511.66
8655,2162,189,Z8,Z3,444,21.6,252.91,1.21,306.02
8656,1484,276,Z19,Z20,391,5.54,80.95,1.07,86.62
8657,809,189,Z11,Z18,705,3.33,71.27,1.4,99.78
8658,710,286,Z12,Z8,1055,20.45,205.18,1.46,299.56
8659,1622,572,Z3,Z11,1419,5.96,103.35,1.23,127.12
8660,1654,607,Z6,Z16,645,12.82,164.44,1.06,174.31
8661,1474,772,Z17,Z18,497,3.25,77.36,1.64,126.87
8662,212,373,Z16,Z17,133,6.39,87.15,1.25,108.94
8663,1842,318,Z15,Z7,968,4.73,89.26,1.13,100.86
8664,1743,612,Z5,Z11,1255,4.69,85.85,1.18,101.3
8665,531,573,Z8,Z7,623,23.62,253.09,1.38,349.26
8666,2244,162,Z6,Z10,507,1.51,50.38,1.88,94.71
8667,1066,318,Z2,Z19,1099,24.91,272.35,1.56,424.87
8668,2906,362,Z1,Z3,248,21.97,287.31,1.31,376.38
8669,2273,95,Z9,Z5,1024,10.91,149.67,1.33,199.06
8670,2245,363,Z1,Z10,1093,23.94,235.14,1.03,242.19
8671,2668,397,Z3,Z14,813,14.88,236.93,1.02,241.67
8672,1507,482,Z9,Z14,170,17.72,259.46,1.45,376.22
8673,766,655,Z18,Z11,1255,7.55,111.09,1.39,154.42
8674,1442,753,Z17,Z17,964,12.98,161.28,1.06,170.96
8675,2767,332,Z1,Z18,875,12.63,184.85,1.44,266.18
8676,1791,243,Z1,Z5,821,1.48,45.92,1.38,63.37
8677,1778,346,Z6,Z5,1230,6.86,113.54,1.13,128.3
8678,446,277,Z14,Z17,1203,4.25,83.18,1.34,111.46
8679,2097,39,Z4,Z13,811,10.63,183.56,1.34,245.97
8680,1865,157,Z1,Z11,1022,15.91,233.79,1.02,238.47
8681,2118,690,Z10,Z4,137,16.88,250.79,1.24,310.98
8682,1830,322,Z12,Z14,1146,9.48,121.08,1.14,138.03
8683,2264,63,Z6,Z16,779,18.0,262.5,1.36,357.0
8684,1377,726,Z8,Z7,588,14.45,198.73,1.27,252.39
8685,2804,518,Z20,Z6,433,13.81,147.64,1.48,218.51
8686,611,325,Z14,Z17,1351,6.75,88.47,1.39,122.97
8687,1273,763,Z12,Z8,1094,14.57,229.38,1.97,451.88
8688,1578,166,Z8,Z19,1387,6.5,103.16,1.39,143.39
8689,2828,650,Z1,Z13,350,3.59,78.81,1.11,87.48
8690,2213,415,Z18,Z19,74,17.26,283.45,1.26,357.15
8691,1399,623,Z17,Z11,800,24.02,247.56,1.2,297.07
8692,2755,301,Z18,Z18,592,9.83,159.69,1.8,287.44
8693,1588,608,Z11,Z15,915,13.16,167.88,1.18,198.1
8694,379,747,Z8,Z9,487,2.18,51.52,1.19,61.31
8695,1591,310,Z17,Z12,62,9.88,147.07,1.16,170.6
8696,1549,32,Z5,Z19,1394,7.67,128.83,1.02,131.41
8697,1672,533,Z7,Z12,459,23.29,375.28,1.22,457.84
8698,1118,91,Z17,Z14,888,19.93,227.7,1.44,327.89
8699,2284,525,Z3,Z10,1427,14.01,205.58,1.25,256.98
8700,2667,183,Z19,Z19,267,10.41,138.61,1.38,191.28
8701,270,270,Z1,Z10,280,13.69,211.14,1.33,280.82
8702,353,257,Z9,Z1,534,18.36,295.42,1.51,446.08
8703,1144,276,Z16,Z4,1130,20.71,278.69,1.97,549.02
8704,586,531,Z8,Z8,1081,12.61,140.34,1.98,277.87
8705,1915,666,Z8,Z18,918,4.35,90.53,1.09,98.68
8706,2920,640,Z20,Z5,609,15.24,166.37,1.3,216.28
8707,2752,457,Z19,Z16,897,18.88,295.12,1.21,357.1
8708,2750,565,Z18,Z4,684,11.44,169.25,1.5,253.88
8709,2003,492,Z8,Z10,1187,7.65,125.45,1.83,229.57
8710,2826,589,Z17,Z9,421,11.36,199.39,1.1,219.33
8711,1842,747,Z9,Z12,1202,15.61,164.47,1.38,226.97
8712,212,722,Z1,Z13,627,23.22,325.76,1.41,459.32
8713,1324,787,Z5,Z17,838,12.51,140.29,1.0,140.29
8714,901,106,Z3,Z11,31,12.6,217.04,1.41,306.03
8715,2299,507,Z5,Z16,1118,14.63,175.44,1.77,310.53
8716,244,720,Z5,Z16,586,3.0,71.09,1.07,76.07
8717,1583,256,Z19,Z2,1243,5.17,76.67,1.23,94.3
8718,328,191,Z13,Z6,905,17.01,250.43,1.41,353.11
8719,2935,198,Z5,Z16,1138,23.45,233.89,1.27,297.04
8720,434,83,Z13,Z19,1184,3.74,61.59,1.85,113.94
8721,1688,662,Z14,Z7,1007,4.39,79.68,1.02,81.27
8722,358,425,Z8,Z20,333,2.14,49.75,1.39,69.15
8723,2338,579,Z1,Z18,843,4.24,77.1,1.39,107.17
8724,175,497,Z2,Z11,319,3.3,63.8,1.1,70.18
8725,111,10,Z5,Z7,22,6.39,90.43,1.33,120.27
8726,2362,346,Z14,Z11,209,18.78,296.02,1.46,432.19
8727,1961,410,Z12,Z3,278,12.03,167.48,1.42,237.82
8728,2733,550,Z10,Z8,1311,21.33,313.07,1.23,385.08
8729,93,340,Z16,Z13,1008,11.33,139.45,1.48,206.39
8730,1744,342,Z6,Z5,1029,15.23,202.24,1.13,228.53
8731,599,500,Z19,Z11,766,24.66,315.84,1.14,360.06
8732,1280,246,Z13,Z16,1298,24.32,350.38,1.33,466.01
8733,330,640,Z11,Z9,63,22.83,327.85,1.05,344.24
8734,453,544,Z20,Z19,162,19.13,295.49,1.25,369.36
8735,1787,553,Z20,Z15,22,19.6,269.98,1.44,388.77
8736,2185,297,Z7,Z11,115,22.6,308.28,1.22,376.1
8737,1571,108,Z4,Z16,1022,24.02,263.66,1.39,366.49
8738,1251,185,Z7,Z5,695,16.61,196.38,1.15,225.84
8739,2836,389,Z15,Z20,945,9.8,144.22,1.14,164.41
8740,1916,747,Z12,Z9,540,10.18,180.13,1.06,190.94
8741,2728,590,Z7,Z20,1206,18.38,252.63,1.0,252.63
8742,2156,179,Z3,Z17,930,6.87,90.68,1.39,126.05
8743,2515,170,Z16,Z10,790,22.05,360.21,1.03,371.02
8744,2850,5,Z7,Z5,110,14.32,157.52,1.06,166.97
8745,1415,347,Z8,Z17,1340,22.12,215.54,1.35,290.98
8746,2957,507,Z4,Z19,279,13.67,214.17,1.35,289.13
8747,1311,291,Z16,Z5,781,13.44,150.3,1.18,177.35
8748,2831,38,Z12,Z16,95,22.25,332.17,1.45,481.65
8749,2010,267,Z20,Z12,505,24.36,384.05,1.8,691.29
8750,1136,484,Z14,Z19,362,20.82,210.13,1.4,294.18
8751,2562,443,Z12,Z14,1133,10.54,134.5,1.44,193.68
8752,2557,282,Z16,Z4,1302,14.7,213.6,1.21,258.46
8753,426,582,Z19,Z14,505,10.02,159.19,1.41,224.46
8754,1573,773,Z18,Z19,1424,4.47,70.05,1.12,78.46
8755,2501,71,Z11,Z12,482,23.35,327.43,1.14,373.27
8756,387,131,Z10,Z10,993,22.23,340.57,1.16,395.06
8757,1262,65,Z19,Z14,683,15.02,160.34,1.43,229.29
8758,177,516,Z7,Z7,790,6.72,102.15,1.41,144.03
8759,2582,762,Z9,Z15,1423,15.97,207.29,1.33,275.7
8760,1410,784,Z19,Z10,306,4.84,89.89,1.43,128.54
8761,18,89,Z8,Z2,416,8.93,132.46,1.11,147.03
8762,1913,325,Z6,Z14,278,4.45,79.66,1.47,117.1
8763,349,31,Z2,Z6,534,10.93,153.3,1.29,197.76
8764,1384,290,Z2,Z19,704,1.25,40.08,1.47,58.92
8765,2249,418,Z3,Z5,1378,12.51,168.56,1.12,188.79
8766,1187,293,Z16,Z6,1269,6.96,108.81,1.19,129.48
8767,149,355,Z20,Z11,160,12.1,167.18,1.36,227.36
8768,1704,81,Z2,Z14,921,3.25,60.02,1.31,78.63
8769,1605,773,Z13,Z18,461,5.64,100.82,1.23,124.01
8770,66,39,Z17,Z3,1285,23.88,358.62,1.3,466.21
8771,2045,714,Z18,Z14,880,15.51,191.4,1.05,200.97
8772,514,316,Z9,Z9,357,5.94,105.3,1.12,117.94
8773,423,462,Z5,Z15,507,13.25,167.36,1.06,177.4
8774,2774,37,Z9,Z17,393,12.76,157.92,1.05,165.82
8775,1316,782,Z18,Z14,159,7.58,136.1,1.24,168.76
8776,1597,618,Z17,Z19,538,21.68,321.64,1.63,524.27
8777,2860,91,Z7,Z7,155,18.71,190.03,1.32,250.84
8778,2338,456,Z2,Z7,268,17.98,178.71,1.46,260.92
8779,235,198,Z20,Z7,294,18.91,224.36,1.37,307.37
8780,363,380,Z9,Z4,574,20.88,318.23,1.5,477.35
8781,2808,513,Z16,Z12,142,7.07,126.21,1.0,126.21
8782,2067,559,Z5,Z12,1188,15.02,203.01,1.32,267.97
8783,2637,25,Z15,Z7,798,8.18,119.62,1.27,151.92
8784,961,316,Z3,Z1,478,14.49,166.72,1.36,226.74
8785,777,323,Z7,Z14,1177,10.56,139.89,1.15,160.87
8786,382,318,Z17,Z14,404,18.04,265.15,1.2,318.18
8787,1035,758,Z15,Z5,466,2.67,66.02,1.07,70.64
8788,1332,220,Z9,Z4,268,2.87,72.01,1.18,84.97
8789,1997,271,Z15,Z4,253,19.52,280.34,1.21,339.21
8790,771,672,Z3,Z17,630,19.5,265.84,1.46,388.13
8791,2731,292,Z2,Z9,165,14.86,169.16,1.22,206.38
8792,1693,429,Z3,Z9,1164,2.62,58.99,1.48,87.31
8793,777,720,Z1,Z17,671,24.21,385.21,1.43,550.85
8794,1229,660,Z3,Z11,1109,10.92,157.45,1.89,297.58
8795,1291,664,Z9,Z10,1003,21.89,239.52,1.48,354.49
8796,1819,370,Z16,Z8,757,18.78,263.96,1.4,369.54
8797,1569,349,Z3,Z7,944,15.44,240.8,1.39,334.71
8798,570,404,Z16,Z17,1018,2.63,68.96,1.23,84.82
8799,2737,675,Z12,Z6,173,8.9,155.47,1.39,216.1
8800,2975,595,Z14,Z15,431,3.7,70.22,1.12,78.65
8801,2592,130,Z17,Z1,461,12.27,157.61,1.21,190.71
8802,2272,356,Z3,Z18,808,13.66,234.21,1.38,323.21
8803,1639,597,Z17,Z4,640,18.93,229.97,1.26,289.76
8804,2859,175,Z9,Z3,1307,7.26,113.11,1.29,145.91
8805,428,689,Z1,Z10,742,9.81,164.54,1.46,240.23
8806,2672,38,Z2,Z10,746,22.15,357.05,1.11,396.33
8807,327,15,Z1,Z10,1261,19.47,238.47,1.28,305.24
8808,60,573,Z17,Z11,492,2.41,63.38,1.87,118.52
8809,2250,760,Z5,Z6,377,22.24,222.16,1.4,311.02
8810,1589,779,Z18,Z19,226,15.88,212.51,1.11,235.89
8811,821,306,Z8,Z2,389,10.05,134.45,1.42,190.92
8812,1050,799,Z14,Z4,407,23.9,313.68,1.08,338.77
8813,267,21,Z15,Z18,935,14.08,189.04,1.18,223.07
8814,477,136,Z4,Z20,937,20.14,276.38,1.06,292.96
8815,2643,58,Z12,Z2,1185,4.78,75.66,1.11,83.98
8816,711,3,Z6,Z14,626,23.25,221.43,1.29,285.64
8817,1237,63,Z15,Z10,1218,23.43,290.6,1.22,354.53
8818,2978,741,Z11,Z3,1338,10.53,149.27,1.24,185.09
8819,441,736,Z8,Z15,906,1.34,44.32,1.37,60.72
8820,856,783,Z12,Z3,215,12.63,184.91,1.11,205.25
8821,740,364,Z18,Z20,293,15.07,205.26,1.44,295.57
8822,408,222,Z18,Z16,748,19.65,234.76,1.31,307.54
8823,1074,235,Z1,Z12,1210,17.05,209.57,1.39,291.3
8824,782,502,Z14,Z20,1233,24.68,392.83,1.26,494.97
8825,2557,253,Z17,Z11,1439,13.62,216.22,1.31,283.25
8826,2896,242,Z15,Z3,701,22.22,302.64,1.03,311.72
8827,239,553,Z19,Z17,200,7.98,144.33,1.25,180.41
8828,2410,490,Z12,Z12,85,17.91,256.72,1.42,364.54
8829,71,639,Z18,Z18,1175,8.5,122.36,1.84,225.14
8830,1902,89,Z1,Z13,804,17.87,263.15,1.18,310.52
8831,1036,466,Z12,Z4,89,18.17,178.3,1.49,265.67
8832,1461,75,Z3,Z15,721,16.51,189.98,1.29,245.07
8833,800,499,Z8,Z7,679,1.91,57.69,1.08,62.31
8834,702,606,Z10,Z15,1065,7.97,101.78,1.37,139.44
8835,614,198,Z6,Z7,111,5.13,105.02,1.18,123.92
8836,948,242,Z4,Z11,761,8.81,101.36,1.29,130.75
8837,1273,487,Z17,Z4,813,4.48,71.59,1.31,93.78
8838,2809,475,Z4,Z6,1275,13.97,239.4,1.14,272.92
8839,209,373,Z18,Z4,186,5.66,85.19,1.4,119.27
8840,2802,278,Z7,Z8,793,19.45,259.49,1.14,295.82
8841,776,734,Z18,Z4,275,23.09,254.53,1.17,297.8
8842,1628,5,Z11,Z6,1256,10.75,121.62,1.09,132.57
8843,1936,577,Z8,Z18,364,24.44,387.93,1.42,550.86
8844,1887,627,Z2,Z20,121,19.77,195.16,1.31,255.66
8845,1416,238,Z1,Z2,210,17.12,268.58,1.44,386.76
8846,2998,314,Z7,Z19,1147,23.0,306.92,1.63,500.28
8847,825,653,Z20,Z20,1121,21.2,285.06,1.31,373.43
8848,1192,742,Z8,Z17,1295,13.76,174.92,1.38,241.39
8849,2443,594,Z3,Z7,670,22.44,226.42,1.06,240.01
8850,1696,198,Z2,Z11,1152,24.59,260.48,1.52,395.93
8851,2608,724,Z3,Z14,1144,5.69,85.01,1.24,105.41
8852,1257,101,Z4,Z15,465,5.9,112.77,1.07,120.66
8853,2678,16,Z6,Z14,1341,21.55,218.14,1.01,220.32
8854,620,120,Z15,Z10,1312,6.35,101.65,1.08,109.78
8855,377,437,Z20,Z3,1199,13.28,199.79,1.48,295.69
8856,398,168,Z4,Z8,533,5.7,93.42,1.37,127.99
8857,1804,167,Z7,Z16,69,12.9,219.26,1.27,278.46
8858,1871,450,Z17,Z15,1081,21.52,264.32,1.69,446.7
8859,311,626,Z7,Z14,166,5.97,91.41,1.46,133.46
8860,1441,168,Z18,Z16,432,2.34,64.8,1.03,66.74
8861,2595,652,Z11,Z14,78,20.08,203.64,1.31,266.77
8862,1180,779,Z6,Z3,895,15.74,224.13,1.44,322.75
8863,431,283,Z1,Z16,683,20.14,205.43,1.47,301.98
8864,1143,452,Z18,Z5,1062,12.41,199.66,1.1,219.63
8865,2233,122,Z16,Z15,707,13.66,167.47,1.39,232.78
8866,2643,295,Z11,Z19,200,5.84,99.58,1.27,126.47
8867,805,320,Z5,Z7,795,5.59,97.66,1.4,136.72
8868,965,120,Z1,Z4,354,12.82,150.2,1.11,166.72
8869,2736,678,Z13,Z10,917,13.81,176.47,1.18,208.23
8870,2298,579,Z14,Z9,119,3.62,77.55,1.37,106.24
8871,22,88,Z13,Z7,186,11.83,174.19,1.39,242.12
8872,1665,697,Z17,Z15,785,16.8,204.27,1.05,214.48
