order_id,picker_id,zone_from,zone_to,start_time_min,num_items,total_distance_m,estimated_time_min,priority
8577,33,Z8,Z7,647,21,93,1.6,LOW
8578,289,Z21,Z5,336,6,506,9.9,MEDIUM
8579,38,Z8,Z18,939,32,2352,49.6,HIGH
8580,29,Z29,Z30,818,12,1591,25.3,MEDIUM
8581,253,Z18,Z13,1126,1,2401,30.4,MEDIUM
8582,233,Z2,Z24,113,17,1430,27.7,MEDIUM
8583,49,Z10,Z6,933,16,2357,33.5,MEDIUM
8584,256,Z22,Z12,908,27,1116,18.5,LOW
8585,185,Z21,Z29,274,6,1855,41.3,HIGH
8586,206,Z17,Z10,1372,21,1548,24.2,LOW
8587,253,Z8,Z29,1257,21,1181,25.0,HIGH
8588,253,Z29,Z12,305,21,2237,35.6,HIGH
8589,3,Z15,Z6,1162,15,607,7.9,MEDIUM
8590,236,Z22,Z6,186,39,1564,37.0,HIGH
8591,149,Z27,Z27,1423,28,2402,45.2,MEDIUM
8592,283,Z17,Z17,752,24,1469,24.3,LOW
8593,241,Z26,Z26,1059,2,834,20.6,LOW
8594,123,Z18,Z17,918,37,1564,24.5,LOW
8595,30,Z28,Z19,1205,5,717,9.2,LOW
8596,38,Z25,Z30,179,34,388,6.9,MEDIUM
8597,189,Z26,Z12,1217,16,1425,21.6,LOW
8598,195,Z6,Z5,814,16,381,6.0,LOW
8599,57,Z2,Z16,209,28,1608,22.1,LOW
8600,102,Z4,Z29,242,26,1894,46.9,MEDIUM
8601,281,Z28,Z16,148,37,169,3.0,LOW
8602,103,Z22,Z4,787,29,899,12.9,HIGH
8603,22,Z9,Z19,1159,31,1626,34.4,MEDIUM
8604,276,Z1,Z11,673,1,222,4.3,LOW
8605,61,Z2,Z29,48,2,613,12.2,LOW
8606,136,Z10,Z9,252,18,382,5.5,MEDIUM
8607,230,Z30,Z19,881,11,2201,38.6,LOW
8608,284,Z19,Z15,85,21,970,19.0,MEDIUM
8609,78,Z29,Z6,616,38,94,1.3,MEDIUM
8610,232,Z29,Z1,20,18,1430,18.2,LOW
8611,27,Z23,Z5,436,39,792,18.9,MEDIUM
8612,67,Z17,Z2,398,9,259,4.6,HIGH
8613,118,Z20,Z8,942,29,1900,40.6,LOW
8614,150,Z10,Z10,222,16,425,6.0,LOW
8615,153,Z17,Z28,677,11,357,5.3,LOW
8616,126,Z7,Z21,58,26,2197,51.6,HIGH
8617,246,Z27,Z18,96,25,1541,36.8,MEDIUM
8618,242,Z15,Z28,237,36,2249,37.4,LOW
8619,260,Z17,Z26,977,15,1298,17.5,LOW
8620,62,Z20,Z17,471,33,2266,30.3,HIGH
8621,249,Z10,Z13,349,13,1558,26.7,LOW
8622,158,Z12,Z8,130,37,753,14.7,LOW
8623,56,Z10,Z22,940,36,1165,26.3,LOW
8624,166,Z9,Z23,286,13,1981,48.5,MEDIUM
8625,154,Z21,Z2,1056,20,1696,38.9,LOW
8626,98,Z27,Z5,1082,35,2073,29.6,LOW
8627,293,Z11,Z11,656,2,356,4.7,MEDIUM
8628,147,Z19,Z22,186,13,2125,48.6,MEDIUM
8629,58,Z6,Z18,762,11,135,2.4,LOW
8630,237,Z5,Z22,9,29,2417,37.6,LOW
8631,249,Z19,Z14,597,11,894,12.8,MEDIUM
8632,196,Z5,Z6,147,6,634,9.0,LOW
8633,63,Z11,Z10,209,40,413,9.6,MEDIUM
8634,284,Z28,Z26,1345,6,2219,51.0,MEDIUM
8635,220,Z21,Z4,887,38,1550,26.0,LOW
8636,189,Z22,Z30,1424,8,2460,34.3,LOW
8637,161,Z3,Z26,1419,7,727,10.4,MEDIUM
8638,123,Z18,Z14,1388,14,156,2.7,MEDIUM
8639,275,Z20,Z12,824,39,747,13.2,MEDIUM
8640,285,Z9,Z30,199,8,428,10.5,HIGH
8641,113,Z22,Z27,57,13,2225,28.8,MEDIUM
8642,246,Z10,Z21,1259,32,281,6.2,LOW
8643,280,Z8,Z9,843,11,1347,26.9,LOW
8644,299,Z22,Z28,657,19,470,7.8,MEDIUM
8645,166,Z15,Z9,565,35,666,9.1,LOW
8646,155,Z26,Z17,1178,25,664,11.0,LOW
8647,45,Z2,Z3,1298,24,1980,26.6,LOW
8648,39,Z29,Z14,927,29,2165,31.5,MEDIUM
8649,198,Z27,Z14,990,1,1297,21.2,LOW
8650,88,Z23,Z6,1282,14,573,8.7,HIGH
8651,7,Z14,Z1,893,5,1790,43.7,HIGH
8652,295,Z8,Z22,1006,6,1408,30.4,MEDIUM
8653,266,Z18,Z30,1403,31,1673,24.7,MEDIUM
8654,257,Z20,Z16,964,4,1356,33.3,MEDIUM
8655,81,Z26,Z19,1347,4,1691,25.1,HIGH
8656,186,Z3,Z12,750,36,705,16.5,HIGH
8657,70,Z13,Z27,806,32,893,11.8,LOW
8658,196,Z13,Z26,662,23,151,2.0,LOW
8659,98,Z11,Z4,1106,7,770,10.1,LOW
8660,106,Z21,Z16,1321,39,1649,31.8,MEDIUM
8661,103,Z5,Z24,1391,33,810,13.2,MEDIUM
8662,61,Z23,Z2,848,1,1408,25.2,MEDIUM
8663,69,Z19,Z13,489,39,1420,24.2,LOW
8664,59,Z14,Z9,695,32,2431,38.6,MEDIUM
8665,160,Z18,Z4,1268,6,2035,26.7,LOW
8666,121,Z11,Z9,1258,20,322,4.9,MEDIUM
8667,209,Z27,Z2,944,15,1627,24.0,MEDIUM
8668,47,Z6,Z21,531,2,2382,46.3,LOW
8669,282,Z21,Z8,1375,9,1030,14.9,MEDIUM
8670,263,Z30,Z16,367,18,650,9.7,MEDIUM
8671,109,Z10,Z21,955,13,341,4.7,MEDIUM
8672,86,Z1,Z20,199,37,917,18.8,MEDIUM
8673,6,Z28,Z18,860,40,655,11.2,LOW
8674,182,Z3,Z3,418,39,914,17.0,LOW
8675,228,Z28,Z5,510,36,1015,15.3,MEDIUM
8676,175,Z3,Z30,74,12,280,5.3,MEDIUM
8677,164,Z5,Z24,1118,21,56,1.2,MEDIUM
8678,235,Z21,Z18,463,21,152,2.5,MEDIUM
8679,93,Z15,Z21,1185,15,1592,21.8,HIGH
8680,266,Z26,Z1,62,30,1990,26.9,HIGH
8681,66,Z12,Z21,454,24,1964,39.0,MEDIUM
8682,219,Z25,Z29,850,27,934,16.3,MEDIUM
8683,91,Z14,Z14,774,3,627,9.8,LOW
8684,205,Z27,Z11,1189,30,161,2.0,LOW
8685,12,Z20,Z17,403,35,1573,20.7,HIGH
8686,176,Z13,Z26,680,17,1448,29.4,HIGH
8687,274,Z10,Z15,867,21,75,1.1,MEDIUM
8688,171,Z18,Z5,813,21,1429,33.2,MEDIUM
8689,275,Z14,Z12,460,24,2074,28.7,LOW
8690,86,Z8,Z17,1109,24,1719,30.7,HIGH
8691,29,Z20,Z10,1176,20,1491,33.3,LOW
8692,9,Z20,Z23,960,39,1080,14.6,LOW
8693,279,Z30,Z29,520,10,665,9.4,MEDIUM
8694,13,Z20,Z6,381,14,110,2.1,MEDIUM
8695,114,Z17,Z28,654,26,1890,38.4,LOW
8696,228,Z12,Z22,276,27,2261,46.6,MEDIUM
8697,291,Z27,Z8,1030,10,411,5.6,LOW
8698,95,Z22,Z8,225,15,135,1.9,LOW
8699,90,Z28,Z4,189,31,2059,29.6,LOW
8700,102,Z9,Z10,1289,15,946,11.8,MEDIUM
8701,77,Z12,Z18,434,13,552,7.9,LOW
8702,20,Z20,Z25,1037,38,1802,41.1,MEDIUM
8703,63,Z22,Z28,282,13,1629,24.6,LOW
8704,12,Z28,Z7,420,38,1621,25.4,MEDIUM
8705,63,Z14,Z25,406,40,2056,26.2,LOW
8706,123,Z11,Z1,1134,2,298,4.3,HIGH
8707,134,Z20,Z25,1013,35,1253,22.1,LOW
8708,55,Z4,Z3,1302,38,763,13.5,MEDIUM
8709,202,Z21,Z11,765,13,1877,23.7,LOW
8710,211,Z18,Z24,344,16,478,7.2,LOW
8711,80,Z10,Z9,465,18,2280,32.8,LOW
8712,85,Z10,Z27,1288,24,997,22.1,MEDIUM
8713,233,Z4,Z27,398,11,1579,22.7,LOW
8714,250,Z18,Z30,1397,30,2488,39.7,LOW
8715,281,Z2,Z7,1128,17,1374,21.3,LOW
8716,290,Z12,Z30,247,19,2256,40.9,LOW
8717,281,Z23,Z23,1100,17,827,15.5,MEDIUM
8718,62,Z10,Z10,1239,38,328,5.5,HIGH
8719,249,Z5,Z13,325,1,1927,31.1,LOW
8720,184,Z30,Z21,1248,20,865,13.4,MEDIUM
8721,56,Z6,Z21,1225,30,1366,27.0,HIGH
8722,249,Z18,Z21,424,7,1243,18.7,MEDIUM
8723,253,Z5,Z13,844,38,2234,38.7,HIGH
8724,80,Z5,Z7,883,21,616,8.7,LOW
8725,177,Z24,Z16,309,36,251,3.7,MEDIUM
8726,233,Z30,Z19,402,29,2447,41.7,MEDIUM
8727,37,Z2,Z7,61,21,678,12.7,LOW
8728,6,Z16,Z13,1314,7,1987,28.8,LOW
8729,93,Z25,Z30,1428,27,1940,28.1,HIGH
8730,20,Z1,Z25,970,24,2317,32.7,LOW
8731,142,Z11,Z9,34,31,1271,19.0,LOW
8732,90,Z12,Z24,1162,2,184,2.4,MEDIUM
8733,289,Z21,Z13,862,14,2290,33.2,LOW
8734,293,Z22,Z9,446,23,1501,25.7,HIGH
8735,236,Z19,Z6,1338,23,1639,33.8,MEDIUM
8736,127,Z27,Z13,1114,8,482,9.0,MEDIUM
8737,183,Z20,Z7,596,13,1320,31.2,MEDIUM
8738,282,Z5,Z22,515,19,2149,37.3,MEDIUM
8739,145,Z3,Z25,1028,35,1751,24.1,MEDIUM
8740,135,Z25,Z13,21,5,623,8.8,MEDIUM
8741,79,Z16,Z8,19,10,1036,22.5,MEDIUM
8742,63,Z22,Z18,1,19,1317,26.8,MEDIUM
8743,116,Z30,Z12,973,22,175,2.4,LOW
8744,117,Z3,Z21,1011,14,488,6.1,HIGH
8745,286,Z13,Z22,1180,34,2162,30.0,LOW
8746,189,Z1,Z19,1067,28,1638,34.2,MEDIUM
8747,189,Z10,Z15,985,7,1870,34.1,MEDIUM
8748,167,Z3,Z3,962,40,279,4.3,MEDIUM
8749,24,Z12,Z6,1079,3,2162,31.5,LOW
8750,92,Z10,Z27,1150,15,1960,25.0,MEDIUM
8751,248,Z17,Z1,576,20,1469,23.7,MEDIUM
8752,134,Z15,Z28,298,13,769,10.5,LOW
8753,178,Z2,Z24,775,7,1746,24.3,MEDIUM
8754,256,Z22,Z7,1203,7,1000,19.0,LOW
8755,218,Z10,Z29,306,11,288,3.7,LOW
8756,85,Z24,Z16,234,34,1810,25.8,MEDIUM
8757,17,Z20,Z3,6,36,1278,26.3,MEDIUM
8758,186,Z7,Z10,208,36,1026,18.5,MEDIUM
8759,104,Z28,Z26,779,20,507,6.6,MEDIUM
8760,121,Z1,Z15,288,1,1085,26.3,LOW
8761,115,Z9,Z9,405,9,914,15.6,LOW
8762,56,Z20,Z28,1402,28,2294,35.1,LOW
8763,173,Z1,Z1,331,20,780,9.8,LOW
8764,205,Z12,Z27,107,19,2317,30.2,MEDIUM
8765,184,Z18,Z3,446,7,1788,24.5,MEDIUM
8766,279,Z24,Z18,895,29,392,6.0,MEDIUM
8767,292,Z13,Z20,1289,36,2337,30.3,HIGH
8768,148,Z1,Z28,807,20,1217,19.6,LOW
8769,20,Z11,Z9,889,39,2213,45.8,LOW
8770,223,Z10,Z16,1253,28,247,4.8,MEDIUM
8771,93,Z12,Z13,33,36,1684,24.5,LOW
8772,71,Z14,Z2,912,20,2274,32.3,LOW
8773,87,Z20,Z19,936,18,1030,18.3,HIGH
8774,254,Z12,Z22,158,33,1534,24.0,LOW
8775,43,Z25,Z1,274,7,1562,25.3,LOW
8776,2,Z26,Z22,606,5,377,6.3,MEDIUM
8777,144,Z5,Z3,1335,9,1493,19.4,LOW
8778,220,Z13,Z26,567,33,228,5.4,LOW
8779,21,Z2,Z2,644,29,381,6.9,MEDIUM
8780,17,Z6,Z23,788,6,528,9.5,MEDIUM
8781,53,Z4,Z27,48,1,1168,20.7,MEDIUM
8782,296,Z2,Z28,1288,4,1227,15.8,MEDIUM
8783,222,Z16,Z29,1325,18,957,15.4,MEDIUM
8784,175,Z5,Z7,451,16,832,19.2,HIGH
8785,54,Z17,Z28,1029,9,674,11.5,MEDIUM
8786,178,Z1,Z24,333,33,1001,15.8,MEDIUM
8787,99,Z13,Z12,74,40,2375,43.1,LOW
8788,135,Z29,Z22,845,28,1777,33.6,LOW
8789,269,Z27,Z19,1254,33,708,11.6,MEDIUM
8790,207,Z13,Z30,937,27,2300,38.7,HIGH
8791,67,Z13,Z8,1280,13,1977,28.1,LOW
8792,54,Z20,Z15,159,9,906,14.5,MEDIUM
8793,88,Z29,Z2,240,23,400,8.4,MEDIUM
8794,27,Z30,Z25,436,19,180,2.6,MEDIUM
8795,148,Z10,Z9,36,38,1461,20.7,LOW
8796,156,Z2,Z5,328,7,925,13.0,LOW
8797,69,Z4,Z22,187,32,1985,33.2,MEDIUM
8798,275,Z11,Z29,1054,8,2482,31.8,HIGH
8799,236,Z24,Z18,1188,26,505,8.0,HIGH
8800,25,Z19,Z24,5,3,654,13.9,HIGH
8801,148,Z3,Z8,1305,25,1764,25.4,MEDIUM
8802,85,Z1,Z22,57,17,2335,44.1,HIGH
8803,192,Z9,Z26,1034,20,1095,24.0,MEDIUM
8804,282,Z14,Z24,56,32,2495,41.6,MEDIUM
8805,259,Z5,Z12,138,29,1520,36.5,HIGH
8806,245,Z19,Z25,782,22,1979,30.7,MEDIUM
8807,134,Z9,Z3,440,18,167,3.3,LOW
8808,37,Z5,Z6,1250,28,1641,34.8,MEDIUM
8809,155,Z27,Z9,263,38,695,13.2,MEDIUM
8810,102,Z8,Z29,430,11,717,12.5,HIGH
8811,265,Z30,Z27,717,16,1030,13.7,LOW
8812,286,Z12,Z2,387,9,2189,39.5,MEDIUM
8813,117,Z1,Z3,569,12,1568,30.5,MEDIUM
8814,12,Z12,Z14,591,21,887,14.0,LOW
8815,28,Z22,Z24,675,10,2364,30.7,MEDIUM
8816,78,Z7,Z11,1311,24,1038,13.6,LOW
8817,197,Z2,Z24,1226,16,1429,34.6,LOW
8818,238,Z30,Z28,277,5,2386,35.6,LOW
8819,126,Z26,Z23,839,6,1185,23.4,MEDIUM
8820,167,Z11,Z14,395,34,1050,20.5,HIGH
8821,6,Z11,Z15,1231,33,2257,53.3,MEDIUM
8822,51,Z16,Z6,220,11,817,11.7,MEDIUM
8823,54,Z23,Z2,57,6,2315,37.4,LOW
8824,244,Z25,Z21,927,12,1369,20.7,MEDIUM
8825,158,Z29,Z15,329,13,214,2.8,HIGH
8826,223,Z15,Z19,315,6,1275,22.5,LOW
8827,42,Z29,Z18,99,34,1764,32.7,MEDIUM
8828,64,Z7,Z18,627,25,73,1.1,HIGH
8829,220,Z1,Z18,304,40,2353,46.0,LOW
8830,219,Z19,Z30,690,16,2422,32.4,MEDIUM
8831,80,Z10,Z22,1273,10,1844,23.8,MEDIUM
8832,250,Z23,Z25,317,27,870,11.7,LOW
8833,256,Z4,Z9,127,24,2346,30.1,HIGH
8834,180,Z13,Z24,1077,33,1110,25.6,LOW
8835,278,Z4,Z9,971,25,632,12.0,MEDIUM
8836,263,Z7,Z13,886,28,2269,40.1,MEDIUM
8837,122,Z19,Z26,371,13,390,6.8,LOW
8838,142,Z4,Z13,1180,21,1652,21.2,MEDIUM
8839,30,Z27,Z14,844,33,1047,13.5,MEDIUM
8840,77,Z20,Z2,822,9,2264,47.6,LOW
8841,55,Z28,Z11,1294,13,1676,24.1,LOW
8842,127,Z25,Z29,717,3,630,14.0,MEDIUM
8843,244,Z6,Z14,844,21,272,4.1,MEDIUM
8844,151,Z28,Z7,478,31,1874,42.1,MEDIUM
8845,229,Z11,Z24,1299,6,202,3.7,HIGH
8846,23,Z29,Z26,1158,29,367,7.7,LOW
8847,260,Z21,Z23,463,40,553,8.8,LOW
8848,5,Z27,Z30,587,19,2038,34.5,LOW
8849,104,Z27,Z13,317,23,1313,16.7,LOW
8850,285,Z23,Z21,646,1,2176,32.6,LOW
8851,296,Z20,Z18,1360,8,168,2.7,LOW
8852,238,Z19,Z6,1235,7,608,14.4,LOW
8853,92,Z13,Z15,844,31,542,6.8,LOW
8854,270,Z18,Z11,399,35,1669,28.9,LOW
8855,143,Z12,Z8,1007,14,736,11.0,MEDIUM
8856,42,Z26,Z1,204,16,406,9.2,HIGH
8857,55,Z18,Z28,961,27,1796,26.9,MEDIUM
8858,117,Z18,Z21,1261,34,778,10.4,HIGH
8859,217,Z21,Z24,689,18,1426,19.7,MEDIUM
8860,2,Z20,Z18,663,15,1281,19.6,MEDIUM
8861,39,Z24,Z9,980,28,307,5.2,MEDIUM
8862,40,Z3,Z23,511,28,246,4.7,LOW
8863,248,Z13,Z14,814,14,422,6.3,MEDIUM
8864,155,Z26,Z8,464,20,140,2.0,MEDIUM
8865,204,Z20,Z6,544,10,2110,49.7,HIGH
8866,33,Z23,Z16,978,21,644,11.2,LOW
8867,172,Z15,Z8,1386,35,1562,26.2,HIGH
8868,284,Z18,Z22,288,15,498,7.8,LOW
8869,32,Z23,Z21,925,37,1885,29.0,HIGH
8870,75,Z19,Z23,457,33,1200,15.4,HIGH
8871,97,Z9,Z4,1081,2,659,13.4,LOW
8872,188,Z12,Z20,1007,14,832,19.3,LOW
8873,176,Z20,Z25,1351,26,2383,36.9,LOW
8874,43,Z14,Z15,537,7,2122,38.0,MEDIUM
8875,300,Z10,Z13,1297,26,1713,22.5,LOW
8876,124,Z29,Z24,849,38,1595,21.4,MEDIUM
8877,149,Z6,Z16,492,18,1974,36.4,HIGH
8878,135,Z25,Z24,1057,4,223,3.9,LOW
8879,152,Z12,Z17,1270,24,547,10.5,HIGH
8880,60,Z7,Z15,465,25,1613,20.9,MEDIUM
8881,186,Z1,Z30,30,2,546,9.7,MEDIUM
8882,282,Z29,Z13,1201,36,1092,14.0,MEDIUM
8883,9,Z7,Z13,1110,25,2206,44.8,HIGH
8884,251,Z8,Z21,1284,37,1926,26.7,LOW
8885,18,Z16,Z22,490,34,2438,57.9,MEDIUM
8886,206,Z1,Z2,769,33,1555,20.9,MEDIUM
8887,155,Z24,Z8,51,1,1348,17.2,MEDIUM
8888,252,Z5,Z28,358,17,1642,25.6,MEDIUM
8889,125,Z18,Z6,894,2,666,10.2,LOW
8890,35,Z4,Z15,1097,19,635,8.8,LOW
8891,104,Z26,Z18,1010,9,899,20.1,LOW
8892,32,Z30,Z1,1295,33,1171,22.5,LOW
8893,76,Z4,Z28,311,12,973,16.5,HIGH
8894,184,Z30,Z11,970,38,1403,30.3,MEDIUM
8895,127,Z8,Z4,812,21,195,3.4,LOW
8896,22,Z22,Z8,1313,30,340,5.7,LOW
8897,59,Z9,Z6,178,29,1994,30.2,LOW
8898,160,Z17,Z23,1174,18,926,12.0,LOW
8899,89,Z24,Z21,436,17,122,1.8,LOW
8900,238,Z6,Z25,1395,27,2288,38.5,LOW
8901,101,Z26,Z23,422,13,797,11.6,LOW
8902,193,Z1,Z2,683,24,1067,16.7,MEDIUM
8903,76,Z6,Z29,191,24,190,2.6,MEDIUM
8904,281,Z15,Z28,890,12,1821,30.3,LOW
8905,163,Z20,Z11,236,19,341,8.5,MEDIUM
8906,52,Z11,Z24,244,37,422,8.8,LOW
8907,74,Z7,Z2,294,16,2208,28.8,MEDIUM
8908,38,Z9,Z20,314,20,266,3.9,MEDIUM
8909,29,Z20,Z20,1401,10,572,9.7,MEDIUM
8910,247,Z12,Z9,298,1,1349,30.6,LOW
8911,197,Z25,Z13,615,3,2162,44.6,LOW
8912,285,Z19,Z4,110,4,2325,48.0,MEDIUM
8913,242,Z11,Z21,727,2,2461,39.5,MEDIUM
8914,285,Z13,Z17,717,32,2321,49.9,MEDIUM
8915,48,Z12,Z30,270,36,469,10.1,LOW
8916,2,Z29,Z10,1125,27,1892,37.5,MEDIUM
8917,249,Z29,Z9,907,30,79,1.1,MEDIUM
8918,62,Z24,Z11,970,26,586,9.6,HIGH
8919,111,Z16,Z10,1249,8,119,2.5,HIGH
8920,97,Z6,Z15,1344,2,963,14.6,LOW
8921,73,Z9,Z19,1061,18,1831,33.7,LOW
8922,168,Z27,Z15,865,24,2279,46.2,MEDIUM
8923,285,Z13,Z13,905,1,2406,39.2,MEDIUM
8924,163,Z11,Z24,901,7,1607,31.5,LOW
8925,36,Z10,Z22,1113,10,1998,28.1,MEDIUM
8926,159,Z29,Z17,1127,4,991,23.9,LOW
8927,212,Z21,Z15,271,5,1672,31.4,LOW
8928,277,Z2,Z27,225,40,565,7.2,LOW
8929,35,Z10,Z13,1200,9,1251,29.9,LOW
8930,193,Z10,Z5,763,8,831,16.6,HIGH
8931,237,Z7,Z28,135,37,496,6.9,LOW
8932,256,Z14,Z16,1225,34,2488,58.6,LOW
8933,191,Z2,Z9,332,3,2052,42.7,MEDIUM
8934,99,Z23,Z20,12,24,430,8.0,MEDIUM
8935,201,Z20,Z12,555,1,1283,18.8,LOW
8936,128,Z27,Z8,636,16,1915,47.7,LOW
8937,240,Z30,Z3,750,20,2329,46.7,HIGH
8938,91,Z29,Z29,1,2,1467,18.7,MEDIUM
8939,21,Z10,Z18,864,18,1772,23.5,LOW
8940,249,Z1,Z1,694,9,280,5.7,MEDIUM
8941,102,Z9,Z17,91,1,1002,13.8,MEDIUM
8942,209,Z27,Z4,1311,18,1926,31.8,LOW
8943,273,Z11,Z24,955,15,2225,38.8,MEDIUM
8944,296,Z8,Z22,339,6,977,17.0,LOW
8945,184,Z29,Z23,547,37,1079,23.0,MEDIUM
8946,68,Z19,Z21,544,14,772,15.1,LOW
8947,53,Z13,Z1,471,29,274,5.3,HIGH
8948,172,Z8,Z14,136,10,683,16.6,LOW
8949,238,Z12,Z26,1293,1,2364,54.0,LOW
8950,83,Z17,Z28,942,4,1717,27.7,MEDIUM
8951,209,Z4,Z30,1410,35,1430,19.4,LOW
8952,11,Z15,Z19,558,26,1018,14.0,MEDIUM
8953,16,Z6,Z29,135,4,1678,29.8,MEDIUM
8954,295,Z18,Z16,721,5,1838,43.2,LOW
8955,47,Z27,Z9,285,20,678,12.4,LOW
8956,252,Z13,Z4,1375,9,598,9.2,MEDIUM
8957,72,Z14,Z10,382,18,539,8.8,HIGH
8958,245,Z13,Z16,922,32,2171,40.9,LOW
8959,270,Z12,Z23,562,17,1777,38.2,MEDIUM
8960,190,Z9,Z5,292,27,1877,29.9,MEDIUM
8961,46,Z16,Z19,934,27,1110,19.4,LOW
8962,142,Z25,Z2,145,10,1358,23.0,MEDIUM
8963,157,Z14,Z10,99,1,2364,44.6,HIGH
8964,146,Z25,Z7,875,19,1956,26.3,LOW
8965,118,Z18,Z15,1219,36,1163,25.4,LOW
8966,241,Z22,Z9,911,33,1878,37.1,LOW
8967,269,Z21,Z8,1250,36,375,8.1,MEDIUM
8968,257,Z18,Z23,597,6,707,13.3,HIGH
8969,22,Z12,Z26,123,23,1113,20.5,LOW
8970,251,Z12,Z19,1397,24,982,16.2,LOW
8971,60,Z25,Z23,578,23,2135,27.9,HIGH
8972,239,Z12,Z18,1229,31,1191,20.6,MEDIUM
8973,25,Z1,Z6,440,16,758,16.8,LOW
8974,80,Z2,Z15,405,28,116,1.5,MEDIUM
8975,44,Z20,Z8,753,19,996,17.8,LOW
8976,159,Z26,Z2,971,21,942,13.1,LOW
8977,201,Z29,Z24,518,1,730,13.9,MEDIUM
8978,227,Z5,Z4,611,11,610,9.7,HIGH
8979,256,Z24,Z12,1162,34,1042,15.6,MEDIUM
8980,141,Z18,Z19,212,26,1735,24.5,MEDIUM
8981,45,Z23,Z20,826,21,2129,29.9,HIGH
8982,87,Z25,Z11,182,40,2328,57.0,LOW
8983,90,Z11,Z9,730,6,2334,31.1,LOW
8984,242,Z29,Z16,777,40,1197,26.4,MEDIUM
8985,293,Z15,Z23,355,36,506,6.5,LOW
8986,40,Z11,Z23,888,4,1454,27.9,MEDIUM
8987,174,Z26,Z7,1338,21,1385,26.3,MEDIUM
8988,173,Z6,Z15,843,19,2157,47.4,LOW
8989,228,Z5,Z30,1138,22,1574,20.6,MEDIUM
8990,45,Z1,Z3,762,14,1374,18.9,MEDIUM
8991,210,Z28,Z20,1102,7,839,11.0,LOW
8992,30,Z4,Z29,1396,2,1246,25.3,LOW
8993,195,Z24,Z20,893,36,1268,25.2,MEDIUM
8994,78,Z21,Z10,859,40,1926,28.3,HIGH
8995,161,Z27,Z1,1323,26,1954,35.6,HIGH
8996,223,Z23,Z19,1412,26,2034,27.4,HIGH
8997,155,Z10,Z2,479,15,575,12.2,MEDIUM
8998,13,Z22,Z26,1387,20,584,7.7,HIGH
8999,189,Z27,Z2,1186,15,2371,50.5,MEDIUM
9000,239,Z7,Z4,714,5,491,8.1,LOW
9001,90,Z25,Z7,1160,40,750,13.2,MEDIUM
9002,138,Z25,Z4,29,9,875,11.4,LOW
9003,154,Z20,Z7,1241,17,606,9.9,LOW
9004,93,Z19,Z21,1283,7,1707,39.0,HIGH
9005,263,Z23,Z30,598,21,386,5.0,MEDIUM
9006,92,Z18,Z18,220,7,1004,17.3,LOW
9007,75,Z4,Z22,320,19,1402,33.9,MEDIUM
9008,130,Z5,Z21,708,32,678,9.8,MEDIUM
9009,33,Z6,Z5,144,2,290,4.8,MEDIUM
9010,231,Z26,Z2,400,6,288,5.0,MEDIUM
9011,114,Z4,Z29,1223,39,491,8.1,LOW
9012,7,Z10,Z15,1312,33,1496,25.5,LOW
9013,260,Z14,Z17,253,8,310,5.7,LOW
9014,81,Z15,Z14,377,3,1041,24.3,LOW
9015,134,Z25,Z11,292,3,386,6.3,LOW
9016,39,Z14,Z2,1055,24,870,16.5,MEDIUM
9017,49,Z8,Z27,215,27,996,13.5,MEDIUM
9018,6,Z10,Z3,537,19,663,13.6,LOW
9019,58,Z2,Z11,1206,15,2099,41.1,LOW
9020,9,Z27,Z13,1344,36,1479,31.8,LOW
9021,179,Z7,Z7,978,6,1366,19.8,MEDIUM
9022,5,Z4,Z13,820,2,159,3.2,HIGH
9023,56,Z9,Z1,1214,6,2342,55.8,MEDIUM
9024,167,Z11,Z19,62,31,1728,24.0,LOW
9025,15,Z26,Z3,1070,35,1484,36.8,LOW
9026,160,Z16,Z11,18,10,532,7.7,LOW
9027,106,Z7,Z27,949,30,369,5.0,LOW
9028,289,Z26,Z26,553,4,476,8.3,LOW
9029,212,Z23,Z8,70,27,2134,39.5,LOW
9030,127,Z19,Z9,309,25,1908,32.8,LOW
9031,26,Z4,Z14,979,1,243,3.8,MEDIUM
9032,122,Z8,Z16,1257,3,631,14.2,MEDIUM
9033,92,Z5,Z8,1002,23,975,22.0,LOW
9034,237,Z20,Z8,696,28,2291,43.6,LOW
9035,279,Z10,Z29,1194,26,1901,43.8,MEDIUM
9036,54,Z26,Z18,534,5,2058,35.3,MEDIUM
9037,6,Z13,Z2,1045,5,724,16.7,LOW
9038,194,Z7,Z21,931,3,944,18.0,MEDIUM
9039,206,Z2,Z10,1288,28,2319,43.1,LOW
9040,37,Z1,Z27,1346,24,1253,18.6,HIGH
9041,17,Z29,Z1,153,5,2148,28.6,LOW
9042,150,Z20,Z4,31,3,2284,29.8,LOW
9043,127,Z1,Z9,468,11,855,18.4,HIGH
9044,68,Z15,Z27,217,3,450,9.2,LOW
9045,190,Z30,Z28,446,29,1062,18.7,HIGH
9046,230,Z17,Z20,469,30,2093,51.5,LOW
9047,149,Z18,Z3,1180,14,314,4.1,LOW
9048,225,Z27,Z22,959,30,1043,22.1,MEDIUM
9049,26,Z17,Z10,989,33,459,10.8,MEDIUM
9050,288,Z12,Z28,1009,38,71,1.4,HIGH
9051,29,Z29,Z11,953,19,559,7.2,MEDIUM
9052,71,Z18,Z7,180,5,1272,17.7,MEDIUM
