segment_id,pipe_id,from_node,to_node,length_m,diameter_mm,flow_lps,pressure_bar
7190,817,309,62,1099,250,153.04,3.49
7191,684,16,181,197,400,60.45,4.97
7192,1107,381,287,909,400,131.59,2.79
7193,1307,304,48,2718,400,112.52,4.17
7194,1710,15,317,2463,150,72.45,4.31
7195,1134,254,171,2863,400,54.77,1.76
7196,1145,368,456,1331,400,78.06,1.86
7197,820,471,378,1163,400,110.59,1.49
7198,1100,167,349,1555,300,100.1,4.71
7199,1952,419,48,1073,300,100.54,5.37
7200,1908,448,188,2577,400,184.89,4.22
7201,1133,286,59,916,200,164.77,1.7
7202,465,316,11,173,250,33.32,4.96
7203,171,55,438,536,100,26.29,4.73
7204,951,235,84,952,200,50.19,5.3
7205,845,167,20,2930,150,152.13,3.2
7206,1650,207,221,2872,150,14.1,4.15
7207,1745,264,39,2657,100,73.01,1.87
7208,982,308,384,2627,400,85.53,5.03
7209,1886,324,278,1958,200,34.27,2.93
7210,1943,95,100,273,400,157.37,1.49
7211,784,59,28,602,200,37.93,2.91
7212,1887,359,115,1392,250,192.84,2.02
7213,1192,19,475,2345,300,63.3,2.21
7214,830,424,471,2362,150,136.44,3.62
7215,1773,436,98,2246,100,128.58,5.53
7216,412,226,42,1450,250,27.7,4.09
7217,389,434,409,2216,100,46.36,2.4
7218,749,327,306,568,250,168.13,3.22
7219,602,295,307,913,400,96.59,2.74
7220,34,80,57,2877,200,96.69,1.78
7221,1804,178,82,2661,300,82.46,2.88
7222,338,242,338,1986,150,183.64,4.74
7223,1990,1,87,396,400,25.27,4.12
7224,806,86,323,974,100,80.61,5.44
7225,1481,465,114,1402,100,81.31,1.65
7226,866,356,219,2451,150,151.84,4.21
7227,521,49,393,168,250,7.82,1.69
7228,1466,363,400,1040,150,139.86,2.67
7229,60,325,231,2147,100,155.45,3.98
7230,34,75,30,1977,100,172.85,3.16
7231,142,265,415,2929,100,76.45,4.19
7232,212,236,221,1037,100,170.32,5.6
7233,533,210,14,479,400,59.89,2.42
7234,1603,53,253,607,400,57.53,2.64
7235,1320,167,337,1730,150,116.98,4.83
7236,1956,325,255,1109,150,121.44,2.39
7237,1809,373,495,2971,150,111.41,1.73
7238,1099,281,238,1430,300,35.8,4.49
7239,521,29,270,1356,300,143.0,2.76
7240,411,437,127,1739,400,125.82,2.41
7241,575,199,405,1323,100,64.82,4.64
7242,982,442,442,1732,100,167.38,3.64
7243,1674,267,18,515,200,120.33,2.67
7244,889,338,421,236,400,184.31,2.75
7245,805,164,304,2708,100,48.0,3.25
7246,389,353,112,911,300,40.33,3.87
7247,1024,128,163,2390,100,172.16,4.39
7248,1509,84,442,1509,400,154.69,3.02
7249,1077,363,323,1996,250,94.0,2.85
7250,1742,276,357,431,150,148.52,2.2
7251,1138,366,425,972,100,163.63,1.34
7252,156,464,193,1394,300,73.01,5.15
7253,1221,392,231,2643,400,45.48,4.04
7254,833,304,172,277,300,142.51,3.18
7255,1807,353,419,2233,250,67.45,3.26
7256,332,299,420,554,250,141.54,4.44
7257,591,156,447,386,250,39.97,5.44
7258,1383,380,288,1357,250,50.09,4.84
7259,535,142,300,2385,400,113.78,3.11
7260,1949,186,70,327,200,190.12,3.81
7261,1551,61,186,2552,150,161.45,3.62
7262,659,451,305,2942,250,13.75,1.36
7263,1177,299,380,2252,400,170.44,5.2
7264,1832,250,390,1000,200,62.2,4.57
7265,103,54,4,1872,200,24.87,2.24
7266,1162,430,462,211,300,191.19,4.65
7267,838,192,221,1982,200,47.34,5.01
7268,1837,102,459,1751,400,175.93,2.63
7269,1139,269,317,1165,200,95.34,1.78
7270,158,469,231,473,150,125.75,3.43
7271,1818,307,462,2622,100,137.61,3.77
7272,657,468,455,2081,250,117.34,3.35
7273,1475,389,41,735,150,197.68,5.0
7274,190,303,319,253,400,36.65,5.3
7275,900,154,366,2533,100,54.52,4.01
7276,1372,152,443,2478,200,155.08,4.2
7277,1718,421,430,2768,400,183.11,2.62
7278,1203,199,232,1427,150,11.08,4.72
7279,948,417,252,1101,150,55.67,1.62
7280,986,248,152,2262,250,139.93,2.68
7281,1068,204,226,1820,150,20.07,3.76
7282,1696,164,182,241,200,137.99,5.93
7283,1945,336,420,2913,300,22.67,3.49
7284,584,441,423,2101,100,29.45,1.37
7285,1815,292,391,167,100,180.11,3.6
7286,1479,469,347,459,200,190.2,2.36
7287,906,67,273,1292,300,78.61,1.47
7288,1199,490,453,1741,200,4.0,4.7
7289,1615,106,14,226,200,179.51,5.46
7290,1330,365,74,229,250,69.68,4.43
7291,1324,135,211,1495,250,110.74,1.91
7292,822,179,43,2775,100,96.54,1.74
7293,1380,293,256,2801,250,196.44,1.2
7294,339,286,93,489,300,94.92,2.17
7295,347,466,456,437,250,140.36,5.45
7296,1024,309,300,421,300,81.38,1.73
7297,1819,163,282,90,200,28.86,4.67
7298,515,473,447,1043,300,72.26,3.33
7299,782,448,477,2740,250,57.21,5.07
7300,1912,40,32,315,300,68.41,2.31
7301,472,189,335,1749,200,107.68,5.0
7302,1183,326,263,1300,150,39.03,2.29
7303,562,314,385,1489,250,47.52,2.51
7304,187,422,254,106,250,88.27,4.33
7305,1857,72,141,1786,250,104.56,4.6
7306,659,458,100,2207,200,169.83,3.93
7307,904,22,228,1700,250,7.65,1.85
7308,919,178,297,2053,200,78.61,1.04
7309,477,294,174,2205,150,22.21,2.17
7310,368,32,126,2704,100,188.02,5.41
7311,780,205,55,1488,100,70.34,4.06
7312,1337,366,70,2882,400,91.15,3.87
7313,1908,71,11,581,100,128.38,4.4
7314,867,417,91,1203,150,70.85,5.45
7315,1871,18,174,1467,100,122.39,3.73
7316,1138,437,344,2956,100,108.51,2.16
7317,1682,422,143,1723,100,122.96,1.86
7318,481,215,317,314,400,22.77,4.48
7319,1863,208,96,1600,150,108.88,4.75
7320,1400,335,185,1177,250,3.19,4.73
7321,1006,11,95,833,150,160.29,2.85
7322,1149,29,463,428,100,196.02,1.5
7323,1084,308,4,1423,200,2.13,5.57
7324,1675,235,266,1551,200,149.63,2.89
7325,1988,498,147,2044,200,59.65,2.7
7326,594,196,425,2907,200,178.9,3.35
7327,429,79,439,1685,400,191.9,3.49
7328,1466,243,480,1345,150,79.07,2.7
7329,1740,122,317,1493,200,170.33,2.77
7330,1074,332,210,486,300,160.97,3.78
7331,729,157,10,810,250,29.59,1.7
7332,727,229,109,2367,300,58.98,2.09
7333,422,107,203,2646,200,36.25,5.14
7334,128,55,260,2592,100,4.68,1.9
7335,1711,409,214,2948,400,72.7,2.94
7336,1157,250,18,1533,100,66.75,5.78
7337,231,137,112,899,200,95.19,3.71
7338,437,428,465,1315,150,27.25,4.64
7339,1973,313,202,590,150,80.38,5.12
7340,526,473,35,1506,400,118.49,4.9
7341,513,400,482,1958,400,194.07,3.42
7342,529,176,442,358,250,196.88,2.15
7343,1052,77,228,2979,100,57.4,1.55
7344,1124,441,386,2669,150,49.8,3.9
7345,1483,241,494,2040,250,30.05,5.6
7346,1349,395,419,1415,150,15.03,3.15
7347,328,242,423,355,150,85.66,3.01
7348,1414,155,162,719,200,67.52,5.6
7349,554,117,18,2124,300,175.12,3.94
7350,1994,308,475,928,100,49.74,5.69
7351,309,76,59,1030,250,143.4,3.77
7352,1484,74,94,1179,400,104.71,2.93
7353,959,358,297,779,100,91.19,3.94
7354,1325,324,349,2538,300,142.61,2.89
7355,925,455,36,765,200,41.08,4.7
7356,1080,306,155,829,100,37.59,1.47
7357,23,301,68,2901,200,36.31,5.12
7358,1748,43,276,477,200,105.39,4.21
7359,1934,304,465,2007,250,94.2,2.36
7360,97,106,132,2458,250,124.87,4.78
7361,1711,77,18,2354,400,23.32,3.52
7362,581,315,377,2318,150,166.54,1.25
7363,509,228,492,2099,300,25.68,1.59
7364,1602,66,233,2707,150,102.57,1.99
7365,57,435,257,2644,100,199.33,2.91
7366,1106,498,446,1166,400,173.59,5.48
7367,228,293,135,74,100,136.45,2.84
7368,1166,305,143,309,300,11.57,4.05
7369,318,355,381,1407,250,148.11,3.34
7370,624,18,16,2326,400,27.05,2.69
7371,1623,116,267,1627,150,14.74,3.98
7372,1067,20,461,2039,100,181.36,1.45
7373,742,45,79,2458,300,41.52,4.11
7374,1832,492,270,1623,100,133.91,2.52
7375,219,117,384,845,250,63.89,4.36
7376,64,129,413,882,400,14.73,2.95
7377,332,441,67,2378,100,79.68,2.54
7378,13,428,74,1035,200,94.82,1.24
7379,632,191,189,731,200,163.76,5.79
7380,1740,135,1,2951,250,123.39,2.14
7381,1504,405,170,1452,400,181.53,4.95
7382,1241,10,148,1801,250,105.94,4.31
7383,946,187,192,2889,250,158.18,1.49
7384,997,402,107,43,250,82.66,4.64
7385,899,36,48,1573,200,119.14,2.58
7386,1910,213,223,1337,100,51.35,3.02
7387,1207,98,401,2269,150,67.74,4.95
7388,1245,430,399,1045,250,163.18,3.94
7389,491,418,99,1643,400,31.17,1.71
7390,597,5,443,325,300,88.51,2.24
7391,955,185,432,2042,100,87.54,3.47
7392,709,427,41,148,100,26.02,2.35
7393,829,471,387,892,300,189.84,3.63
7394,277,370,375,362,400,99.0,5.45
7395,483,213,108,1927,300,12.63,4.56
7396,1007,373,458,1702,400,130.43,4.79
7397,968,443,270,770,250,72.05,5.57
7398,908,335,232,1319,100,187.5,3.85
7399,1996,98,288,1849,400,146.92,3.66
7400,908,201,213,1355,150,134.99,4.3
7401,17,42,401,610,100,26.59,1.65
7402,254,418,108,29,300,55.96,4.59
7403,1379,326,307,1667,150,119.83,3.42
7404,898,498,352,2619,200,51.25,1.49
7405,1921,258,73,1784,250,197.62,5.25
7406,1443,16,330,488,200,28.55,2.6
7407,1823,146,384,1842,200,154.88,5.59
7408,777,309,318,2158,250,63.38,5.47
7409,703,333,414,1964,100,174.78,3.8
7410,831,465,128,1617,300,34.46,1.7
7411,207,68,78,1666,100,124.63,2.04
7412,1598,331,365,116,300,22.1,4.94
7413,1828,153,176,1795,150,33.49,3.43
7414,351,71,42,2359,150,46.79,3.53
7415,1790,97,49,2953,100,123.8,2.96
7416,1367,478,20,1069,100,24.73,1.8
7417,66,118,385,948,300,113.98,2.53
7418,785,360,313,2607,400,84.42,3.12
7419,1242,94,31,1198,150,156.08,3.11
7420,449,472,485,1609,400,110.8,3.39
7421,1817,4,158,2598,200,108.66,5.45
7422,1519,400,357,735,300,85.27,4.11
7423,1710,293,441,249,200,53.57,3.86
7424,437,44,116,591,300,42.73,5.51
7425,666,330,173,483,100,42.51,4.81
7426,1105,421,42,2219,250,103.1,4.17
7427,985,123,165,2893,200,66.73,0.94
7428,398,136,410,2189,300,88.77,4.46
7429,2000,301,300,2841,100,198.21,2.87
7430,2,326,481,1319,200,68.88,1.34
7431,768,282,89,1095,400,123.31,3.1
7432,1060,98,263,1823,400,149.99,1.86
7433,29,151,88,1095,100,143.26,3.39
7434,1470,316,28,2428,250,12.01,2.25
7435,22,460,347,99,250,87.46,3.01
7436,1022,221,245,1552,400,196.22,2.57
7437,231,194,369,2389,250,84.6,0.94
7438,1284,357,102,1098,150,30.92,2.29
7439,1078,386,487,1395,100,163.18,2.32
7440,837,363,243,2914,100,172.72,4.99
7441,1631,143,405,1080,150,51.37,3.43
7442,1430,338,315,2537,300,114.36,3.32
7443,1448,16,198,494,150,51.6,4.32
7444,1947,165,245,2240,100,162.31,3.27
7445,1278,161,103,1180,400,198.53,4.14
7446,687,95,351,2219,150,6.47,4.09
7447,1034,493,483,542,300,154.84,5.5
7448,1925,58,379,2272,300,134.36,2.67
7449,1484,154,310,1891,200,100.98,3.51
7450,896,299,300,2338,100,35.75,4.34
7451,1800,136,23,2777,200,2.81,1.89
7452,448,181,148,2351,300,12.46,3.46
7453,1427,251,408,197,250,70.37,4.48
7454,1034,256,73,844,400,131.05,3.16
7455,1986,64,462,1636,400,8.91,1.4
7456,714,437,176,2277,200,196.94,2.98
7457,476,294,153,1841,200,108.44,4.7
7458,1477,277,82,1481,100,117.06,1.47
7459,840,162,203,816,150,152.8,5.07
7460,1548,392,374,1018,400,58.62,1.52
7461,531,40,306,1739,150,71.69,2.76
7462,1995,38,446,490,300,105.68,4.1
7463,1915,323,359,647,250,29.82,4.36
7464,1898,494,382,560,400,166.5,5.57
7465,1632,306,295,349,300,21.37,3.41
7466,481,377,16,1294,150,84.88,1.98
7467,407,475,461,1780,300,130.89,4.8
7468,1645,293,2,75,400,49.13,4.52
7469,1665,400,299,591,400,36.16,3.47
7470,1191,339,307,1748,250,115.98,2.57
7471,1537,3,342,1909,400,165.86,3.76
7472,205,285,75,1023,150,44.42,2.53
7473,311,189,37,2106,300,47.74,1.93
7474,245,315,207,230,250,99.71,3.07
7475,1361,307,97,385,300,75.98,4.42
7476,653,492,137,2785,250,186.79,2.71
7477,1106,252,79,822,250,144.98,1.76
7478,926,261,317,462,300,64.31,3.16
7479,1537,152,16,1368,200,59.86,5.56
7480,275,371,220,2247,250,28.63,4.15
7481,412,133,334,1227,250,28.68,3.89
7482,1408,108,224,20,400,30.48,3.62
7483,1555,139,388,2914,400,188.87,5.06
7484,1803,242,169,2467,200,146.88,1.76
7485,1161,384,105,1266,250,116.57,5.39
7486,874,143,403,2117,100,145.73,2.97
7487,1923,497,486,2085,200,185.0,1.39
7488,196,345,299,2898,300,93.01,5.07
7489,172,352,160,381,150,17.9,2.48
7490,276,314,71,2745,100,33.36,2.81
7491,1421,192,349,1710,100,7.34,2.89
7492,1564,146,86,2969,150,127.72,2.31
7493,1063,408,491,935,250,133.84,5.03
7494,1993,345,46,2294,150,155.34,4.65
7495,645,396,69,2096,400,156.58,3.91
7496,1462,447,31,2166,200,18.53,4.08
7497,1714,221,300,400,400,153.2,2.04
7498,1125,248,222,370,400,26.09,4.25
7499,610,53,53,1369,250,52.06,3.38
7500,1442,95,440,1752,100,56.36,2.4
7501,1238,226,363,341,200,122.33,5.45
7502,25,315,60,2102,100,101.29,2.79
7503,48,365,232,130,200,136.89,2.82
7504,371,313,31,1897,250,97.12,2.04
7505,1847,441,464,1936,150,160.91,2.7
7506,1602,132,95,2184,250,140.65,2.72
7507,1940,458,34,2308,150,56.43,4.42
7508,1187,130,437,1995,150,134.17,4.53
7509,479,427,250,2982,400,153.7,1.51
7510,335,293,304,2009,150,118.36,1.79
7511,837,468,209,1692,200,68.73,3.37
7512,485,178,144,1988,300,97.56,3.6
7513,889,166,439,1500,150,170.34,2.25
7514,1817,483,329,2703,400,108.54,4.92
7515,1010,19,33,1698,100,31.22,1.5
7516,1511,249,284,1617,400,20.14,4.57
7517,609,208,274,506,400,16.92,4.53
7518,718,347,24,2853,100,92.76,2.75
7519,1770,32,262,235,150,192.61,5.62
7520,89,253,122,2356,200,86.34,3.96
7521,1643,477,184,2791,200,191.3,4.64
7522,638,75,99,2168,400,53.21,2.8
7523,1751,348,397,1156,100,116.65,1.42
7524,579,191,345,1419,200,65.88,1.79
7525,552,361,23,801,250,171.22,2.31
7526,1492,30,177,764,100,75.68,3.98
7527,579,299,489,2042,400,10.16,2.96
7528,1915,265,11,2839,400,196.29,4.0
7529,1972,174,442,696,300,65.01,2.24
7530,1108,109,499,1036,300,89.3,2.2
7531,64,204,404,459,200,98.05,2.91
7532,1002,332,110,2167,400,6.54,3.89
7533,433,75,146,1714,400,159.99,5.32
7534,1805,2,180,2985,250,49.76,0.88
7535,183,239,399,820,250,64.31,4.37
7536,1653,438,202,1410,200,4.16,4.14
7537,934,340,38,2561,250,4.19,3.93
7538,1917,57,14,705,150,19.29,2.87
7539,290,126,473,1669,300,69.41,5.39
7540,1405,13,390,523,100,56.82,4.66
7541,1193,352,456,2443,300,141.98,2.14
7542,1651,113,18,708,200,199.01,2.8
7543,1503,83,60,2764,250,88.32,1.23
7544,22,266,52,2554,150,22.08,4.77
7545,953,295,293,2925,400,137.79,4.68
7546,1318,470,456,1300,150,81.27,3.39
7547,489,355,383,1504,300,4.43,5.25
7548,1121,240,71,1076,200,140.52,1.67
7549,820,116,196,586,100,196.55,2.15
7550,1997,248,156,1614,150,45.59,2.71
7551,706,457,487,2008,200,104.54,5.46
7552,1012,30,422,1661,200,164.56,3.02
7553,556,337,313,2568,100,161.02,1.39
7554,549,414,148,1874,100,27.96,4.72
7555,614,291,151,2744,300,85.04,5.02
7556,17,103,50,2264,200,135.46,3.27
7557,994,151,317,1564,150,109.98,2.2
7558,860,96,42,505,300,121.26,4.45
7559,1001,216,413,1809,100,168.28,5.46
7560,50,321,217,1426,150,107.02,1.87
7561,461,174,465,946,200,34.58,5.23
7562,773,344,287,228,100,48.89,4.66
7563,944,399,18,2318,300,199.65,3.24
7564,821,475,396,365,300,146.4,2.69
7565,37,188,244,2075,400,24.28,1.43
7566,645,107,11,1184,250,6.15,3.54
7567,86,348,393,2344,250,132.04,1.84
7568,1372,99,223,295,400,130.86,2.57
7569,1782,493,409,511,150,156.82,2.02
7570,957,64,480,48,150,34.36,1.84
7571,1826,61,353,2760,200,96.95,2.56
7572,1948,327,118,2851,400,106.19,0.89
7573,597,356,438,1026,250,42.78,4.4
7574,1746,280,63,2890,200,60.87,4.54
7575,1713,469,84,1752,150,69.53,3.16
7576,300,233,481,2121,400,28.92,1.58
7577,5,94,31,753,150,69.6,4.41
7578,40,85,63,675,100,70.03,2.29
7579,527,332,325,107,100,163.31,2.7
7580,796,368,51,2622,200,109.96,3.3
7581,868,102,330,1131,250,159.8,2.63
7582,142,52,216,124,300,26.61,5.85
7583,1445,136,108,953,200,43.81,3.98
7584,1240,45,361,121,200,192.91,5.17
7585,1452,197,95,624,200,78.71,5.18
7586,667,90,190,1309,150,159.53,3.51
7587,1397,146,459,1475,200,8.97,3.9
7588,1849,144,254,1942,150,69.24,1.66
7589,437,225,347,448,150,49.36,1.88
7590,509,210,283,1177,100,191.15,3.44
7591,393,308,488,1745,150,70.6,4.91
7592,1276,330,470,2191,150,173.44,2.49
7593,1171,200,478,2898,250,179.04,4.12
7594,394,454,336,1658,100,182.93,4.8
7595,952,439,226,1946,200,87.55,3.65
7596,1080,13,10,333,300,29.15,5.35
7597,1816,398,475,1839,300,168.66,2.41
7598,1182,150,134,738,400,107.49,1.85
7599,77,393,218,26,200,16.12,4.73
7600,994,381,449,1850,200,191.31,1.96
7601,344,292,334,2544,300,117.56,3.69
7602,25,389,289,507,300,75.69,5.56
7603,1418,35,441,111,250,66.79,1.57
7604,1582,157,435,51,200,15.7,5.54
7605,447,285,349,519,150,8.73,4.57
7606,318,365,430,313,400,61.97,5.0
7607,1281,210,54,2617,150,131.02,4.72
7608,1160,114,159,2845,200,2.36,1.72
7609,1559,245,318,513,200,62.25,3.57
7610,581,51,237,1643,100,80.03,5.59
7611,1536,451,6,2033,200,145.28,2.51
7612,1991,169,248,1367,400,146.45,2.59
7613,176,241,366,2430,100,176.55,4.19
7614,592,327,104,2329,150,36.79,2.73
7615,1177,347,126,656,250,28.75,2.02
7616,954,256,195,2637,100,142.85,2.96
7617,300,242,190,1055,100,31.59,3.83
7618,943,15,170,1597,300,124.58,3.93
7619,595,215,125,620,300,97.99,3.37
7620,916,298,363,2938,300,82.24,3.8
7621,66,436,385,340,250,33.76,5.69
7622,1455,424,253,179,200,20.32,2.06
7623,1869,483,34,1954,400,57.34,1.81
7624,456,99,137,2042,150,39.72,1.61
7625,173,210,189,2962,100,196.04,2.29
7626,814,213,478,2809,200,111.67,5.55
7627,1494,158,219,1229,100,78.54,3.05
7628,891,424,391,2856,250,72.63,1.91
7629,308,218,447,2494,300,141.92,1.07
7630,197,287,175,1610,100,90.77,4.2
7631,1080,299,299,2214,300,69.97,1.75
7632,37,346,141,1883,300,136.94,1.96
7633,447,417,489,979,150,164.83,4.73
7634,1775,60,241,1204,250,174.26,4.89
7635,1428,351,340,1529,250,68.69,4.55
7636,1388,2,434,540,400,169.53,3.54
7637,448,96,296,1284,150,135.44,4.31
7638,1043,286,76,185,100,57.42,1.64
7639,1184,3,340,761,400,28.99,1.47
7640,1363,477,465,997,250,95.36,5.69
7641,1827,3,208,2643,100,145.3,3.07
7642,712,474,154,570,300,97.89,4.93
7643,480,380,112,609,400,167.87,5.19
7644,88,479,439,1864,150,91.92,2.06
7645,1258,282,28,938,250,45.32,3.0
7646,692,255,266,2818,100,8.16,2.35
7647,763,201,105,1523,250,120.43,3.56
7648,742,172,9,716,150,197.3,3.23
7649,1841,294,306,1720,400,63.91,3.42
7650,518,169,99,2474,100,98.58,2.42
7651,1319,408,54,1849,200,31.57,4.76
7652,1717,281,1,1535,300,59.47,5.51
7653,988,206,158,2194,100,3.08,2.92
7654,1197,387,457,790,300,134.04,5.83
7655,749,426,235,301,400,113.84,3.32
7656,917,144,31,494,250,54.46,4.45
7657,1748,221,113,218,150,78.33,3.84
7658,348,435,20,1447,300,105.44,5.08
7659,1493,416,434,69,100,78.17,4.33
7660,475,313,109,2944,250,85.48,2.34
7661,465,427,283,1866,100,130.9,3.0
7662,168,178,280,1571,100,199.69,3.5
7663,1917,451,471,1725,250,35.19,5.12
7664,1107,234,129,1215,150,184.52,2.95
7665,1946,297,421,1801,200,46.31,4.22
7666,1360,331,68,2304,100,116.44,4.6
7667,1402,297,413,722,200,78.85,3.2
7668,522,384,376,752,150,118.44,3.96
7669,1815,497,446,1285,300,187.98,3.62
7670,34,407,326,2947,400,196.08,2.29
7671,924,460,120,1054,250,87.91,2.46
7672,501,1,159,80,400,14.54,2.26
7673,1166,389,202,1140,250,8.92,2.33
7674,229,6,183,889,250,88.86,3.51
7675,1864,321,443,2893,300,128.39,3.63
7676,837,392,10,2108,150,33.56,4.96
7677,1367,409,104,1042,150,48.54,5.17
7678,816,64,29,886,400,129.89,3.72
7679,1681,25,453,1517,100,136.36,5.63
7680,22,247,276,1838,300,180.71,0.95
7681,838,305,268,1511,100,148.18,2.3
7682,903,36,488,2546,100,184.1,1.51
7683,322,492,71,2527,150,18.15,1.89
7684,714,442,31,529,250,88.88,5.18
7685,1307,51,315,2635,250,198.0,5.01
7686,891,388,5,2938,100,40.5,3.89
7687,810,102,307,1922,300,27.02,3.09
7688,1634,80,70,614,150,191.98,4.92
7689,441,72,221,1994,250,119.57,5.09
7690,1071,83,351,868,150,162.85,4.74
7691,242,117,482,2260,100,49.55,1.39
7692,1642,253,99,1915,250,68.89,4.56
7693,207,260,5,2299,300,62.88,4.82
7694,1766,472,171,860,300,78.31,4.09
7695,1982,200,105,2866,100,149.29,2.32
7696,762,188,221,2685,250,177.66,1.61
7697,1796,153,74,2722,200,158.83,2.64
7698,1156,367,260,675,300,146.37,4.1
7699,1114,301,444,1654,100,189.82,1.54
7700,852,106,251,2042,250,180.08,2.36
7701,888,391,159,2624,100,52.05,4.61
7702,306,45,313,2030,400,45.78,3.57
7703,1354,206,247,1208,200,98.1,4.35
7704,1186,121,466,498,300,100.73,4.46
7705,1316,365,218,1847,400,168.03,3.38
7706,114,118,32,1728,150,160.81,5.34
7707,507,423,312,2415,200,97.65,4.98
7708,1615,5,156,2428,300,2.36,4.09
7709,1342,345,268,1045,300,70.28,2.44
7710,386,382,106,1275,150,95.28,2.13
7711,1569,440,155,42,400,66.1,4.71
7712,233,494,175,741,300,169.98,4.71
7713,1369,66,90,1234,200,164.45,1.7
7714,753,154,309,2627,300,93.28,2.47
7715,799,476,69,951,300,149.44,2.2
7716,768,240,355,1954,150,131.01,1.42
7717,1063,11,406,2764,150,36.78,1.69
7718,1036,249,129,1728,100,40.84,5.34
7719,838,17,59,1477,250,182.74,2.52
7720,1663,137,257,103,150,96.32,1.54
7721,638,380,178,840,100,121.58,3.86
7722,401,88,7,509,300,36.96,5.63
7723,664,274,476,2542,200,159.92,2.43
7724,4,497,192,738,400,131.26,4.98
7725,747,469,106,2636,400,152.13,1.04
7726,1141,74,414,1821,300,108.9,3.65
7727,454,11,353,740,400,50.94,3.25
7728,1344,262,330,2554,400,174.79,2.19
7729,1593,179,422,1115,400,6.61,5.18
7730,1766,391,64,669,250,86.09,1.43
7731,1585,6,98,351,150,119.24,2.39
7732,540,499,147,2735,250,65.68,4.39
7733,222,459,305,2306,100,190.44,3.25
7734,1615,499,109,858,150,145.09,4.89
7735,1233,274,454,1322,150,147.76,4.89
7736,535,372,278,743,200,51.75,5.14
7737,489,62,22,1474,150,179.32,4.26
7738,1216,373,404,2541,400,169.24,1.68
7739,1663,260,377,2662,200,149.56,1.56
7740,187,386,22,1643,400,17.0,1.38
7741,159,59,91,2503,400,81.16,3.71
7742,873,374,451,1688,400,34.28,1.14
7743,1682,435,302,1950,250,20.52,4.57
7744,484,187,133,505,200,158.76,3.16
7745,1938,287,269,1648,200,144.0,2.3
7746,48,433,379,1915,400,40.54,1.26
7747,108,73,157,1050,250,18.3,2.06
7748,848,334,265,1425,200,109.1,2.34
7749,602,235,98,447,250,123.07,4.51
7750,805,47,202,531,150,18.72,3.89
7751,727,93,323,2207,250,66.92,3.95
7752,672,251,360,2082,250,79.97,3.7
7753,654,461,350,1306,300,23.85,4.06
7754,1571,103,127,1565,250,109.43,3.06
7755,609,100,233,1434,250,141.68,2.85
7756,1386,267,175,1530,250,93.75,2.07
7757,721,55,20,2105,100,157.05,4.22
7758,1403,198,272,2833,150,128.25,4.16
7759,1249,226,178,2567,200,170.28,3.77
7760,186,186,328,588,300,73.88,2.1
7761,279,376,105,1065,400,192.09,5.37
7762,620,293,144,2500,400,68.86,5.64
7763,1604,156,185,2859,100,84.14,4.77
7764,1564,264,343,2895,200,191.71,2.53
7765,792,356,349,915,250,21.26,1.39
7766,1652,174,16,1004,300,55.07,4.65
7767,1322,356,201,1616,100,113.32,1.61
7768,960,116,389,1334,100,12.63,4.95
7769,1989,148,281,141,200,183.55,2.61
7770,524,314,496,830,100,148.9,4.88
7771,938,293,140,87,150,68.37,3.5
7772,166,116,270,1611,250,98.18,1.6
7773,1879,144,442,2108,100,120.99,0.88
7774,980,290,107,290,100,118.32,5.9
7775,1624,155,20,36,400,6.45,2.4
7776,1295,356,315,1234,300,21.37,5.72
7777,655,321,110,162,150,145.74,5.89
7778,1006,235,301,1104,250,52.58,4.61
7779,1886,183,354,820,150,20.48,5.73
7780,675,423,132,1109,300,156.75,5.14
7781,247,271,265,1527,150,195.32,3.83
7782,709,145,340,2516,150,72.92,3.43
7783,80,34,251,224,400,105.12,5.79
7784,1380,21,320,2506,150,91.67,1.81
7785,537,162,176,86,150,175.62,3.86
7786,1703,77,268,752,100,22.55,3.84
7787,185,481,135,283,100,22.9,5.87
7788,734,104,295,2955,250,187.23,1.34
7789,147,273,324,333,100,195.34,3.68
7790,8,38,492,2175,400,164.37,3.59
7791,1628,307,388,759,150,140.62,4.51
7792,1536,79,217,1781,100,66.64,2.99
7793,558,153,457,1928,400,115.32,2.91
7794,447,109,327,1845,200,54.38,2.16
7795,868,433,239,1853,250,61.36,4.72
7796,884,254,291,2856,400,75.44,4.82
7797,1854,249,30,1979,150,196.81,2.4
7798,1613,428,281,733,200,45.7,1.6
7799,513,403,252,2109,250,167.68,2.41
7800,45,109,489,1333,300,170.01,5.64
7801,1220,196,310,2556,100,97.15,5.28
7802,501,254,172,1161,100,57.73,3.59
7803,310,201,29,2948,200,150.99,4.54
7804,1098,102,427,777,100,196.99,5.64
7805,1995,300,471,819,250,64.89,2.48
7806,393,335,483,1147,100,173.11,1.49
7807,1846,185,500,1750,400,58.33,2.73
7808,766,336,239,1000,100,21.67,5.3
7809,203,468,58,715,150,18.0,3.52
7810,1855,101,43,417,400,71.44,3.0
7811,205,221,457,2987,100,106.26,4.02
7812,905,497,385,59,150,144.65,2.87
7813,1382,481,205,2871,300,46.58,3.67
7814,1290,121,491,2895,250,174.88,3.19
7815,656,329,64,1626,150,186.56,1.81
7816,1884,329,415,1571,300,114.46,4.53
7817,655,426,79,1070,250,4.3,3.44
7818,1254,155,322,795,100,67.21,4.8
